county_fips,county,year,office,party,candidate,votes,total_votes
55013,BURNETT,2003,SUPREME COURT,LIBERAL,ED BRUNNER,2270,3506
55013,BURNETT,2003,SUPREME COURT,SCATTERING,SCATTERING,3,3506
55013,BURNETT,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,2353,2355
55013,BURNETT,2005,SUPREME COURT,SCATTERING,SCATTERING,2,2355
55013,BURNETT,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,1235,1237
55013,BURNETT,2006,SUPREME COURT,SCATTERING,SCATTERING,2,1237
55013,BURNETT,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,1274,2496
55013,BURNETT,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1217,2496
55013,BURNETT,2007,SUPREME COURT,SCATTERING,SCATTERING,5,2496
55013,BURNETT,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1851,2394
55013,BURNETT,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,540,2394
55013,BURNETT,2008,SUPREME COURT,SCATTERING,SCATTERING,3,2394
55013,BURNETT,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1434,3173
55013,BURNETT,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,1737,3173
55013,BURNETT,2009,SUPREME COURT,SCATTERING,SCATTERING,2,3173
55013,BURNETT,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",1943,3603
55013,BURNETT,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,1659,3603
55013,BURNETT,2011,SUPREME COURT,SCATTERING,SCATTERING,1,3603
55013,BURNETT,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1197,2188
55013,BURNETT,2013,SUPREME COURT,LIBERAL,ED FALLONE,989,2188
55013,BURNETT,2013,SUPREME COURT,SCATTERING,SCATTERING,2,2188
55013,BURNETT,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1056,2150
55013,BURNETT,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,1094,2150
55013,BURNETT,2015,SUPREME COURT,SCATTERING,SCATTERING,0,2150
55013,BURNETT,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,2504,4595
55013,BURNETT,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2087,4595
55013,BURNETT,2016,SUPREME COURT,SCATTERING,SCATTERING,4,4595
55013,BURNETT,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,2205,2205
55013,BURNETT,2017,SUPREME COURT,SCATTERING,SCATTERING,0,2205
55013,BURNETT,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1406,2426
55013,BURNETT,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,1020,2426
55013,BURNETT,2018,SUPREME COURT,SCATTERING,SCATTERING,0,2426
55013,BURNETT,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,1953,3071
55013,BURNETT,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,1118,3071
55013,BURNETT,2019,SUPREME COURT,SCATTERING,SCATTERING,0,3071
55013,BURNETT,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2407,4104
55013,BURNETT,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,1697,4104
55013,BURNETT,2020,SUPREME COURT,SCATTERING,SCATTERING,0,4104
55013,BURNETT,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,3261,5344
55013,BURNETT,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,2083,5344
55013,BURNETT,2023,SUPREME COURT,SCATTERING,SCATTERING,0,5344
55013,BURNETT,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,4559,7287
55013,BURNETT,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,2728,7287
55013,BURNETT,2025,SUPREME COURT,SCATTERING,SCATTERING,0,7287
55015,CALUMET,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,3790,5723
55015,CALUMET,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,1932,5723
55015,CALUMET,2000,SUPREME COURT,SCATTERING,SCATTERING,1,5723
55015,CALUMET,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",3855,3864
55015,CALUMET,2001,SUPREME COURT,SCATTERING,SCATTERING,9,3864
55015,CALUMET,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,3170,5570
55015,CALUMET,2003,SUPREME COURT,LIBERAL,ED BRUNNER,2394,5570
55015,CALUMET,2003,SUPREME COURT,SCATTERING,SCATTERING,6,5570
55015,CALUMET,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,4475,4479
55015,CALUMET,2005,SUPREME COURT,SCATTERING,SCATTERING,4,4479
55015,CALUMET,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,4660,4673
55015,CALUMET,2006,SUPREME COURT,SCATTERING,SCATTERING,13,4673
55015,CALUMET,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,4146,6050
55015,CALUMET,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1899,6050
55015,CALUMET,2007,SUPREME COURT,SCATTERING,SCATTERING,5,6050
55015,CALUMET,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,4110,6978
55015,CALUMET,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,2859,6978
55015,CALUMET,2008,SUPREME COURT,SCATTERING,SCATTERING,9,6978
55015,CALUMET,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,2094,5448
55015,CALUMET,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,3354,5448
55015,CALUMET,2009,SUPREME COURT,SCATTERING,SCATTERING,0,5448
55015,CALUMET,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",7503,12156
55015,CALUMET,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,4645,12156
55015,CALUMET,2011,SUPREME COURT,SCATTERING,SCATTERING,8,12156
55015,CALUMET,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,4215,6773
55015,CALUMET,2013,SUPREME COURT,LIBERAL,ED FALLONE,2556,6773
55015,CALUMET,2013,SUPREME COURT,SCATTERING,SCATTERING,2,6773
55015,CALUMET,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,2993,6329
55015,CALUMET,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,3336,6329
55015,CALUMET,2015,SUPREME COURT,SCATTERING,SCATTERING,0,6329
55015,CALUMET,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,11083,17446
55015,CALUMET,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,6363,17446
55015,CALUMET,2016,SUPREME COURT,SCATTERING,SCATTERING,0,17446
55015,CALUMET,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,3517,3517
55015,CALUMET,2017,SUPREME COURT,SCATTERING,SCATTERING,0,3517
55015,CALUMET,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,3701,7249
55015,CALUMET,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,3545,7249
55015,CALUMET,2018,SUPREME COURT,SCATTERING,SCATTERING,3,7249
55015,CALUMET,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,6136,9993
55015,CALUMET,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,3857,9993
55015,CALUMET,2019,SUPREME COURT,SCATTERING,SCATTERING,0,9993
55015,CALUMET,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,7176,13498
55015,CALUMET,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,6312,13498
55015,CALUMET,2020,SUPREME COURT,SCATTERING,SCATTERING,10,13498
55015,CALUMET,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,9029,16092
55015,CALUMET,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,7036,16092
55015,CALUMET,2023,SUPREME COURT,SCATTERING,SCATTERING,27,16092
55015,CALUMET,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,12288,22043
55015,CALUMET,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,9743,22043
55015,CALUMET,2025,SUPREME COURT,SCATTERING,SCATTERING,12,22043
55017,CHIPPEWA,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,5815,8600
55017,CHIPPEWA,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,2774,8600
55017,CHIPPEWA,2000,SUPREME COURT,SCATTERING,SCATTERING,11,8600
55017,CHIPPEWA,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",6750,6759
55017,CHIPPEWA,2001,SUPREME COURT,SCATTERING,SCATTERING,9,6759
55017,CHIPPEWA,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2975,7818
55017,CHIPPEWA,2003,SUPREME COURT,LIBERAL,ED BRUNNER,4839,7818
55017,CHIPPEWA,2003,SUPREME COURT,SCATTERING,SCATTERING,4,7818
55017,CHIPPEWA,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,5129,5133
55017,CHIPPEWA,2005,SUPREME COURT,SCATTERING,SCATTERING,4,5133
55017,CHIPPEWA,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,2775,2791
55017,CHIPPEWA,2006,SUPREME COURT,SCATTERING,SCATTERING,16,2791
55017,CHIPPEWA,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,5600,9194
55017,CHIPPEWA,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,3582,9194
55017,CHIPPEWA,2007,SUPREME COURT,SCATTERING,SCATTERING,12,9194
55017,CHIPPEWA,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,4268,8065
55017,CHIPPEWA,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,3781,8065
55017,CHIPPEWA,2008,SUPREME COURT,SCATTERING,SCATTERING,16,8065
55017,CHIPPEWA,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,3801,9268
55017,CHIPPEWA,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,5466,9268
55017,CHIPPEWA,2009,SUPREME COURT,SCATTERING,SCATTERING,1,9268
55017,CHIPPEWA,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",6854,14089
55017,CHIPPEWA,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,7224,14089
55017,CHIPPEWA,2011,SUPREME COURT,SCATTERING,SCATTERING,11,14089
55017,CHIPPEWA,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,4437,7832
55017,CHIPPEWA,2013,SUPREME COURT,LIBERAL,ED FALLONE,3388,7832
55017,CHIPPEWA,2013,SUPREME COURT,SCATTERING,SCATTERING,7,7832
55017,CHIPPEWA,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,2744,7021
55017,CHIPPEWA,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,4277,7021
55017,CHIPPEWA,2015,SUPREME COURT,SCATTERING,SCATTERING,0,7021
55017,CHIPPEWA,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,11106,20504
55017,CHIPPEWA,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,9398,20504
55017,CHIPPEWA,2016,SUPREME COURT,SCATTERING,SCATTERING,0,20504
55017,CHIPPEWA,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,4904,4904
55017,CHIPPEWA,2017,SUPREME COURT,SCATTERING,SCATTERING,0,4904
55017,CHIPPEWA,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,4949,10107
55017,CHIPPEWA,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,5158,10107
55017,CHIPPEWA,2018,SUPREME COURT,SCATTERING,SCATTERING,0,10107
55017,CHIPPEWA,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,6159,10813
55017,CHIPPEWA,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,4654,10813
55017,CHIPPEWA,2019,SUPREME COURT,SCATTERING,SCATTERING,0,10813
55017,CHIPPEWA,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,8316,16389
55017,CHIPPEWA,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,8061,16389
55017,CHIPPEWA,2020,SUPREME COURT,SCATTERING,SCATTERING,12,16389
55017,CHIPPEWA,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,9657,18050
55017,CHIPPEWA,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,8363,18050
55017,CHIPPEWA,2023,SUPREME COURT,SCATTERING,SCATTERING,30,18050
55017,CHIPPEWA,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,14036,25634
55017,CHIPPEWA,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,11580,25634
55017,CHIPPEWA,2025,SUPREME COURT,SCATTERING,SCATTERING,18,25634
55019,CLARK,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,4215,6226
55019,CLARK,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,1999,6226
55019,CLARK,2000,SUPREME COURT,SCATTERING,SCATTERING,12,6226
55019,CLARK,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",4884,4887
55019,CLARK,2001,SUPREME COURT,SCATTERING,SCATTERING,3,4887
55019,CLARK,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2886,6322
55019,CLARK,2003,SUPREME COURT,LIBERAL,ED BRUNNER,3430,6322
55019,CLARK,2003,SUPREME COURT,SCATTERING,SCATTERING,6,6322
55019,CLARK,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,5703,5710
55019,CLARK,2005,SUPREME COURT,SCATTERING,SCATTERING,7,5710
55019,CLARK,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,4710,4724
55019,CLARK,2006,SUPREME COURT,SCATTERING,SCATTERING,14,4724
55019,CLARK,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,4009,6337
55019,CLARK,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,2309,6337
55019,CLARK,2007,SUPREME COURT,SCATTERING,SCATTERING,19,6337
55019,CLARK,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2978,4992
55019,CLARK,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1999,4992
55019,CLARK,2008,SUPREME COURT,SCATTERING,SCATTERING,15,4992
55019,CLARK,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,2543,6016
55019,CLARK,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,3469,6016
55019,CLARK,2009,SUPREME COURT,SCATTERING,SCATTERING,4,6016
55019,CLARK,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",4321,7389
55019,CLARK,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3063,7389
55019,CLARK,2011,SUPREME COURT,SCATTERING,SCATTERING,5,7389
55019,CLARK,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,3577,5458
55019,CLARK,2013,SUPREME COURT,LIBERAL,ED FALLONE,1878,5458
55019,CLARK,2013,SUPREME COURT,SCATTERING,SCATTERING,3,5458
55019,CLARK,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1965,4674
55019,CLARK,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,2709,4674
55019,CLARK,2015,SUPREME COURT,SCATTERING,SCATTERING,0,4674
55019,CLARK,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,5635,9274
55019,CLARK,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3639,9274
55019,CLARK,2016,SUPREME COURT,SCATTERING,SCATTERING,0,9274
55019,CLARK,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,3169,3182
55019,CLARK,2017,SUPREME COURT,SCATTERING,SCATTERING,13,3182
55019,CLARK,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,2911,5163
55019,CLARK,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,2248,5163
55019,CLARK,2018,SUPREME COURT,SCATTERING,SCATTERING,4,5163
55019,CLARK,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,3596,5603
55019,CLARK,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,2007,5603
55019,CLARK,2019,SUPREME COURT,SCATTERING,SCATTERING,0,5603
55019,CLARK,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,4211,7046
55019,CLARK,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,2835,7046
55019,CLARK,2020,SUPREME COURT,SCATTERING,SCATTERING,0,7046
55019,CLARK,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,5343,8471
55019,CLARK,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,3110,8471
55019,CLARK,2023,SUPREME COURT,SCATTERING,SCATTERING,18,8471
55019,CLARK,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,6639,10462
55019,CLARK,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,3815,10462
55019,CLARK,2025,SUPREME COURT,SCATTERING,SCATTERING,8,10462
55021,COLUMBIA,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,4329,6881
55021,COLUMBIA,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,2549,6881
55021,COLUMBIA,2000,SUPREME COURT,SCATTERING,SCATTERING,3,6881
55021,COLUMBIA,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",6378,6391
55021,COLUMBIA,2001,SUPREME COURT,SCATTERING,SCATTERING,13,6391
55021,COLUMBIA,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,5108,9331
55021,COLUMBIA,2003,SUPREME COURT,LIBERAL,ED BRUNNER,4217,9331
55021,COLUMBIA,2003,SUPREME COURT,SCATTERING,SCATTERING,6,9331
55021,COLUMBIA,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,5791,5805
55021,COLUMBIA,2005,SUPREME COURT,SCATTERING,SCATTERING,14,5805
55021,COLUMBIA,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,5070,5085
55021,COLUMBIA,2006,SUPREME COURT,SCATTERING,SCATTERING,15,5085
55021,COLUMBIA,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,6520,11127
55021,COLUMBIA,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,4572,11127
55021,COLUMBIA,2007,SUPREME COURT,SCATTERING,SCATTERING,35,11127
55021,COLUMBIA,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,3840,8131
55021,COLUMBIA,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,4274,8131
55021,COLUMBIA,2008,SUPREME COURT,SCATTERING,SCATTERING,17,8131
55021,COLUMBIA,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,3293,8322
55021,COLUMBIA,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,5025,8322
55021,COLUMBIA,2009,SUPREME COURT,SCATTERING,SCATTERING,4,8322
55021,COLUMBIA,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",7306,16282
55021,COLUMBIA,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,8963,16282
55021,COLUMBIA,2011,SUPREME COURT,SCATTERING,SCATTERING,13,16282
55021,COLUMBIA,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,5688,11098
55021,COLUMBIA,2013,SUPREME COURT,LIBERAL,ED FALLONE,5397,11098
55021,COLUMBIA,2013,SUPREME COURT,SCATTERING,SCATTERING,13,11098
55021,COLUMBIA,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,3898,9660
55021,COLUMBIA,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,5756,9660
55021,COLUMBIA,2015,SUPREME COURT,SCATTERING,SCATTERING,6,9660
55021,COLUMBIA,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,9784,20459
55021,COLUMBIA,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,10633,20459
55021,COLUMBIA,2016,SUPREME COURT,SCATTERING,SCATTERING,42,20459
55021,COLUMBIA,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,4852,5024
55021,COLUMBIA,2017,SUPREME COURT,SCATTERING,SCATTERING,172,5024
55021,COLUMBIA,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,4889,11174
55021,COLUMBIA,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,6271,11174
55021,COLUMBIA,2018,SUPREME COURT,SCATTERING,SCATTERING,14,11174
55021,COLUMBIA,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,5801,12609
55021,COLUMBIA,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,6794,12609
55021,COLUMBIA,2019,SUPREME COURT,SCATTERING,SCATTERING,14,12609
55021,COLUMBIA,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,7232,16873
55021,COLUMBIA,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,9625,16873
55021,COLUMBIA,2020,SUPREME COURT,SCATTERING,SCATTERING,16,16873
55021,COLUMBIA,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,8884,19798
55021,COLUMBIA,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,10884,19798
55021,COLUMBIA,2023,SUPREME COURT,SCATTERING,SCATTERING,30,19798
55021,COLUMBIA,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,11091,24355
55021,COLUMBIA,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,13248,24355
55021,COLUMBIA,2025,SUPREME COURT,SCATTERING,SCATTERING,16,24355
55023,CRAWFORD,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,1619,2588
55023,CRAWFORD,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,968,2588
55023,CRAWFORD,2000,SUPREME COURT,SCATTERING,SCATTERING,1,2588
55023,CRAWFORD,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",2186,2188
55023,CRAWFORD,2001,SUPREME COURT,SCATTERING,SCATTERING,2,2188
55023,CRAWFORD,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2055,3528
55023,CRAWFORD,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1473,3528
55023,CRAWFORD,2003,SUPREME COURT,SCATTERING,SCATTERING,0,3528
55023,CRAWFORD,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,1781,1782
55023,CRAWFORD,2005,SUPREME COURT,SCATTERING,SCATTERING,1,1782
55023,CRAWFORD,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,1385,1389
55023,CRAWFORD,2006,SUPREME COURT,SCATTERING,SCATTERING,4,1389
55023,CRAWFORD,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,1028,2060
55023,CRAWFORD,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1032,2060
55023,CRAWFORD,2007,SUPREME COURT,SCATTERING,SCATTERING,0,2060
55023,CRAWFORD,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1541,2923
55023,CRAWFORD,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1380,2923
55023,CRAWFORD,2008,SUPREME COURT,SCATTERING,SCATTERING,2,2923
55023,CRAWFORD,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1088,2827
55023,CRAWFORD,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,1738,2827
55023,CRAWFORD,2009,SUPREME COURT,SCATTERING,SCATTERING,1,2827
55023,CRAWFORD,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",1687,4118
55023,CRAWFORD,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2431,4118
55023,CRAWFORD,2011,SUPREME COURT,SCATTERING,SCATTERING,0,4118
55023,CRAWFORD,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1476,2705
55023,CRAWFORD,2013,SUPREME COURT,LIBERAL,ED FALLONE,1229,2705
55023,CRAWFORD,2013,SUPREME COURT,SCATTERING,SCATTERING,0,2705
55023,CRAWFORD,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,695,2264
55023,CRAWFORD,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,1569,2264
55023,CRAWFORD,2015,SUPREME COURT,SCATTERING,SCATTERING,0,2264
55023,CRAWFORD,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,2455,5238
55023,CRAWFORD,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2782,5238
55023,CRAWFORD,2016,SUPREME COURT,SCATTERING,SCATTERING,1,5238
55023,CRAWFORD,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,1355,1391
55023,CRAWFORD,2017,SUPREME COURT,SCATTERING,SCATTERING,36,1391
55023,CRAWFORD,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1143,2750
55023,CRAWFORD,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,1603,2750
55023,CRAWFORD,2018,SUPREME COURT,SCATTERING,SCATTERING,4,2750
55023,CRAWFORD,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,1343,2985
55023,CRAWFORD,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,1642,2985
55023,CRAWFORD,2019,SUPREME COURT,SCATTERING,SCATTERING,0,2985
55023,CRAWFORD,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1741,4119
55023,CRAWFORD,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,2378,4119
55023,CRAWFORD,2020,SUPREME COURT,SCATTERING,SCATTERING,0,4119
55023,CRAWFORD,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2099,4575
55023,CRAWFORD,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,2471,4575
55023,CRAWFORD,2023,SUPREME COURT,SCATTERING,SCATTERING,5,4575
55023,CRAWFORD,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,3191,6549
55023,CRAWFORD,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,3354,6549
55023,CRAWFORD,2025,SUPREME COURT,SCATTERING,SCATTERING,4,6549
55025,DANE,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,35404,69101
55025,DANE,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,33648,69101
55025,DANE,2000,SUPREME COURT,SCATTERING,SCATTERING,49,69101
55025,DANE,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",53584,54113
55025,DANE,2001,SUPREME COURT,SCATTERING,SCATTERING,529,54113
55025,DANE,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,41229,93144
55025,DANE,2003,SUPREME COURT,LIBERAL,ED BRUNNER,51768,93144
55025,DANE,2003,SUPREME COURT,SCATTERING,SCATTERING,147,93144
