county,municipality,ctv,reporting_unit,votes,candidate,party,year,total_votes
Adams,New Chester,Town,Wards 1 & 2,0,Scattering,Scattering,2008,86
Adams,New Haven,Town,Ward 1,39,Mike Gableman,Conservative,2008,79
Adams,New Haven,Town,Ward 1,40,Louis Butler,Liberal,2008,79
Adams,New Haven,Town,Ward 1,0,Scattering,Scattering,2008,79
Adams,Preston,Town,Wards 1 - 3,77,Mike Gableman,Conservative,2008,149
Adams,Preston,Town,Wards 1 - 3,72,Louis Butler,Liberal,2008,149
Adams,Preston,Town,Wards 1 - 3,0,Scattering,Scattering,2008,149
Adams,Quincy,Town,Wards 1 & 2,68,Mike Gableman,Conservative,2008,123
Adams,Quincy,Town,Wards 1 & 2,55,Louis Butler,Liberal,2008,123
Adams,Quincy,Town,Wards 1 & 2,0,Scattering,Scattering,2008,123
Adams,Richfield,Town,Ward 1,10,Mike Gableman,Conservative,2008,20
Adams,Richfield,Town,Ward 1,10,Louis Butler,Liberal,2008,20
Adams,Richfield,Town,Ward 1,0,Scattering,Scattering,2008,20
Adams,Rome,Town,Wards 1 - 5,431,Mike Gableman,Conservative,2008,815
Adams,Rome,Town,Wards 1 - 5,384,Louis Butler,Liberal,2008,815
Adams,Rome,Town,Wards 1 - 5,0,Scattering,Scattering,2008,815
Adams,Springville,Town,Wards 1 & 2,58,Mike Gableman,Conservative,2008,95
Adams,Springville,Town,Wards 1 & 2,37,Louis Butler,Liberal,2008,95
Adams,Springville,Town,Wards 1 & 2,0,Scattering,Scattering,2008,95
Adams,Strongs Prairie,Town,Wards 1 & 2,69,Mike Gableman,Conservative,2008,117
Adams,Strongs Prairie,Town,Wards 1 & 2,48,Louis Butler,Liberal,2008,117
Adams,Strongs Prairie,Town,Wards 1 & 2,0,Scattering,Scattering,2008,117
Adams,Friendship,Village,Ward 1,39,Mike Gableman,Conservative,2008,88
Adams,Friendship,Village,Ward 1,49,Louis Butler,Liberal,2008,88
Adams,Friendship,Village,Ward 1,0,Scattering,Scattering,2008,88
Adams,Adams,City,Wards 1 - 5,68,Mike Gableman,Conservative,2008,165
Adams,Adams,City,Wards 1 - 5,97,Louis Butler,Liberal,2008,165
Adams,Adams,City,Wards 1 - 5,0,Scattering,Scattering,2008,165
Adams,Wisconsin Dells,City,Ward 5,2,Mike Gableman,Conservative,2008,3
Adams,Wisconsin Dells,City,Ward 5,1,Louis Butler,Liberal,2008,3
Adams,Wisconsin Dells,City,Ward 5,0,Scattering,Scattering,2008,3
Ashland,Agenda,Town,Ward 1,58,Mike Gableman,Conservative,2008,76
Ashland,Agenda,Town,Ward 1,18,Louis Butler,Liberal,2008,76
Ashland,Agenda,Town,Ward 1,0,Scattering,Scattering,2008,76
Ashland,Ashland,Town,Ward 1,43,Mike Gableman,Conservative,2008,115
Ashland,Ashland,Town,Ward 1,72,Louis Butler,Liberal,2008,115
Ashland,Ashland,Town,Ward 1,0,Scattering,Scattering,2008,115
Ashland,Chippewa,Town,Ward 1,46,Mike Gableman,Conservative,2008,66
Ashland,Chippewa,Town,Ward 1,20,Louis Butler,Liberal,2008,66
Ashland,Chippewa,Town,Ward 1,0,Scattering,Scattering,2008,66
Ashland,Gingles,Town,Ward 1,56,Mike Gableman,Conservative,2008,102
Ashland,Gingles,Town,Ward 1,46,Louis Butler,Liberal,2008,102
Ashland,Gingles,Town,Ward 1,0,Scattering,Scattering,2008,102
Ashland,Gingles,Town,Ward 2,0,Mike Gableman,Conservative,2008,0
Ashland,Gingles,Town,Ward 2,0,Louis Butler,Liberal,2008,0
Ashland,Gingles,Town,Ward 2,0,Scattering,Scattering,2008,0
Ashland,Gordon,Town,Ward 1,21,Mike Gableman,Conservative,2008,34
Ashland,Gordon,Town,Ward 1,13,Louis Butler,Liberal,2008,34
Ashland,Gordon,Town,Ward 1,0,Scattering,Scattering,2008,34
Ashland,Jacobs,Town,Ward 1,79,Mike Gableman,Conservative,2008,130
Ashland,Jacobs,Town,Ward 1,51,Louis Butler,Liberal,2008,130
Ashland,Jacobs,Town,Ward 1,0,Scattering,Scattering,2008,130
Ashland,La Pointe,Town,Ward 1,48,Mike Gableman,Conservative,2008,159
Ashland,La Pointe,Town,Ward 1,110,Louis Butler,Liberal,2008,159
Ashland,La Pointe,Town,Ward 1,1,Scattering,Scattering,2008,159
Ashland,Marengo,Town,Ward 1,9,Mike Gableman,Conservative,2008,43
Ashland,Marengo,Town,Ward 1,34,Louis Butler,Liberal,2008,43
Ashland,Marengo,Town,Ward 1,0,Scattering,Scattering,2008,43
Ashland,Marengo,Town,Ward 2,1,Mike Gableman,Conservative,2008,7
Ashland,Marengo,Town,Ward 2,6,Louis Butler,Liberal,2008,7
Ashland,Marengo,Town,Ward 2,0,Scattering,Scattering,2008,7
Ashland,Morse,Town,Ward 1,40,Mike Gableman,Conservative,2008,75
Ashland,Morse,Town,Ward 1,35,Louis Butler,Liberal,2008,75
Ashland,Morse,Town,Ward 1,0,Scattering,Scattering,2008,75
Ashland,Morse,Town,Ward 2,42,Mike Gableman,Conservative,2008,79
Ashland,Morse,Town,Ward 2,37,Louis Butler,Liberal,2008,79
Ashland,Morse,Town,Ward 2,0,Scattering,Scattering,2008,79
Ashland,Peeksville,Town,Ward 1,19,Mike Gableman,Conservative,2008,30
Ashland,Peeksville,Town,Ward 1,11,Louis Butler,Liberal,2008,30
Ashland,Peeksville,Town,Ward 1,0,Scattering,Scattering,2008,30
Ashland,Sanborn,Town,Ward 1,3,Mike Gableman,Conservative,2008,21
Ashland,Sanborn,Town,Ward 1,16,Louis Butler,Liberal,2008,21
Ashland,Sanborn,Town,Ward 1,2,Scattering,Scattering,2008,21
Ashland,Sanborn,Town,Ward 2,4,Mike Gableman,Conservative,2008,14
Ashland,Sanborn,Town,Ward 2,9,Louis Butler,Liberal,2008,14
Ashland,Sanborn,Town,Ward 2,1,Scattering,Scattering,2008,14
Ashland,Shanagolden,Town,Ward 1,9,Mike Gableman,Conservative,2008,24
Ashland,Shanagolden,Town,Ward 1,15,Louis Butler,Liberal,2008,24
Ashland,Shanagolden,Town,Ward 1,0,Scattering,Scattering,2008,24
Ashland,White River,Town,Ward 1,39,Mike Gableman,Conservative,2008,62
Ashland,White River,Town,Ward 1,23,Louis Butler,Liberal,2008,62
Ashland,White River,Town,Ward 1,0,Scattering,Scattering,2008,62
Ashland,White River,Town,Ward 2,12,Mike Gableman,Conservative,2008,22
Ashland,White River,Town,Ward 2,10,Louis Butler,Liberal,2008,22
Ashland,White River,Town,Ward 2,0,Scattering,Scattering,2008,22
Ashland,White River,Town,Ward 3,15,Mike Gableman,Conservative,2008,20
Ashland,White River,Town,Ward 3,5,Louis Butler,Liberal,2008,20
Ashland,White River,Town,Ward 3,0,Scattering,Scattering,2008,20
Ashland,Butternut,Village,Ward 1,23,Mike Gableman,Conservative,2008,45
Ashland,Butternut,Village,Ward 1,22,Louis Butler,Liberal,2008,45
Ashland,Butternut,Village,Ward 1,0,Scattering,Scattering,2008,45
Ashland,Butternut,Village,Ward 2,5,Mike Gableman,Conservative,2008,21
Ashland,Butternut,Village,Ward 2,16,Louis Butler,Liberal,2008,21
Ashland,Butternut,Village,Ward 2,0,Scattering,Scattering,2008,21
Ashland,Ashland,City,Ward 1,115,Mike Gableman,Conservative,2008,214
Ashland,Ashland,City,Ward 1,98,Louis Butler,Liberal,2008,214
Ashland,Ashland,City,Ward 1,1,Scattering,Scattering,2008,214
Ashland,Ashland,City,Ward 2,34,Mike Gableman,Conservative,2008,66
Ashland,Ashland,City,Ward 2,31,Louis Butler,Liberal,2008,66
Ashland,Ashland,City,Ward 2,1,Scattering,Scattering,2008,66
Ashland,Ashland,City,Ward 3,51,Mike Gableman,Conservative,2008,92
Ashland,Ashland,City,Ward 3,40,Louis Butler,Liberal,2008,92
Ashland,Ashland,City,Ward 3,1,Scattering,Scattering,2008,92
Ashland,Ashland,City,Ward 4,74,Mike Gableman,Conservative,2008,156
Ashland,Ashland,City,Ward 4,82,Louis Butler,Liberal,2008,156
Ashland,Ashland,City,Ward 4,0,Scattering,Scattering,2008,156
Ashland,Ashland,City,Ward 5,58,Mike Gableman,Conservative,2008,174
Ashland,Ashland,City,Ward 5,115,Louis Butler,Liberal,2008,174
Ashland,Ashland,City,Ward 5,1,Scattering,Scattering,2008,174
Ashland,Ashland,City,Ward 6,21,Mike Gableman,Conservative,2008,59
Ashland,Ashland,City,Ward 6,38,Louis Butler,Liberal,2008,59
Ashland,Ashland,City,Ward 6,0,Scattering,Scattering,2008,59
Ashland,Ashland,City,Ward 7,27,Mike Gableman,Conservative,2008,86
Ashland,Ashland,City,Ward 7,58,Louis Butler,Liberal,2008,86
Ashland,Ashland,City,Ward 7,1,Scattering,Scattering,2008,86
Ashland,Ashland,City,Ward 8,27,Mike Gableman,Conservative,2008,64
Ashland,Ashland,City,Ward 8,37,Louis Butler,Liberal,2008,64
Ashland,Ashland,City,Ward 8,0,Scattering,Scattering,2008,64
Ashland,Ashland,City,Ward 9,24,Mike Gableman,Conservative,2008,70
Ashland,Ashland,City,Ward 9,45,Louis Butler,Liberal,2008,70
Ashland,Ashland,City,Ward 9,1,Scattering,Scattering,2008,70
Ashland,Ashland,City,Ward 10,39,Mike Gableman,Conservative,2008,67
Ashland,Ashland,City,Ward 10,28,Louis Butler,Liberal,2008,67
Ashland,Ashland,City,Ward 10,0,Scattering,Scattering,2008,67
Ashland,Ashland,City,Ward 11,44,Mike Gableman,Conservative,2008,95
Ashland,Ashland,City,Ward 11,51,Louis Butler,Liberal,2008,95
Ashland,Ashland,City,Ward 11,0,Scattering,Scattering,2008,95
Ashland,Mellen,City,Ward 1,33,Mike Gableman,Conservative,2008,77
Ashland,Mellen,City,Ward 1,44,Louis Butler,Liberal,2008,77
Ashland,Mellen,City,Ward 1,0,Scattering,Scattering,2008,77
Ashland,Mellen,City,Ward 2,27,Mike Gableman,Conservative,2008,56
Ashland,Mellen,City,Ward 2,29,Louis Butler,Liberal,2008,56
Ashland,Mellen,City,Ward 2,0,Scattering,Scattering,2008,56
Ashland,Mellen,City,Ward 3,32,Mike Gableman,Conservative,2008,63
Ashland,Mellen,City,Ward 3,31,Louis Butler,Liberal,2008,63
Ashland,Mellen,City,Ward 3,0,Scattering,Scattering,2008,63
Barron,Almena,Town,Wards 1 - 3,53,Mike Gableman,Conservative,2008,99
Barron,Almena,Town,Wards 1 - 3,45,Louis Butler,Liberal,2008,99
Barron,Almena,Town,Wards 1 - 3,1,Scattering,Scattering,2008,99
Barron,Arland,Town,Ward 1,26,Mike Gableman,Conservative,2008,50
Barron,Arland,Town,Ward 1,24,Louis Butler,Liberal,2008,50
Barron,Arland,Town,Ward 1,0,Scattering,Scattering,2008,50
Barron,Barron,Town,Wards 1 & 2,90,Mike Gableman,Conservative,2008,129
Barron,Barron,Town,Wards 1 & 2,39,Louis Butler,Liberal,2008,129
Barron,Barron,Town,Wards 1 & 2,0,Scattering,Scattering,2008,129
Barron,Bear Lake,Town,Ward 1,92,Mike Gableman,Conservative,2008,144
Barron,Bear Lake,Town,Ward 1,52,Louis Butler,Liberal,2008,144
Barron,Bear Lake,Town,Ward 1,0,Scattering,Scattering,2008,144
Barron,Cedar Lake,Town,Ward 1,118,Mike Gableman,Conservative,2008,206
Barron,Cedar Lake,Town,Ward 1,87,Louis Butler,Liberal,2008,206
Barron,Cedar Lake,Town,Ward 1,1,Scattering,Scattering,2008,206
Barron,Chetek,Town,Wards 1 - 3,246,Mike Gableman,Conservative,2008,441
Barron,Chetek,Town,Wards 1 - 3,195,Louis Butler,Liberal,2008,441
Barron,Chetek,Town,Wards 1 - 3,0,Scattering,Scattering,2008,441
Barron,Clinton,Town,Wards 1 & 2,61,Mike Gableman,Conservative,2008,98
Barron,Clinton,Town,Wards 1 & 2,37,Louis Butler,Liberal,2008,98
Barron,Clinton,Town,Wards 1 & 2,0,Scattering,Scattering,2008,98
Barron,Crystal Lake,Town,Ward 1,142,Mike Gableman,Conservative,2008,220
Barron,Crystal Lake,Town,Ward 1,78,Louis Butler,Liberal,2008,220
Barron,Crystal Lake,Town,Ward 1,0,Scattering,Scattering,2008,220
Barron,Cumberland,Town,Ward 1,179,Mike Gableman,Conservative,2008,279
Barron,Cumberland,Town,Ward 1,99,Louis Butler,Liberal,2008,279
Barron,Cumberland,Town,Ward 1,1,Scattering,Scattering,2008,279
Barron,Dallas,Town,Wards 1 & 2,48,Mike Gableman,Conservative,2008,63
Barron,Dallas,Town,Wards 1 & 2,15,Louis Butler,Liberal,2008,63
Barron,Dallas,Town,Wards 1 & 2,0,Scattering,Scattering,2008,63
Barron,Dovre,Town,Ward 1,87,Mike Gableman,Conservative,2008,141
Barron,Dovre,Town,Ward 1,53,Louis Butler,Liberal,2008,141
Barron,Dovre,Town,Ward 1,1,Scattering,Scattering,2008,141
Barron,Doyle,Town,Ward 1,91,Mike Gableman,Conservative,2008,125
Barron,Doyle,Town,Ward 1,34,Louis Butler,Liberal,2008,125
Barron,Doyle,Town,Ward 1,0,Scattering,Scattering,2008,125
Barron,Lakeland,Town,Wards 1 & 2,171,Mike Gableman,Conservative,2008,299
Barron,Lakeland,Town,Wards 1 & 2,128,Louis Butler,Liberal,2008,299
Barron,Lakeland,Town,Wards 1 & 2,0,Scattering,Scattering,2008,299
Barron,Maple Grove,Town,Wards 1 - 3,73,Mike Gableman,Conservative,2008,108
Barron,Maple Grove,Town,Wards 1 - 3,35,Louis Butler,Liberal,2008,108
Barron,Maple Grove,Town,Wards 1 - 3,0,Scattering,Scattering,2008,108
Barron,Maple Plain,Town,Ward 1,137,Mike Gableman,Conservative,2008,228
Barron,Maple Plain,Town,Ward 1,91,Louis Butler,Liberal,2008,228
Barron,Maple Plain,Town,Ward 1,0,Scattering,Scattering,2008,228
Barron,Oak Grove,Town,Wards 1 & 2,142,Mike Gableman,Conservative,2008,239
Barron,Oak Grove,Town,Wards 1 & 2,97,Louis Butler,Liberal,2008,239
Barron,Oak Grove,Town,Wards 1 & 2,0,Scattering,Scattering,2008,239
Barron,Prairie Farm,Town,Wards 1 & 2,50,Mike Gableman,Conservative,2008,79
Barron,Prairie Farm,Town,Wards 1 & 2,29,Louis Butler,Liberal,2008,79
Barron,Prairie Farm,Town,Wards 1 & 2,0,Scattering,Scattering,2008,79
Barron,Prairie Lake,Town,Wards 1 & 2,163,Mike Gableman,Conservative,2008,289
Barron,Prairie Lake,Town,Wards 1 & 2,125,Louis Butler,Liberal,2008,289
Barron,Prairie Lake,Town,Wards 1 & 2,1,Scattering,Scattering,2008,289
Barron,Rice Lake,Town,Wards 1 - 4,434,Mike Gableman,Conservative,2008,778
Barron,Rice Lake,Town,Wards 1 - 4,344,Louis Butler,Liberal,2008,778
Barron,Rice Lake,Town,Wards 1 - 4,0,Scattering,Scattering,2008,778
Barron,Sioux Creek,Town,Ward 1,85,Mike Gableman,Conservative,2008,130
Barron,Sioux Creek,Town,Ward 1,45,Louis Butler,Liberal,2008,130
Barron,Sioux Creek,Town,Ward 1,0,Scattering,Scattering,2008,130
Barron,Stanfold,Town,Ward 1,74,Mike Gableman,Conservative,2008,125
Barron,Stanfold,Town,Ward 1,51,Louis Butler,Liberal,2008,125
Barron,Stanfold,Town,Ward 1,0,Scattering,Scattering,2008,125
Barron,Stanley,Town,Wards 1 - 3,219,Mike Gableman,Conservative,2008,382
Barron,Stanley,Town,Wards 1 - 3,162,Louis Butler,Liberal,2008,382
Barron,Stanley,Town,Wards 1 - 3,1,Scattering,Scattering,2008,382
Barron,Sumner,Town,Wards 1 & 2,60,Mike Gableman,Conservative,2008,98
Barron,Sumner,Town,Wards 1 & 2,38,Louis Butler,Liberal,2008,98
Barron,Sumner,Town,Wards 1 & 2,0,Scattering,Scattering,2008,98
Barron,Turtle Lake,Town,Ward 1,32,Mike Gableman,Conservative,2008,44
Barron,Turtle Lake,Town,Ward 1,12,Louis Butler,Liberal,2008,44
Barron,Turtle Lake,Town,Ward 1,0,Scattering,Scattering,2008,44
Barron,Vance Creek,Town,Ward 1,45,Mike Gableman,Conservative,2008,76
Barron,Vance Creek,Town,Ward 1,31,Louis Butler,Liberal,2008,76
Barron,Vance Creek,Town,Ward 1,0,Scattering,Scattering,2008,76
Barron,Almena,Village,Ward 1,41,Mike Gableman,Conservative,2008,56
Barron,Almena,Village,Ward 1,15,Louis Butler,Liberal,2008,56
Barron,Almena,Village,Ward 1,0,Scattering,Scattering,2008,56
Barron,Cameron,Village,Wards 1 & 2,106,Mike Gableman,Conservative,2008,167
Barron,Cameron,Village,Wards 1 & 2,61,Louis Butler,Liberal,2008,167
Barron,Cameron,Village,Wards 1 & 2,0,Scattering,Scattering,2008,167
Barron,Dallas,Village,Ward 1,27,Mike Gableman,Conservative,2008,44
Barron,Dallas,Village,Ward 1,17,Louis Butler,Liberal,2008,44
Barron,Dallas,Village,Ward 1,0,Scattering,Scattering,2008,44
Barron,Haugen,Village,Ward 1,68,Mike Gableman,Conservative,2008,112
Barron,Haugen,Village,Ward 1,44,Louis Butler,Liberal,2008,112
Barron,Haugen,Village,Ward 1,0,Scattering,Scattering,2008,112
Barron,New Auburn,Village,Ward 2,2,Mike Gableman,Conservative,2008,2
Barron,New Auburn,Village,Ward 2,0,Louis Butler,Liberal,2008,2
Barron,New Auburn,Village,Ward 2,0,Scattering,Scattering,2008,2
Barron,Prairie Farm,Village,Ward 1,27,Mike Gableman,Conservative,2008,46
Barron,Prairie Farm,Village,Ward 1,19,Louis Butler,Liberal,2008,46
Barron,Prairie Farm,Village,Ward 1,0,Scattering,Scattering,2008,46
Barron,Turtle Lake,Village,Ward 1,61,Mike Gableman,Conservative,2008,123
Barron,Turtle Lake,Village,Ward 1,62,Louis Butler,Liberal,2008,123
Barron,Turtle Lake,Village,Ward 1,0,Scattering,Scattering,2008,123
Barron,Barron,City,Wards 1 - 7,366,Mike Gableman,Conservative,2008,618
Barron,Barron,City,Wards 1 - 7,252,Louis Butler,Liberal,2008,618
Barron,Barron,City,Wards 1 - 7,0,Scattering,Scattering,2008,618
Barron,Chetek,City,Wards 1 - 4,338,Mike Gableman,Conservative,2008,580
Barron,Chetek,City,Wards 1 - 4,241,Louis Butler,Liberal,2008,580
Barron,Chetek,City,Wards 1 - 4,1,Scattering,Scattering,2008,580
Barron,Cumberland,City,Wards 1 - 5,345,Mike Gableman,Conservative,2008,649
Barron,Cumberland,City,Wards 1 - 5,303,Louis Butler,Liberal,2008,649
Barron,Cumberland,City,Wards 1 - 5,1,Scattering,Scattering,2008,649
Barron,Rice Lake,City,Wards 1 - 17,1025,Mike Gableman,Conservative,2008,1851
Barron,Rice Lake,City,Wards 1 - 17,819,Louis Butler,Liberal,2008,1851
Barron,Rice Lake,City,Wards 1 - 17,7,Scattering,Scattering,2008,1851
Bayfield,Barksdale,Town,Ward 1,160,Mike Gableman,Conservative,2008,306
Bayfield,Barksdale,Town,Ward 1,145,Louis Butler,Liberal,2008,306
Bayfield,Barksdale,Town,Ward 1,1,Scattering,Scattering,2008,306
Bayfield,Barnes,Town,Ward 1,73,Mike Gableman,Conservative,2008,151
Bayfield,Barnes,Town,Ward 1,78,Louis Butler,Liberal,2008,151
Bayfield,Barnes,Town,Ward 1,0,Scattering,Scattering,2008,151
Bayfield,Bayfield,Town,Ward 1,87,Mike Gableman,Conservative,2008,212
Bayfield,Bayfield,Town,Ward 1,125,Louis Butler,Liberal,2008,212
Bayfield,Bayfield,Town,Ward 1,0,Scattering,Scattering,2008,212
Bayfield,Bayview,Town,Ward 1,110,Mike Gableman,Conservative,2008,240
Bayfield,Bayview,Town,Ward 1,130,Louis Butler,Liberal,2008,240
Bayfield,Bayview,Town,Ward 1,0,Scattering,Scattering,2008,240
Bayfield,Bell,Town,Ward 1,44,Mike Gableman,Conservative,2008,106
Bayfield,Bell,Town,Ward 1,62,Louis Butler,Liberal,2008,106
Bayfield,Bell,Town,Ward 1,0,Scattering,Scattering,2008,106
Bayfield,Cable,Town,Ward 1,30,Mike Gableman,Conservative,2008,75
Bayfield,Cable,Town,Ward 1,45,Louis Butler,Liberal,2008,75
Bayfield,Cable,Town,Ward 1,0,Scattering,Scattering,2008,75
Bayfield,Clover,Town,Ward 1,47,Mike Gableman,Conservative,2008,87
Bayfield,Clover,Town,Ward 1,40,Louis Butler,Liberal,2008,87
Bayfield,Clover,Town,Ward 1,0,Scattering,Scattering,2008,87
Bayfield,Delta,Town,Ward 1,26,Mike Gableman,Conservative,2008,48
Bayfield,Delta,Town,Ward 1,21,Louis Butler,Liberal,2008,48
Bayfield,Delta,Town,Ward 1,1,Scattering,Scattering,2008,48
Bayfield,Drummond,Town,Ward 1,25,Mike Gableman,Conservative,2008,65
Bayfield,Drummond,Town,Ward 1,40,Louis Butler,Liberal,2008,65
Bayfield,Drummond,Town,Ward 1,0,Scattering,Scattering,2008,65
Bayfield,Eileen,Town,Wards 1 & 2,69,Mike Gableman,Conservative,2008,107
Bayfield,Eileen,Town,Wards 1 & 2,38,Louis Butler,Liberal,2008,107
Bayfield,Eileen,Town,Wards 1 & 2,0,Scattering,Scattering,2008,107
Bayfield,Grand View,Town,Ward 1,17,Mike Gableman,Conservative,2008,47
Bayfield,Grand View,Town,Ward 1,30,Louis Butler,Liberal,2008,47
Bayfield,Grand View,Town,Ward 1,0,Scattering,Scattering,2008,47
Bayfield,Hughes,Town,Ward 1,32,Mike Gableman,Conservative,2008,54
Bayfield,Hughes,Town,Ward 1,22,Louis Butler,Liberal,2008,54
Bayfield,Hughes,Town,Ward 1,0,Scattering,Scattering,2008,54
Bayfield,Iron River,Town,Wards 1 & 2,61,Mike Gableman,Conservative,2008,94
Bayfield,Iron River,Town,Wards 1 & 2,33,Louis Butler,Liberal,2008,94
Bayfield,Iron River,Town,Wards 1 & 2,0,Scattering,Scattering,2008,94
Bayfield,Kelly,Town,Ward 1,31,Mike Gableman,Conservative,2008,55
Bayfield,Kelly,Town,Ward 1,24,Louis Butler,Liberal,2008,55
Bayfield,Kelly,Town,Ward 1,0,Scattering,Scattering,2008,55
Bayfield,Keystone,Town,Ward 1,30,Mike Gableman,Conservative,2008,46
Bayfield,Keystone,Town,Ward 1,16,Louis Butler,Liberal,2008,46
Bayfield,Keystone,Town,Ward 1,0,Scattering,Scattering,2008,46
Bayfield,Lincoln,Town,Ward 1,23,Mike Gableman,Conservative,2008,48
Bayfield,Lincoln,Town,Ward 1,25,Louis Butler,Liberal,2008,48
Bayfield,Lincoln,Town,Ward 1,0,Scattering,Scattering,2008,48
Bayfield,Mason,Town,Ward 1,36,Mike Gableman,Conservative,2008,48
Bayfield,Mason,Town,Ward 1,12,Louis Butler,Liberal,2008,48
Bayfield,Mason,Town,Ward 1,0,Scattering,Scattering,2008,48
Bayfield,Namakagon,Town,Ward 1,27,Mike Gableman,Conservative,2008,43
Bayfield,Namakagon,Town,Ward 1,16,Louis Butler,Liberal,2008,43
Bayfield,Namakagon,Town,Ward 1,0,Scattering,Scattering,2008,43
Bayfield,Orienta,Town,Ward 1,19,Mike Gableman,Conservative,2008,37
Bayfield,Orienta,Town,Ward 1,18,Louis Butler,Liberal,2008,37
Bayfield,Orienta,Town,Ward 1,0,Scattering,Scattering,2008,37
Bayfield,Oulu,Town,Ward 1,51,Mike Gableman,Conservative,2008,77
Bayfield,Oulu,Town,Ward 1,26,Louis Butler,Liberal,2008,77
Bayfield,Oulu,Town,Ward 1,0,Scattering,Scattering,2008,77
Bayfield,Pilsen,Town,Ward 1,42,Mike Gableman,Conservative,2008,86
Bayfield,Pilsen,Town,Ward 1,44,Louis Butler,Liberal,2008,86
Bayfield,Pilsen,Town,Ward 1,0,Scattering,Scattering,2008,86
Bayfield,Port Wing,Town,Ward 1,50,Mike Gableman,Conservative,2008,114
Bayfield,Port Wing,Town,Ward 1,64,Louis Butler,Liberal,2008,114
Bayfield,Port Wing,Town,Ward 1,0,Scattering,Scattering,2008,114
Bayfield,Russell,Town,Wards 1 & 2,28,Mike Gableman,Conservative,2008,93
Bayfield,Russell,Town,Wards 1 & 2,65,Louis Butler,Liberal,2008,93
Bayfield,Russell,Town,Wards 1 & 2,0,Scattering,Scattering,2008,93
Bayfield,Tripp,Town,Ward 1,14,Mike Gableman,Conservative,2008,20
Bayfield,Tripp,Town,Ward 1,6,Louis Butler,Liberal,2008,20
Bayfield,Tripp,Town,Ward 1,0,Scattering,Scattering,2008,20
Bayfield,Washburn,Town,Ward 1,101,Mike Gableman,Conservative,2008,244
Bayfield,Washburn,Town,Ward 1,142,Louis Butler,Liberal,2008,244
Bayfield,Washburn,Town,Ward 1,1,Scattering,Scattering,2008,244
Bayfield,Mason,Village,Ward 1,2,Mike Gableman,Conservative,2008,8
Bayfield,Mason,Village,Ward 1,5,Louis Butler,Liberal,2008,8
Bayfield,Mason,Village,Ward 1,1,Scattering,Scattering,2008,8
Bayfield,Ashland,City,Ward 12,0,Mike Gableman,Conservative,2008,0
Bayfield,Ashland,City,Ward 12,0,Louis Butler,Liberal,2008,0
Bayfield,Ashland,City,Ward 12,0,Scattering,Scattering,2008,0
Bayfield,Bayfield,City,Wards 1 - 4,50,Mike Gableman,Conservative,2008,153
Bayfield,Bayfield,City,Wards 1 - 4,103,Louis Butler,Liberal,2008,153
Bayfield,Bayfield,City,Wards 1 - 4,0,Scattering,Scattering,2008,153
Bayfield,Washburn,City,Wards 1 - 4,304,Mike Gableman,Conservative,2008,818
Bayfield,Washburn,City,Wards 1 - 4,509,Louis Butler,Liberal,2008,818
