county,municipality,ctv,reporting_unit,votes,candidate,party,year,total_votes
Adams,Friendship,Village,Ward 1,26,Randy R Koschnick,Conservative,2009,102
Adams,Friendship,Village,Ward 1,76,Shirley S Abrahamson,Liberal,2009,102
Adams,Friendship,Village,Ward 1,0,Scattering,Scattering,2009,102
Adams,Adams,City,Wards 1 - 5,74,Randy R Koschnick,Conservative,2009,317
Adams,Adams,City,Wards 1 - 5,243,Shirley S Abrahamson,Liberal,2009,317
Adams,Adams,City,Wards 1 - 5,0,Scattering,Scattering,2009,317
Adams,Wisconsin Dells,City,Ward 5,1,Randy R Koschnick,Conservative,2009,1
Adams,Wisconsin Dells,City,Ward 5,0,Shirley S Abrahamson,Liberal,2009,1
Adams,Wisconsin Dells,City,Ward 5,0,Scattering,Scattering,2009,1
Ashland,Agenda,Town,Ward 1,34,Randy R Koschnick,Conservative,2009,58
Ashland,Agenda,Town,Ward 1,24,Shirley S Abrahamson,Liberal,2009,58
Ashland,Agenda,Town,Ward 1,0,Scattering,Scattering,2009,58
Ashland,Ashland,Town,Ward 1,40,Randy R Koschnick,Conservative,2009,120
Ashland,Ashland,Town,Ward 1,80,Shirley S Abrahamson,Liberal,2009,120
Ashland,Ashland,Town,Ward 1,0,Scattering,Scattering,2009,120
Ashland,Chippewa,Town,Ward 1,19,Randy R Koschnick,Conservative,2009,43
Ashland,Chippewa,Town,Ward 1,24,Shirley S Abrahamson,Liberal,2009,43
Ashland,Chippewa,Town,Ward 1,0,Scattering,Scattering,2009,43
Ashland,Gingles,Town,Wards 1 & 2,88,Randy R Koschnick,Conservative,2009,231
Ashland,Gingles,Town,Wards 1 & 2,143,Shirley S Abrahamson,Liberal,2009,231
Ashland,Gingles,Town,Wards 1 & 2,0,Scattering,Scattering,2009,231
Ashland,Gordon,Town,Ward 1,28,Randy R Koschnick,Conservative,2009,57
Ashland,Gordon,Town,Ward 1,29,Shirley S Abrahamson,Liberal,2009,57
Ashland,Gordon,Town,Ward 1,0,Scattering,Scattering,2009,57
Ashland,Jacobs,Town,Ward 1,68,Randy R Koschnick,Conservative,2009,151
Ashland,Jacobs,Town,Ward 1,83,Shirley S Abrahamson,Liberal,2009,151
Ashland,Jacobs,Town,Ward 1,0,Scattering,Scattering,2009,151
Ashland,La Pointe,Town,Ward 1,29,Randy R Koschnick,Conservative,2009,150
Ashland,La Pointe,Town,Ward 1,118,Shirley S Abrahamson,Liberal,2009,150
Ashland,La Pointe,Town,Ward 1,3,Scattering,Scattering,2009,150
Ashland,Marengo,Town,Wards 1 & 2,32,Randy R Koschnick,Conservative,2009,87
Ashland,Marengo,Town,Wards 1 & 2,55,Shirley S Abrahamson,Liberal,2009,87
Ashland,Marengo,Town,Wards 1 & 2,0,Scattering,Scattering,2009,87
Ashland,Morse,Town,Wards 1 & 2,30,Randy R Koschnick,Conservative,2009,84
Ashland,Morse,Town,Wards 1 & 2,54,Shirley S Abrahamson,Liberal,2009,84
Ashland,Morse,Town,Wards 1 & 2,0,Scattering,Scattering,2009,84
Ashland,Peeksville,Town,Ward 1,20,Randy R Koschnick,Conservative,2009,44
Ashland,Peeksville,Town,Ward 1,24,Shirley S Abrahamson,Liberal,2009,44
Ashland,Peeksville,Town,Ward 1,0,Scattering,Scattering,2009,44
Ashland,Sanborn,Town,Wards 1 & 2,20,Randy R Koschnick,Conservative,2009,97
Ashland,Sanborn,Town,Wards 1 & 2,75,Shirley S Abrahamson,Liberal,2009,97
Ashland,Sanborn,Town,Wards 1 & 2,2,Scattering,Scattering,2009,97
Ashland,Shanagolden,Town,Ward 1,16,Randy R Koschnick,Conservative,2009,38
Ashland,Shanagolden,Town,Ward 1,22,Shirley S Abrahamson,Liberal,2009,38
Ashland,Shanagolden,Town,Ward 1,0,Scattering,Scattering,2009,38
Ashland,White River,Town,Wards 1 - 3,103,Randy R Koschnick,Conservative,2009,217
Ashland,White River,Town,Wards 1 - 3,114,Shirley S Abrahamson,Liberal,2009,217
Ashland,White River,Town,Wards 1 - 3,0,Scattering,Scattering,2009,217
Ashland,Butternut,Village,Wards 1 & 2,9,Randy R Koschnick,Conservative,2009,39
Ashland,Butternut,Village,Wards 1 & 2,30,Shirley S Abrahamson,Liberal,2009,39
Ashland,Butternut,Village,Wards 1 & 2,0,Scattering,Scattering,2009,39
Ashland,Ashland,City,Ward 1,85,Randy R Koschnick,Conservative,2009,199
Ashland,Ashland,City,Ward 1,114,Shirley S Abrahamson,Liberal,2009,199
Ashland,Ashland,City,Ward 1,0,Scattering,Scattering,2009,199
Ashland,Ashland,City,Ward 2,40,Randy R Koschnick,Conservative,2009,126
Ashland,Ashland,City,Ward 2,85,Shirley S Abrahamson,Liberal,2009,126
Ashland,Ashland,City,Ward 2,1,Scattering,Scattering,2009,126
Ashland,Ashland,City,Ward 3,30,Randy R Koschnick,Conservative,2009,103
Ashland,Ashland,City,Ward 3,73,Shirley S Abrahamson,Liberal,2009,103
Ashland,Ashland,City,Ward 3,0,Scattering,Scattering,2009,103
Ashland,Ashland,City,Ward 4,63,Randy R Koschnick,Conservative,2009,192
Ashland,Ashland,City,Ward 4,129,Shirley S Abrahamson,Liberal,2009,192
Ashland,Ashland,City,Ward 4,0,Scattering,Scattering,2009,192
Ashland,Ashland,City,Ward 5,29,Randy R Koschnick,Conservative,2009,147
Ashland,Ashland,City,Ward 5,118,Shirley S Abrahamson,Liberal,2009,147
Ashland,Ashland,City,Ward 5,0,Scattering,Scattering,2009,147
Ashland,Ashland,City,Ward 6,44,Randy R Koschnick,Conservative,2009,149
Ashland,Ashland,City,Ward 6,104,Shirley S Abrahamson,Liberal,2009,149
Ashland,Ashland,City,Ward 6,1,Scattering,Scattering,2009,149
Ashland,Ashland,City,Ward 7,14,Randy R Koschnick,Conservative,2009,65
Ashland,Ashland,City,Ward 7,51,Shirley S Abrahamson,Liberal,2009,65
Ashland,Ashland,City,Ward 7,0,Scattering,Scattering,2009,65
Ashland,Ashland,City,Ward 8,54,Randy R Koschnick,Conservative,2009,138
Ashland,Ashland,City,Ward 8,84,Shirley S Abrahamson,Liberal,2009,138
Ashland,Ashland,City,Ward 8,0,Scattering,Scattering,2009,138
Ashland,Ashland,City,Ward 9,15,Randy R Koschnick,Conservative,2009,57
Ashland,Ashland,City,Ward 9,42,Shirley S Abrahamson,Liberal,2009,57
Ashland,Ashland,City,Ward 9,0,Scattering,Scattering,2009,57
Ashland,Ashland,City,Ward 10,30,Randy R Koschnick,Conservative,2009,86
Ashland,Ashland,City,Ward 10,56,Shirley S Abrahamson,Liberal,2009,86
Ashland,Ashland,City,Ward 10,0,Scattering,Scattering,2009,86
Ashland,Ashland,City,Ward 11,40,Randy R Koschnick,Conservative,2009,106
Ashland,Ashland,City,Ward 11,66,Shirley S Abrahamson,Liberal,2009,106
Ashland,Ashland,City,Ward 11,0,Scattering,Scattering,2009,106
Ashland,Mellen,City,Ward 1,36,Randy R Koschnick,Conservative,2009,104
Ashland,Mellen,City,Ward 1,68,Shirley S Abrahamson,Liberal,2009,104
Ashland,Mellen,City,Ward 1,0,Scattering,Scattering,2009,104
Ashland,Mellen,City,Ward 2,33,Randy R Koschnick,Conservative,2009,98
Ashland,Mellen,City,Ward 2,65,Shirley S Abrahamson,Liberal,2009,98
Ashland,Mellen,City,Ward 2,0,Scattering,Scattering,2009,98
Ashland,Mellen,City,Ward 3,24,Randy R Koschnick,Conservative,2009,78
Ashland,Mellen,City,Ward 3,54,Shirley S Abrahamson,Liberal,2009,78
Ashland,Mellen,City,Ward 3,0,Scattering,Scattering,2009,78
Barron,Almena,Town,Wards 1 - 3,21,Randy R Koschnick,Conservative,2009,56
Barron,Almena,Town,Wards 1 - 3,35,Shirley S Abrahamson,Liberal,2009,56
Barron,Almena,Town,Wards 1 - 3,0,Scattering,Scattering,2009,56
Barron,Arland,Town,Ward 1,56,Randy R Koschnick,Conservative,2009,163
Barron,Arland,Town,Ward 1,107,Shirley S Abrahamson,Liberal,2009,163
Barron,Arland,Town,Ward 1,0,Scattering,Scattering,2009,163
Barron,Barron,Town,Wards 1 & 2,50,Randy R Koschnick,Conservative,2009,73
Barron,Barron,Town,Wards 1 & 2,23,Shirley S Abrahamson,Liberal,2009,73
Barron,Barron,Town,Wards 1 & 2,0,Scattering,Scattering,2009,73
Barron,Bear Lake,Town,Ward 1,19,Randy R Koschnick,Conservative,2009,65
Barron,Bear Lake,Town,Ward 1,46,Shirley S Abrahamson,Liberal,2009,65
Barron,Bear Lake,Town,Ward 1,0,Scattering,Scattering,2009,65
Barron,Cedar Lake,Town,Ward 1,74,Randy R Koschnick,Conservative,2009,153
Barron,Cedar Lake,Town,Ward 1,79,Shirley S Abrahamson,Liberal,2009,153
Barron,Cedar Lake,Town,Ward 1,0,Scattering,Scattering,2009,153
Barron,Chetek,Town,Wards 1 - 3,80,Randy R Koschnick,Conservative,2009,136
Barron,Chetek,Town,Wards 1 - 3,56,Shirley S Abrahamson,Liberal,2009,136
Barron,Chetek,Town,Wards 1 - 3,0,Scattering,Scattering,2009,136
Barron,Clinton,Town,Wards 1 & 2,61,Randy R Koschnick,Conservative,2009,121
Barron,Clinton,Town,Wards 1 & 2,60,Shirley S Abrahamson,Liberal,2009,121
Barron,Clinton,Town,Wards 1 & 2,0,Scattering,Scattering,2009,121
Barron,Crystal Lake,Town,Ward 1,50,Randy R Koschnick,Conservative,2009,109
Barron,Crystal Lake,Town,Ward 1,59,Shirley S Abrahamson,Liberal,2009,109
Barron,Crystal Lake,Town,Ward 1,0,Scattering,Scattering,2009,109
Barron,Cumberland,Town,Ward 1,59,Randy R Koschnick,Conservative,2009,121
Barron,Cumberland,Town,Ward 1,62,Shirley S Abrahamson,Liberal,2009,121
Barron,Cumberland,Town,Ward 1,0,Scattering,Scattering,2009,121
Barron,Dallas,Town,Wards 1 & 2,38,Randy R Koschnick,Conservative,2009,70
Barron,Dallas,Town,Wards 1 & 2,32,Shirley S Abrahamson,Liberal,2009,70
Barron,Dallas,Town,Wards 1 & 2,0,Scattering,Scattering,2009,70
Barron,Dovre,Town,Ward 1,47,Randy R Koschnick,Conservative,2009,101
Barron,Dovre,Town,Ward 1,54,Shirley S Abrahamson,Liberal,2009,101
Barron,Dovre,Town,Ward 1,0,Scattering,Scattering,2009,101
Barron,Doyle,Town,Ward 1,29,Randy R Koschnick,Conservative,2009,54
Barron,Doyle,Town,Ward 1,25,Shirley S Abrahamson,Liberal,2009,54
Barron,Doyle,Town,Ward 1,0,Scattering,Scattering,2009,54
Barron,Lakeland,Town,Wards 1 & 2,83,Randy R Koschnick,Conservative,2009,201
Barron,Lakeland,Town,Wards 1 & 2,118,Shirley S Abrahamson,Liberal,2009,201
Barron,Lakeland,Town,Wards 1 & 2,0,Scattering,Scattering,2009,201
Barron,Maple Grove,Town,Wards 1 - 3,90,Randy R Koschnick,Conservative,2009,160
Barron,Maple Grove,Town,Wards 1 - 3,70,Shirley S Abrahamson,Liberal,2009,160
Barron,Maple Grove,Town,Wards 1 - 3,0,Scattering,Scattering,2009,160
Barron,Maple Plain,Town,Ward 1,37,Randy R Koschnick,Conservative,2009,68
Barron,Maple Plain,Town,Ward 1,31,Shirley S Abrahamson,Liberal,2009,68
Barron,Maple Plain,Town,Ward 1,0,Scattering,Scattering,2009,68
Barron,Oak Grove,Town,Wards 1 & 2,39,Randy R Koschnick,Conservative,2009,77
Barron,Oak Grove,Town,Wards 1 & 2,38,Shirley S Abrahamson,Liberal,2009,77
Barron,Oak Grove,Town,Wards 1 & 2,0,Scattering,Scattering,2009,77
Barron,Prairie Farm,Town,Wards 1 & 2,18,Randy R Koschnick,Conservative,2009,48
Barron,Prairie Farm,Town,Wards 1 & 2,30,Shirley S Abrahamson,Liberal,2009,48
Barron,Prairie Farm,Town,Wards 1 & 2,0,Scattering,Scattering,2009,48
Barron,Prairie Lake,Town,Wards 1 & 2,67,Randy R Koschnick,Conservative,2009,108
Barron,Prairie Lake,Town,Wards 1 & 2,41,Shirley S Abrahamson,Liberal,2009,108
Barron,Prairie Lake,Town,Wards 1 & 2,0,Scattering,Scattering,2009,108
Barron,Rice Lake,Town,Wards 1 - 4,125,Randy R Koschnick,Conservative,2009,227
Barron,Rice Lake,Town,Wards 1 - 4,102,Shirley S Abrahamson,Liberal,2009,227
Barron,Rice Lake,Town,Wards 1 - 4,0,Scattering,Scattering,2009,227
Barron,Sioux Creek,Town,Ward 1,40,Randy R Koschnick,Conservative,2009,64
Barron,Sioux Creek,Town,Ward 1,24,Shirley S Abrahamson,Liberal,2009,64
Barron,Sioux Creek,Town,Ward 1,0,Scattering,Scattering,2009,64
Barron,Stanfold,Town,Ward 1,55,Randy R Koschnick,Conservative,2009,98
Barron,Stanfold,Town,Ward 1,43,Shirley S Abrahamson,Liberal,2009,98
Barron,Stanfold,Town,Ward 1,0,Scattering,Scattering,2009,98
Barron,Stanley,Town,Wards 1 - 3,91,Randy R Koschnick,Conservative,2009,151
Barron,Stanley,Town,Wards 1 - 3,60,Shirley S Abrahamson,Liberal,2009,151
Barron,Stanley,Town,Wards 1 - 3,0,Scattering,Scattering,2009,151
Barron,Sumner,Town,Wards 1 & 2,18,Randy R Koschnick,Conservative,2009,41
Barron,Sumner,Town,Wards 1 & 2,23,Shirley S Abrahamson,Liberal,2009,41
Barron,Sumner,Town,Wards 1 & 2,0,Scattering,Scattering,2009,41
Barron,Turtle Lake,Town,Ward 1,18,Randy R Koschnick,Conservative,2009,40
Barron,Turtle Lake,Town,Ward 1,22,Shirley S Abrahamson,Liberal,2009,40
Barron,Turtle Lake,Town,Ward 1,0,Scattering,Scattering,2009,40
Barron,Vance Creek,Town,Ward 1,28,Randy R Koschnick,Conservative,2009,73
Barron,Vance Creek,Town,Ward 1,45,Shirley S Abrahamson,Liberal,2009,73
Barron,Vance Creek,Town,Ward 1,0,Scattering,Scattering,2009,73
Barron,Almena,Village,Ward 1,32,Randy R Koschnick,Conservative,2009,76
Barron,Almena,Village,Ward 1,44,Shirley S Abrahamson,Liberal,2009,76
Barron,Almena,Village,Ward 1,0,Scattering,Scattering,2009,76
Barron,Cameron,Village,Wards 1 & 2,55,Randy R Koschnick,Conservative,2009,121
Barron,Cameron,Village,Wards 1 & 2,66,Shirley S Abrahamson,Liberal,2009,121
Barron,Cameron,Village,Wards 1 & 2,0,Scattering,Scattering,2009,121
Barron,Dallas,Village,Ward 1,36,Randy R Koschnick,Conservative,2009,73
Barron,Dallas,Village,Ward 1,37,Shirley S Abrahamson,Liberal,2009,73
Barron,Dallas,Village,Ward 1,0,Scattering,Scattering,2009,73
Barron,Haugen,Village,Ward 1,47,Randy R Koschnick,Conservative,2009,109
Barron,Haugen,Village,Ward 1,62,Shirley S Abrahamson,Liberal,2009,109
Barron,Haugen,Village,Ward 1,0,Scattering,Scattering,2009,109
Barron,New Auburn,Village,Ward 2,0,Randy R Koschnick,Conservative,2009,2
Barron,New Auburn,Village,Ward 2,2,Shirley S Abrahamson,Liberal,2009,2
Barron,New Auburn,Village,Ward 2,0,Scattering,Scattering,2009,2
Barron,Prairie Farm,Village,Ward 1,16,Randy R Koschnick,Conservative,2009,45
Barron,Prairie Farm,Village,Ward 1,29,Shirley S Abrahamson,Liberal,2009,45
Barron,Prairie Farm,Village,Ward 1,0,Scattering,Scattering,2009,45
Barron,Turtle Lake,Village,Ward 1,30,Randy R Koschnick,Conservative,2009,75
Barron,Turtle Lake,Village,Ward 1,45,Shirley S Abrahamson,Liberal,2009,75
Barron,Turtle Lake,Village,Ward 1,0,Scattering,Scattering,2009,75
Barron,Barron,City,Wards 1 - 7,112,Randy R Koschnick,Conservative,2009,282
Barron,Barron,City,Wards 1 - 7,170,Shirley S Abrahamson,Liberal,2009,282
Barron,Barron,City,Wards 1 - 7,0,Scattering,Scattering,2009,282
Barron,Chetek,City,Wards 1 - 4,91,Randy R Koschnick,Conservative,2009,188
Barron,Chetek,City,Wards 1 - 4,97,Shirley S Abrahamson,Liberal,2009,188
Barron,Chetek,City,Wards 1 - 4,0,Scattering,Scattering,2009,188
Barron,Cumberland,City,Wards 1 - 5,69,Randy R Koschnick,Conservative,2009,185
Barron,Cumberland,City,Wards 1 - 5,116,Shirley S Abrahamson,Liberal,2009,185
Barron,Cumberland,City,Wards 1 - 5,0,Scattering,Scattering,2009,185
Barron,Rice Lake,City,Wards 1 - 17,379,Randy R Koschnick,Conservative,2009,927
Barron,Rice Lake,City,Wards 1 - 17,547,Shirley S Abrahamson,Liberal,2009,927
Barron,Rice Lake,City,Wards 1 - 17,1,Scattering,Scattering,2009,927
Bayfield,Barksdale,Town,Ward 1,92,Randy R Koschnick,Conservative,2009,240
Bayfield,Barksdale,Town,Ward 1,148,Shirley S Abrahamson,Liberal,2009,240
Bayfield,Barksdale,Town,Ward 1,0,Scattering,Scattering,2009,240
Bayfield,Barnes,Town,Ward 1,123,Randy R Koschnick,Conservative,2009,358
Bayfield,Barnes,Town,Ward 1,235,Shirley S Abrahamson,Liberal,2009,358
Bayfield,Barnes,Town,Ward 1,0,Scattering,Scattering,2009,358
Bayfield,Bayfield,Town,Ward 1,60,Randy R Koschnick,Conservative,2009,231
Bayfield,Bayfield,Town,Ward 1,171,Shirley S Abrahamson,Liberal,2009,231
Bayfield,Bayfield,Town,Ward 1,0,Scattering,Scattering,2009,231
Bayfield,Bayview,Town,Ward 1,67,Randy R Koschnick,Conservative,2009,212
Bayfield,Bayview,Town,Ward 1,145,Shirley S Abrahamson,Liberal,2009,212
Bayfield,Bayview,Town,Ward 1,0,Scattering,Scattering,2009,212
Bayfield,Bell,Town,Ward 1,34,Randy R Koschnick,Conservative,2009,122
Bayfield,Bell,Town,Ward 1,88,Shirley S Abrahamson,Liberal,2009,122
Bayfield,Bell,Town,Ward 1,0,Scattering,Scattering,2009,122
Bayfield,Cable,Town,Ward 1,85,Randy R Koschnick,Conservative,2009,279
Bayfield,Cable,Town,Ward 1,194,Shirley S Abrahamson,Liberal,2009,279
Bayfield,Cable,Town,Ward 1,0,Scattering,Scattering,2009,279
Bayfield,Clover,Town,Ward 1,33,Randy R Koschnick,Conservative,2009,88
Bayfield,Clover,Town,Ward 1,55,Shirley S Abrahamson,Liberal,2009,88
Bayfield,Clover,Town,Ward 1,0,Scattering,Scattering,2009,88
Bayfield,Delta,Town,Ward 1,36,Randy R Koschnick,Conservative,2009,70
Bayfield,Delta,Town,Ward 1,34,Shirley S Abrahamson,Liberal,2009,70
Bayfield,Delta,Town,Ward 1,0,Scattering,Scattering,2009,70
Bayfield,Drummond,Town,Ward 1,48,Randy R Koschnick,Conservative,2009,200
Bayfield,Drummond,Town,Ward 1,152,Shirley S Abrahamson,Liberal,2009,200
Bayfield,Drummond,Town,Ward 1,0,Scattering,Scattering,2009,200
Bayfield,Eileen,Town,Wards 1 & 2,99,Randy R Koschnick,Conservative,2009,207
Bayfield,Eileen,Town,Wards 1 & 2,108,Shirley S Abrahamson,Liberal,2009,207
Bayfield,Eileen,Town,Wards 1 & 2,0,Scattering,Scattering,2009,207
Bayfield,Grand View,Town,Ward 1,35,Randy R Koschnick,Conservative,2009,121
Bayfield,Grand View,Town,Ward 1,85,Shirley S Abrahamson,Liberal,2009,121
Bayfield,Grand View,Town,Ward 1,1,Scattering,Scattering,2009,121
Bayfield,Hughes,Town,Ward 1,25,Randy R Koschnick,Conservative,2009,78
Bayfield,Hughes,Town,Ward 1,53,Shirley S Abrahamson,Liberal,2009,78
Bayfield,Hughes,Town,Ward 1,0,Scattering,Scattering,2009,78
Bayfield,Iron River,Town,Wards 1 & 2,92,Randy R Koschnick,Conservative,2009,284
Bayfield,Iron River,Town,Wards 1 & 2,191,Shirley S Abrahamson,Liberal,2009,284
Bayfield,Iron River,Town,Wards 1 & 2,1,Scattering,Scattering,2009,284
Bayfield,Kelly,Town,Ward 1,47,Randy R Koschnick,Conservative,2009,94
Bayfield,Kelly,Town,Ward 1,47,Shirley S Abrahamson,Liberal,2009,94
Bayfield,Kelly,Town,Ward 1,0,Scattering,Scattering,2009,94
Bayfield,Keystone,Town,Ward 1,23,Randy R Koschnick,Conservative,2009,63
Bayfield,Keystone,Town,Ward 1,40,Shirley S Abrahamson,Liberal,2009,63
Bayfield,Keystone,Town,Ward 1,0,Scattering,Scattering,2009,63
Bayfield,Lincoln,Town,Ward 1,53,Randy R Koschnick,Conservative,2009,135
Bayfield,Lincoln,Town,Ward 1,82,Shirley S Abrahamson,Liberal,2009,135
Bayfield,Lincoln,Town,Ward 1,0,Scattering,Scattering,2009,135
Bayfield,Mason,Town,Ward 1,39,Randy R Koschnick,Conservative,2009,64
Bayfield,Mason,Town,Ward 1,25,Shirley S Abrahamson,Liberal,2009,64
Bayfield,Mason,Town,Ward 1,0,Scattering,Scattering,2009,64
Bayfield,Namakagon,Town,Ward 1,55,Randy R Koschnick,Conservative,2009,126
Bayfield,Namakagon,Town,Ward 1,71,Shirley S Abrahamson,Liberal,2009,126
Bayfield,Namakagon,Town,Ward 1,0,Scattering,Scattering,2009,126
Bayfield,Orienta,Town,Ward 1,13,Randy R Koschnick,Conservative,2009,33
Bayfield,Orienta,Town,Ward 1,20,Shirley S Abrahamson,Liberal,2009,33
Bayfield,Orienta,Town,Ward 1,0,Scattering,Scattering,2009,33
Bayfield,Oulu,Town,Ward 1,34,Randy R Koschnick,Conservative,2009,84
Bayfield,Oulu,Town,Ward 1,50,Shirley S Abrahamson,Liberal,2009,84
Bayfield,Oulu,Town,Ward 1,0,Scattering,Scattering,2009,84
Bayfield,Pilsen,Town,Ward 1,35,Randy R Koschnick,Conservative,2009,95
Bayfield,Pilsen,Town,Ward 1,60,Shirley S Abrahamson,Liberal,2009,95
Bayfield,Pilsen,Town,Ward 1,0,Scattering,Scattering,2009,95
Bayfield,Port Wing,Town,Ward 1,30,Randy R Koschnick,Conservative,2009,104
Bayfield,Port Wing,Town,Ward 1,74,Shirley S Abrahamson,Liberal,2009,104
Bayfield,Port Wing,Town,Ward 1,0,Scattering,Scattering,2009,104
Bayfield,Russell,Town,Wards 1 & 2,36,Randy R Koschnick,Conservative,2009,206
Bayfield,Russell,Town,Wards 1 & 2,169,Shirley S Abrahamson,Liberal,2009,206
Bayfield,Russell,Town,Wards 1 & 2,1,Scattering,Scattering,2009,206
Bayfield,Tripp,Town,Ward 1,23,Randy R Koschnick,Conservative,2009,47
Bayfield,Tripp,Town,Ward 1,24,Shirley S Abrahamson,Liberal,2009,47
Bayfield,Tripp,Town,Ward 1,0,Scattering,Scattering,2009,47
Bayfield,Washburn,Town,Ward 1,56,Randy R Koschnick,Conservative,2009,192
Bayfield,Washburn,Town,Ward 1,136,Shirley S Abrahamson,Liberal,2009,192
Bayfield,Washburn,Town,Ward 1,0,Scattering,Scattering,2009,192
Bayfield,Mason,Village,Ward 1,10,Randy R Koschnick,Conservative,2009,19
Bayfield,Mason,Village,Ward 1,9,Shirley S Abrahamson,Liberal,2009,19
Bayfield,Mason,Village,Ward 1,0,Scattering,Scattering,2009,19
Bayfield,Ashland,City,Ward 12,0,Randy R Koschnick,Conservative,2009,0
Bayfield,Ashland,City,Ward 12,0,Shirley S Abrahamson,Liberal,2009,0
Bayfield,Ashland,City,Ward 12,0,Scattering,Scattering,2009,0
Bayfield,Bayfield,City,Ward 1,6,Randy R Koschnick,Conservative,2009,38
Bayfield,Bayfield,City,Ward 1,32,Shirley S Abrahamson,Liberal,2009,38
Bayfield,Bayfield,City,Ward 1,0,Scattering,Scattering,2009,38
Bayfield,Bayfield,City,Wards 2 & 4,17,Randy R Koschnick,Conservative,2009,70
