county,municipality,ctv,reporting_unit,votes,candidate,party,year,total_votes
Fond du Lac,Fond du Lac,City,Ward 20,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 20,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 21,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 21,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 21,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 22,3,Randy R Koschnick,Conservative,2009,7
Fond du Lac,Fond du Lac,City,Ward 22,4,Shirley S Abrahamson,Liberal,2009,7
Fond du Lac,Fond du Lac,City,Ward 22,0,Scattering,Scattering,2009,7
Fond du Lac,Fond du Lac,City,Ward 23,3,Randy R Koschnick,Conservative,2009,3
Fond du Lac,Fond du Lac,City,Ward 23,0,Shirley S Abrahamson,Liberal,2009,3
Fond du Lac,Fond du Lac,City,Ward 23,0,Scattering,Scattering,2009,3
Fond du Lac,Fond du Lac,City,Ward 24,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 24,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 24,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 25,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 25,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 25,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 26,4,Randy R Koschnick,Conservative,2009,4
Fond du Lac,Fond du Lac,City,Ward 26,0,Shirley S Abrahamson,Liberal,2009,4
Fond du Lac,Fond du Lac,City,Ward 26,0,Scattering,Scattering,2009,4
Fond du Lac,Fond du Lac,City,Ward 27,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 27,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 27,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 28,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 28,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 28,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 29,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 29,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 29,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 30,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 30,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 30,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 31,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 31,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 31,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 32,0,Randy R Koschnick,Conservative,2009,1
Fond du Lac,Fond du Lac,City,Ward 32,1,Shirley S Abrahamson,Liberal,2009,1
Fond du Lac,Fond du Lac,City,Ward 32,0,Scattering,Scattering,2009,1
Fond du Lac,Fond du Lac,City,Ward 33,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 33,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 33,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 34,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 34,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 34,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 35,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 35,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 35,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 36,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 36,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 36,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 37,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 37,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 37,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 38,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 38,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 38,0,Scattering,Scattering,2009,0
Fond du Lac,Fond du Lac,City,Ward 39,0,Randy R Koschnick,Conservative,2009,0
Fond du Lac,Fond du Lac,City,Ward 39,0,Shirley S Abrahamson,Liberal,2009,0
Fond du Lac,Fond du Lac,City,Ward 39,0,Scattering,Scattering,2009,0
Fond du Lac,Ripon,City,Wards 1 - 3,87,Randy R Koschnick,Conservative,2009,308
Fond du Lac,Ripon,City,Wards 1 - 3,221,Shirley S Abrahamson,Liberal,2009,308
Fond du Lac,Ripon,City,Wards 1 - 3,0,Scattering,Scattering,2009,308
Fond du Lac,Ripon,City,Wards 4 - 6,100,Randy R Koschnick,Conservative,2009,353
Fond du Lac,Ripon,City,Wards 4 - 6,252,Shirley S Abrahamson,Liberal,2009,353
Fond du Lac,Ripon,City,Wards 4 - 6,1,Scattering,Scattering,2009,353
Fond du Lac,Ripon,City,Wards 7 & 8,88,Randy R Koschnick,Conservative,2009,304
Fond du Lac,Ripon,City,Wards 7 & 8,216,Shirley S Abrahamson,Liberal,2009,304
Fond du Lac,Ripon,City,Wards 7 & 8,0,Scattering,Scattering,2009,304
Fond du Lac,Ripon,City,Wards 9 - 11,95,Randy R Koschnick,Conservative,2009,291
Fond du Lac,Ripon,City,Wards 9 - 11,196,Shirley S Abrahamson,Liberal,2009,291
Fond du Lac,Ripon,City,Wards 9 - 11,0,Scattering,Scattering,2009,291
Fond du Lac,Waupun,City,Wards 9 - 12,166,Randy R Koschnick,Conservative,2009,392
Fond du Lac,Waupun,City,Wards 9 - 12,226,Shirley S Abrahamson,Liberal,2009,392
Fond du Lac,Waupun,City,Wards 9 - 12,0,Scattering,Scattering,2009,392
Forest,Alvin,Town,Wards 1 & 2,7,Randy R Koschnick,Conservative,2009,36
Forest,Alvin,Town,Wards 1 & 2,29,Shirley S Abrahamson,Liberal,2009,36
Forest,Alvin,Town,Wards 1 & 2,0,Scattering,Scattering,2009,36
Forest,Argonne,Town,Wards 1 & 2,16,Randy R Koschnick,Conservative,2009,47
Forest,Argonne,Town,Wards 1 & 2,31,Shirley S Abrahamson,Liberal,2009,47
Forest,Argonne,Town,Wards 1 & 2,0,Scattering,Scattering,2009,47
Forest,Armstrong Creek,Town,Ward 1,34,Randy R Koschnick,Conservative,2009,117
Forest,Armstrong Creek,Town,Ward 1,83,Shirley S Abrahamson,Liberal,2009,117
Forest,Armstrong Creek,Town,Ward 1,0,Scattering,Scattering,2009,117
Forest,Blackwell,Town,Ward 1,16,Randy R Koschnick,Conservative,2009,24
Forest,Blackwell,Town,Ward 1,8,Shirley S Abrahamson,Liberal,2009,24
Forest,Blackwell,Town,Ward 1,0,Scattering,Scattering,2009,24
Forest,Caswell,Town,Ward 1,22,Randy R Koschnick,Conservative,2009,46
Forest,Caswell,Town,Ward 1,24,Shirley S Abrahamson,Liberal,2009,46
Forest,Caswell,Town,Ward 1,0,Scattering,Scattering,2009,46
Forest,Crandon,Town,Wards 1 & 2,23,Randy R Koschnick,Conservative,2009,60
Forest,Crandon,Town,Wards 1 & 2,37,Shirley S Abrahamson,Liberal,2009,60
Forest,Crandon,Town,Wards 1 & 2,0,Scattering,Scattering,2009,60
Forest,Freedom,Town,Ward 1,40,Randy R Koschnick,Conservative,2009,89
Forest,Freedom,Town,Ward 1,49,Shirley S Abrahamson,Liberal,2009,89
Forest,Freedom,Town,Ward 1,0,Scattering,Scattering,2009,89
Forest,Hiles,Town,Ward 1,43,Randy R Koschnick,Conservative,2009,115
Forest,Hiles,Town,Ward 1,72,Shirley S Abrahamson,Liberal,2009,115
Forest,Hiles,Town,Ward 1,0,Scattering,Scattering,2009,115
Forest,Laona,Town,Wards 1 - 3,58,Randy R Koschnick,Conservative,2009,156
Forest,Laona,Town,Wards 1 - 3,98,Shirley S Abrahamson,Liberal,2009,156
Forest,Laona,Town,Wards 1 - 3,0,Scattering,Scattering,2009,156
Forest,Lincoln,Town,Wards 1 - 3,71,Randy R Koschnick,Conservative,2009,157
Forest,Lincoln,Town,Wards 1 - 3,86,Shirley S Abrahamson,Liberal,2009,157
Forest,Lincoln,Town,Wards 1 - 3,0,Scattering,Scattering,2009,157
Forest,Nashville,Town,Ward 1,8,Randy R Koschnick,Conservative,2009,14
Forest,Nashville,Town,Ward 1,6,Shirley S Abrahamson,Liberal,2009,14
Forest,Nashville,Town,Ward 1,0,Scattering,Scattering,2009,14
Forest,Nashville,Town,Ward 2,40,Randy R Koschnick,Conservative,2009,95
Forest,Nashville,Town,Ward 2,55,Shirley S Abrahamson,Liberal,2009,95
Forest,Nashville,Town,Ward 2,0,Scattering,Scattering,2009,95
Forest,Nashville,Town,Ward 3,5,Randy R Koschnick,Conservative,2009,35
Forest,Nashville,Town,Ward 3,29,Shirley S Abrahamson,Liberal,2009,35
Forest,Nashville,Town,Ward 3,1,Scattering,Scattering,2009,35
Forest,Nashville,Town,Ward 4,0,Randy R Koschnick,Conservative,2009,0
Forest,Nashville,Town,Ward 4,0,Shirley S Abrahamson,Liberal,2009,0
Forest,Nashville,Town,Ward 4,0,Scattering,Scattering,2009,0
Forest,Popple River,Town,Ward 1,6,Randy R Koschnick,Conservative,2009,13
Forest,Popple River,Town,Ward 1,7,Shirley S Abrahamson,Liberal,2009,13
Forest,Popple River,Town,Ward 1,0,Scattering,Scattering,2009,13
Forest,Ross,Town,Ward 1,9,Randy R Koschnick,Conservative,2009,16
Forest,Ross,Town,Ward 1,7,Shirley S Abrahamson,Liberal,2009,16
Forest,Ross,Town,Ward 1,0,Scattering,Scattering,2009,16
Forest,Wabeno,Town,Wards 1 - 5,70,Randy R Koschnick,Conservative,2009,135
Forest,Wabeno,Town,Wards 1 - 5,65,Shirley S Abrahamson,Liberal,2009,135
Forest,Wabeno,Town,Wards 1 - 5,0,Scattering,Scattering,2009,135
Forest,Crandon,City,Wards 1 - 4,186,Randy R Koschnick,Conservative,2009,518
Forest,Crandon,City,Wards 1 - 4,332,Shirley S Abrahamson,Liberal,2009,518
Forest,Crandon,City,Wards 1 - 4,0,Scattering,Scattering,2009,518
Grant,Beetown,Town,Ward 1,54,Randy R Koschnick,Conservative,2009,121
Grant,Beetown,Town,Ward 1,67,Shirley S Abrahamson,Liberal,2009,121
Grant,Beetown,Town,Ward 1,0,Scattering,Scattering,2009,121
Grant,Bloomington,Town,Wards 1 & 2,37,Randy R Koschnick,Conservative,2009,63
Grant,Bloomington,Town,Wards 1 & 2,26,Shirley S Abrahamson,Liberal,2009,63
Grant,Bloomington,Town,Wards 1 & 2,0,Scattering,Scattering,2009,63
Grant,Boscobel,Town,Wards 1 & 2,30,Randy R Koschnick,Conservative,2009,66
Grant,Boscobel,Town,Wards 1 & 2,36,Shirley S Abrahamson,Liberal,2009,66
Grant,Boscobel,Town,Wards 1 & 2,0,Scattering,Scattering,2009,66
Grant,Cassville,Town,Wards 1 & 2,24,Randy R Koschnick,Conservative,2009,60
Grant,Cassville,Town,Wards 1 & 2,36,Shirley S Abrahamson,Liberal,2009,60
Grant,Cassville,Town,Wards 1 & 2,0,Scattering,Scattering,2009,60
Grant,Castle Rock,Town,Ward 1,30,Randy R Koschnick,Conservative,2009,66
Grant,Castle Rock,Town,Ward 1,36,Shirley S Abrahamson,Liberal,2009,66
Grant,Castle Rock,Town,Ward 1,0,Scattering,Scattering,2009,66
Grant,Clifton,Town,Ward 1,20,Randy R Koschnick,Conservative,2009,59
Grant,Clifton,Town,Ward 1,39,Shirley S Abrahamson,Liberal,2009,59
Grant,Clifton,Town,Ward 1,0,Scattering,Scattering,2009,59
Grant,Ellenboro,Town,Wards 1 & 2,103,Randy R Koschnick,Conservative,2009,183
Grant,Ellenboro,Town,Wards 1 & 2,80,Shirley S Abrahamson,Liberal,2009,183
Grant,Ellenboro,Town,Wards 1 & 2,0,Scattering,Scattering,2009,183
Grant,Fennimore,Town,Wards 1 & 2,35,Randy R Koschnick,Conservative,2009,79
Grant,Fennimore,Town,Wards 1 & 2,44,Shirley S Abrahamson,Liberal,2009,79
Grant,Fennimore,Town,Wards 1 & 2,0,Scattering,Scattering,2009,79
Grant,Glen Haven,Town,Ward 1,35,Randy R Koschnick,Conservative,2009,63
Grant,Glen Haven,Town,Ward 1,28,Shirley S Abrahamson,Liberal,2009,63
Grant,Glen Haven,Town,Ward 1,0,Scattering,Scattering,2009,63
Grant,Harrison,Town,Ward 1,48,Randy R Koschnick,Conservative,2009,131
Grant,Harrison,Town,Ward 1,83,Shirley S Abrahamson,Liberal,2009,131
Grant,Harrison,Town,Ward 1,0,Scattering,Scattering,2009,131
Grant,Hazel Green,Town,Wards 1 & 2,81,Randy R Koschnick,Conservative,2009,302
Grant,Hazel Green,Town,Wards 1 & 2,221,Shirley S Abrahamson,Liberal,2009,302
Grant,Hazel Green,Town,Wards 1 & 2,0,Scattering,Scattering,2009,302
Grant,Hickory Grove,Town,Wards 1 & 2,46,Randy R Koschnick,Conservative,2009,107
Grant,Hickory Grove,Town,Wards 1 & 2,61,Shirley S Abrahamson,Liberal,2009,107
Grant,Hickory Grove,Town,Wards 1 & 2,0,Scattering,Scattering,2009,107
Grant,Jamestown,Town,Wards 1 - 3,151,Randy R Koschnick,Conservative,2009,303
Grant,Jamestown,Town,Wards 1 - 3,152,Shirley S Abrahamson,Liberal,2009,303
Grant,Jamestown,Town,Wards 1 - 3,0,Scattering,Scattering,2009,303
Grant,Liberty,Town,Ward 1,68,Randy R Koschnick,Conservative,2009,154
Grant,Liberty,Town,Ward 1,86,Shirley S Abrahamson,Liberal,2009,154
Grant,Liberty,Town,Ward 1,0,Scattering,Scattering,2009,154
Grant,Lima,Town,Ward 1,65,Randy R Koschnick,Conservative,2009,153
Grant,Lima,Town,Ward 1,88,Shirley S Abrahamson,Liberal,2009,153
Grant,Lima,Town,Ward 1,0,Scattering,Scattering,2009,153
Grant,Little Grant,Town,Ward 1,24,Randy R Koschnick,Conservative,2009,50
Grant,Little Grant,Town,Ward 1,26,Shirley S Abrahamson,Liberal,2009,50
Grant,Little Grant,Town,Ward 1,0,Scattering,Scattering,2009,50
Grant,Marion,Town,Ward 1,63,Randy R Koschnick,Conservative,2009,132
Grant,Marion,Town,Ward 1,69,Shirley S Abrahamson,Liberal,2009,132
Grant,Marion,Town,Ward 1,0,Scattering,Scattering,2009,132
Grant,Millville,Town,Ward 1,9,Randy R Koschnick,Conservative,2009,29
Grant,Millville,Town,Ward 1,20,Shirley S Abrahamson,Liberal,2009,29
Grant,Millville,Town,Ward 1,0,Scattering,Scattering,2009,29
Grant,Mount Hope,Town,Wards 1 & 2,34,Randy R Koschnick,Conservative,2009,64
Grant,Mount Hope,Town,Wards 1 & 2,30,Shirley S Abrahamson,Liberal,2009,64
Grant,Mount Hope,Town,Wards 1 & 2,0,Scattering,Scattering,2009,64
Grant,Mount Ida,Town,Ward 1,41,Randy R Koschnick,Conservative,2009,92
Grant,Mount Ida,Town,Ward 1,51,Shirley S Abrahamson,Liberal,2009,92
Grant,Mount Ida,Town,Ward 1,0,Scattering,Scattering,2009,92
Grant,Muscoda,Town,Wards 1 & 2,79,Randy R Koschnick,Conservative,2009,169
Grant,Muscoda,Town,Wards 1 & 2,90,Shirley S Abrahamson,Liberal,2009,169
Grant,Muscoda,Town,Wards 1 & 2,0,Scattering,Scattering,2009,169
Grant,North Lancaster,Town,Ward 1,58,Randy R Koschnick,Conservative,2009,143
Grant,North Lancaster,Town,Ward 1,85,Shirley S Abrahamson,Liberal,2009,143
Grant,North Lancaster,Town,Ward 1,0,Scattering,Scattering,2009,143
Grant,Paris,Town,Wards 1 & 2,43,Randy R Koschnick,Conservative,2009,116
Grant,Paris,Town,Wards 1 & 2,73,Shirley S Abrahamson,Liberal,2009,116
Grant,Paris,Town,Wards 1 & 2,0,Scattering,Scattering,2009,116
Grant,Patch Grove,Town,Wards 1 & 2,40,Randy R Koschnick,Conservative,2009,78
Grant,Patch Grove,Town,Wards 1 & 2,38,Shirley S Abrahamson,Liberal,2009,78
Grant,Patch Grove,Town,Wards 1 & 2,0,Scattering,Scattering,2009,78
Grant,Platteville,Town,Wards 1 & 2,149,Randy R Koschnick,Conservative,2009,386
Grant,Platteville,Town,Wards 1 & 2,237,Shirley S Abrahamson,Liberal,2009,386
Grant,Platteville,Town,Wards 1 & 2,0,Scattering,Scattering,2009,386
Grant,Potosi,Town,Wards 1 & 2,94,Randy R Koschnick,Conservative,2009,209
Grant,Potosi,Town,Wards 1 & 2,114,Shirley S Abrahamson,Liberal,2009,209
Grant,Potosi,Town,Wards 1 & 2,1,Scattering,Scattering,2009,209
Grant,Smelser,Town,Wards 1 & 2,145,Randy R Koschnick,Conservative,2009,357
Grant,Smelser,Town,Wards 1 & 2,212,Shirley S Abrahamson,Liberal,2009,357
Grant,Smelser,Town,Wards 1 & 2,0,Scattering,Scattering,2009,357
Grant,South Lancaster,Town,Wards 1 - 3,61,Randy R Koschnick,Conservative,2009,157
Grant,South Lancaster,Town,Wards 1 - 3,96,Shirley S Abrahamson,Liberal,2009,157
Grant,South Lancaster,Town,Wards 1 - 3,0,Scattering,Scattering,2009,157
Grant,Waterloo,Town,Ward 1,32,Randy R Koschnick,Conservative,2009,74
Grant,Waterloo,Town,Ward 1,42,Shirley S Abrahamson,Liberal,2009,74
Grant,Waterloo,Town,Ward 1,0,Scattering,Scattering,2009,74
Grant,Watterstown,Town,Ward 1,36,Randy R Koschnick,Conservative,2009,100
Grant,Watterstown,Town,Ward 1,64,Shirley S Abrahamson,Liberal,2009,100
Grant,Watterstown,Town,Ward 1,0,Scattering,Scattering,2009,100
Grant,Wingville,Town,Ward 1,36,Randy R Koschnick,Conservative,2009,99
Grant,Wingville,Town,Ward 1,63,Shirley S Abrahamson,Liberal,2009,99
Grant,Wingville,Town,Ward 1,0,Scattering,Scattering,2009,99
Grant,Woodman,Town,Ward 1,19,Randy R Koschnick,Conservative,2009,55
Grant,Woodman,Town,Ward 1,36,Shirley S Abrahamson,Liberal,2009,55
Grant,Woodman,Town,Ward 1,0,Scattering,Scattering,2009,55
Grant,Wyalusing,Town,Ward 1,32,Randy R Koschnick,Conservative,2009,83
Grant,Wyalusing,Town,Ward 1,51,Shirley S Abrahamson,Liberal,2009,83
Grant,Wyalusing,Town,Ward 1,0,Scattering,Scattering,2009,83
Grant,Bagley,Village,Ward 1,56,Randy R Koschnick,Conservative,2009,134
Grant,Bagley,Village,Ward 1,78,Shirley S Abrahamson,Liberal,2009,134
Grant,Bagley,Village,Ward 1,0,Scattering,Scattering,2009,134
Grant,Bloomington,Village,Ward 1,70,Randy R Koschnick,Conservative,2009,136
Grant,Bloomington,Village,Ward 1,66,Shirley S Abrahamson,Liberal,2009,136
Grant,Bloomington,Village,Ward 1,0,Scattering,Scattering,2009,136
Grant,Blue River,Village,Ward 1,60,Randy R Koschnick,Conservative,2009,153
Grant,Blue River,Village,Ward 1,93,Shirley S Abrahamson,Liberal,2009,153
Grant,Blue River,Village,Ward 1,0,Scattering,Scattering,2009,153
Grant,Cassville,Village,Wards 1 & 2,82,Randy R Koschnick,Conservative,2009,182
Grant,Cassville,Village,Wards 1 & 2,100,Shirley S Abrahamson,Liberal,2009,182
Grant,Cassville,Village,Wards 1 & 2,0,Scattering,Scattering,2009,182
Grant,Dickeyville,Village,Wards 1 & 2,75,Randy R Koschnick,Conservative,2009,157
Grant,Dickeyville,Village,Wards 1 & 2,82,Shirley S Abrahamson,Liberal,2009,157
Grant,Dickeyville,Village,Wards 1 & 2,0,Scattering,Scattering,2009,157
Grant,Hazel Green,Village,Wards 1 & 2,93,Randy R Koschnick,Conservative,2009,313
Grant,Hazel Green,Village,Wards 1 & 2,220,Shirley S Abrahamson,Liberal,2009,313
Grant,Hazel Green,Village,Wards 1 & 2,0,Scattering,Scattering,2009,313
Grant,Livingston,Village,Ward 1,52,Randy R Koschnick,Conservative,2009,138
Grant,Livingston,Village,Ward 1,86,Shirley S Abrahamson,Liberal,2009,138
Grant,Livingston,Village,Ward 1,0,Scattering,Scattering,2009,138
Grant,Montfort,Village,Ward 1,39,Randy R Koschnick,Conservative,2009,104
Grant,Montfort,Village,Ward 1,65,Shirley S Abrahamson,Liberal,2009,104
Grant,Montfort,Village,Ward 1,0,Scattering,Scattering,2009,104
Grant,Mount Hope,Village,Wards 1 & 2,11,Randy R Koschnick,Conservative,2009,26
Grant,Mount Hope,Village,Wards 1 & 2,15,Shirley S Abrahamson,Liberal,2009,26
Grant,Mount Hope,Village,Wards 1 & 2,0,Scattering,Scattering,2009,26
Grant,Muscoda,Village,Wards 1 & 2,127,Randy R Koschnick,Conservative,2009,365
Grant,Muscoda,Village,Wards 1 & 2,238,Shirley S Abrahamson,Liberal,2009,365
Grant,Muscoda,Village,Wards 1 & 2,0,Scattering,Scattering,2009,365
Grant,Patch Grove,Village,Wards 1 & 2,10,Randy R Koschnick,Conservative,2009,35
Grant,Patch Grove,Village,Wards 1 & 2,25,Shirley S Abrahamson,Liberal,2009,35
Grant,Patch Grove,Village,Wards 1 & 2,0,Scattering,Scattering,2009,35
Grant,Potosi,Village,Ward 1,72,Randy R Koschnick,Conservative,2009,176
Grant,Potosi,Village,Ward 1,104,Shirley S Abrahamson,Liberal,2009,176
Grant,Potosi,Village,Ward 1,0,Scattering,Scattering,2009,176
Grant,Tennyson,Village,Ward 1,37,Randy R Koschnick,Conservative,2009,94
Grant,Tennyson,Village,Ward 1,57,Shirley S Abrahamson,Liberal,2009,94
Grant,Tennyson,Village,Ward 1,0,Scattering,Scattering,2009,94
Grant,Woodman,Village,Ward 1,15,Randy R Koschnick,Conservative,2009,39
Grant,Woodman,Village,Ward 1,24,Shirley S Abrahamson,Liberal,2009,39
Grant,Woodman,Village,Ward 1,0,Scattering,Scattering,2009,39
Grant,Boscobel,City,Wards 1 - 4,159,Randy R Koschnick,Conservative,2009,397
Grant,Boscobel,City,Wards 1 - 4,238,Shirley S Abrahamson,Liberal,2009,397
Grant,Boscobel,City,Wards 1 - 4,0,Scattering,Scattering,2009,397
Grant,Cuba City,City,Wards 1 - 5,96,Randy R Koschnick,Conservative,2009,316
Grant,Cuba City,City,Wards 1 - 5,220,Shirley S Abrahamson,Liberal,2009,316
Grant,Cuba City,City,Wards 1 - 5,0,Scattering,Scattering,2009,316
Grant,Fennimore,City,Wards 1 - 6,140,Randy R Koschnick,Conservative,2009,367
Grant,Fennimore,City,Wards 1 - 6,227,Shirley S Abrahamson,Liberal,2009,367
Grant,Fennimore,City,Wards 1 - 6,0,Scattering,Scattering,2009,367
Grant,Lancaster,City,Wards 1 - 8,357,Randy R Koschnick,Conservative,2009,945
Grant,Lancaster,City,Wards 1 - 8,587,Shirley S Abrahamson,Liberal,2009,945
Grant,Lancaster,City,Wards 1 - 8,1,Scattering,Scattering,2009,945
Grant,Platteville,City,Wards 1 - 4,179,Randy R Koschnick,Conservative,2009,582
Grant,Platteville,City,Wards 1 - 4,401,Shirley S Abrahamson,Liberal,2009,582
Grant,Platteville,City,Wards 1 - 4,2,Scattering,Scattering,2009,582
Grant,Platteville,City,Wards 5 - 7,120,Randy R Koschnick,Conservative,2009,370
Grant,Platteville,City,Wards 5 - 7,249,Shirley S Abrahamson,Liberal,2009,370
Grant,Platteville,City,Wards 5 - 7,1,Scattering,Scattering,2009,370
Grant,Platteville,City,Wards 8 - 10,36,Randy R Koschnick,Conservative,2009,132
Grant,Platteville,City,Wards 8 - 10,96,Shirley S Abrahamson,Liberal,2009,132
Grant,Platteville,City,Wards 8 - 10,0,Scattering,Scattering,2009,132
Grant,Platteville,City,Wards 11 - 13,116,Randy R Koschnick,Conservative,2009,415
Grant,Platteville,City,Wards 11 - 13,299,Shirley S Abrahamson,Liberal,2009,415
Grant,Platteville,City,Wards 11 - 13,0,Scattering,Scattering,2009,415
Green,Adams,Town,Ward 1,34,Randy R Koschnick,Conservative,2009,88
Green,Adams,Town,Ward 1,54,Shirley S Abrahamson,Liberal,2009,88
Green,Adams,Town,Ward 1,0,Scattering,Scattering,2009,88
Green,Albany,Town,Wards 1 & 2,120,Randy R Koschnick,Conservative,2009,299
Green,Albany,Town,Wards 1 & 2,179,Shirley S Abrahamson,Liberal,2009,299
Green,Albany,Town,Wards 1 & 2,0,Scattering,Scattering,2009,299
Green,Brooklyn,Town,Wards 1 & 2,74,Randy R Koschnick,Conservative,2009,221
Green,Brooklyn,Town,Wards 1 & 2,147,Shirley S Abrahamson,Liberal,2009,221
Green,Brooklyn,Town,Wards 1 & 2,0,Scattering,Scattering,2009,221
Green,Cadiz,Town,Ward 1,54,Randy R Koschnick,Conservative,2009,101
Green,Cadiz,Town,Ward 1,47,Shirley S Abrahamson,Liberal,2009,101
Green,Cadiz,Town,Ward 1,0,Scattering,Scattering,2009,101
Green,Clarno,Town,Wards 1 & 2,52,Randy R Koschnick,Conservative,2009,133
Green,Clarno,Town,Wards 1 & 2,81,Shirley S Abrahamson,Liberal,2009,133
Green,Clarno,Town,Wards 1 & 2,0,Scattering,Scattering,2009,133
Green,Decatur,Town,Wards 1 - 3,101,Randy R Koschnick,Conservative,2009,202
Green,Decatur,Town,Wards 1 - 3,101,Shirley S Abrahamson,Liberal,2009,202
Green,Decatur,Town,Wards 1 - 3,0,Scattering,Scattering,2009,202
Green,Exeter,Town,Wards 1 & 2,73,Randy R Koschnick,Conservative,2009,246
Green,Exeter,Town,Wards 1 & 2,173,Shirley S Abrahamson,Liberal,2009,246
Green,Exeter,Town,Wards 1 & 2,0,Scattering,Scattering,2009,246
Green,Jefferson,Town,Wards 1 - 3,93,Randy R Koschnick,Conservative,2009,224
Green,Jefferson,Town,Wards 1 - 3,131,Shirley S Abrahamson,Liberal,2009,224
Green,Jefferson,Town,Wards 1 - 3,0,Scattering,Scattering,2009,224
Green,Jordan,Town,Ward 1,52,Randy R Koschnick,Conservative,2009,104
Green,Jordan,Town,Ward 1,52,Shirley S Abrahamson,Liberal,2009,104
Green,Jordan,Town,Ward 1,0,Scattering,Scattering,2009,104
Green,Monroe,Town,Wards 1 & 2,91,Randy R Koschnick,Conservative,2009,217
Green,Monroe,Town,Wards 1 & 2,126,Shirley S Abrahamson,Liberal,2009,217
Green,Monroe,Town,Wards 1 & 2,0,Scattering,Scattering,2009,217
Green,Mount Pleasant,Town,Wards 1 & 2,48,Randy R Koschnick,Conservative,2009,155
Green,Mount Pleasant,Town,Wards 1 & 2,107,Shirley S Abrahamson,Liberal,2009,155
Green,Mount Pleasant,Town,Wards 1 & 2,0,Scattering,Scattering,2009,155
Green,New Glarus,Town,Wards 1 & 2,118,Randy R Koschnick,Conservative,2009,301
Green,New Glarus,Town,Wards 1 & 2,183,Shirley S Abrahamson,Liberal,2009,301
Green,New Glarus,Town,Wards 1 & 2,0,Scattering,Scattering,2009,301
