county,municipality,ctv,reporting_unit,votes,candidate,party,year,total_votes
Ashland,White River,Town,Wards 1 - 3,0,Scattering,Scattering,2007,171
Ashland,Butternut,Village,Wards 1 & 2,42,Linda M Clifford,Liberal,2007,66
Ashland,Butternut,Village,Wards 1 & 2,24,Annette K Ziegler,Conservative,2007,66
Ashland,Butternut,Village,Wards 1 & 2,0,Scattering,Scattering,2007,66
Ashland,Ashland,City,Ward 1,84,Linda M Clifford,Liberal,2007,170
Ashland,Ashland,City,Ward 1,85,Annette K Ziegler,Conservative,2007,170
Ashland,Ashland,City,Ward 1,1,Scattering,Scattering,2007,170
Ashland,Ashland,City,Ward 2,41,Linda M Clifford,Liberal,2007,81
Ashland,Ashland,City,Ward 2,39,Annette K Ziegler,Conservative,2007,81
Ashland,Ashland,City,Ward 2,1,Scattering,Scattering,2007,81
Ashland,Ashland,City,Ward 3,46,Linda M Clifford,Liberal,2007,89
Ashland,Ashland,City,Ward 3,43,Annette K Ziegler,Conservative,2007,89
Ashland,Ashland,City,Ward 3,0,Scattering,Scattering,2007,89
Ashland,Ashland,City,Ward 4,107,Linda M Clifford,Liberal,2007,202
Ashland,Ashland,City,Ward 4,95,Annette K Ziegler,Conservative,2007,202
Ashland,Ashland,City,Ward 4,0,Scattering,Scattering,2007,202
Ashland,Ashland,City,Ward 5,64,Linda M Clifford,Liberal,2007,109
Ashland,Ashland,City,Ward 5,45,Annette K Ziegler,Conservative,2007,109
Ashland,Ashland,City,Ward 5,0,Scattering,Scattering,2007,109
Ashland,Ashland,City,Ward 6,20,Linda M Clifford,Liberal,2007,41
Ashland,Ashland,City,Ward 6,21,Annette K Ziegler,Conservative,2007,41
Ashland,Ashland,City,Ward 6,0,Scattering,Scattering,2007,41
Ashland,Ashland,City,Ward 7,28,Linda M Clifford,Liberal,2007,44
Ashland,Ashland,City,Ward 7,15,Annette K Ziegler,Conservative,2007,44
Ashland,Ashland,City,Ward 7,1,Scattering,Scattering,2007,44
Ashland,Ashland,City,Ward 8,40,Linda M Clifford,Liberal,2007,71
Ashland,Ashland,City,Ward 8,31,Annette K Ziegler,Conservative,2007,71
Ashland,Ashland,City,Ward 8,0,Scattering,Scattering,2007,71
Ashland,Ashland,City,Ward 9,33,Linda M Clifford,Liberal,2007,43
Ashland,Ashland,City,Ward 9,10,Annette K Ziegler,Conservative,2007,43
Ashland,Ashland,City,Ward 9,0,Scattering,Scattering,2007,43
Ashland,Ashland,City,Ward 10,47,Linda M Clifford,Liberal,2007,77
Ashland,Ashland,City,Ward 10,30,Annette K Ziegler,Conservative,2007,77
Ashland,Ashland,City,Ward 10,0,Scattering,Scattering,2007,77
Ashland,Ashland,City,Ward 11,54,Linda M Clifford,Liberal,2007,80
Ashland,Ashland,City,Ward 11,26,Annette K Ziegler,Conservative,2007,80
Ashland,Ashland,City,Ward 11,0,Scattering,Scattering,2007,80
Ashland,Mellen,City,Wards 1 - 3,151,Linda M Clifford,Liberal,2007,273
Ashland,Mellen,City,Wards 1 - 3,122,Annette K Ziegler,Conservative,2007,273
Ashland,Mellen,City,Wards 1 - 3,0,Scattering,Scattering,2007,273
Barron,Almena,Town,Wards 1 - 3,38,Linda M Clifford,Liberal,2007,67
Barron,Almena,Town,Wards 1 - 3,29,Annette K Ziegler,Conservative,2007,67
Barron,Almena,Town,Wards 1 - 3,0,Scattering,Scattering,2007,67
Barron,Arland,Town,Ward 1,50,Linda M Clifford,Liberal,2007,84
Barron,Arland,Town,Ward 1,34,Annette K Ziegler,Conservative,2007,84
Barron,Arland,Town,Ward 1,0,Scattering,Scattering,2007,84
Barron,Barron,Town,Wards 1 & 2,48,Linda M Clifford,Liberal,2007,140
Barron,Barron,Town,Wards 1 & 2,92,Annette K Ziegler,Conservative,2007,140
Barron,Barron,Town,Wards 1 & 2,0,Scattering,Scattering,2007,140
Barron,Bear Lake,Town,Ward 1,58,Linda M Clifford,Liberal,2007,90
Barron,Bear Lake,Town,Ward 1,32,Annette K Ziegler,Conservative,2007,90
Barron,Bear Lake,Town,Ward 1,0,Scattering,Scattering,2007,90
Barron,Cedar Lake,Town,Ward 1,63,Linda M Clifford,Liberal,2007,123
Barron,Cedar Lake,Town,Ward 1,60,Annette K Ziegler,Conservative,2007,123
Barron,Cedar Lake,Town,Ward 1,0,Scattering,Scattering,2007,123
Barron,Chetek,Town,Wards 1 - 3,68,Linda M Clifford,Liberal,2007,164
Barron,Chetek,Town,Wards 1 - 3,96,Annette K Ziegler,Conservative,2007,164
Barron,Chetek,Town,Wards 1 - 3,0,Scattering,Scattering,2007,164
Barron,Clinton,Town,Wards 1 & 2,61,Linda M Clifford,Liberal,2007,131
Barron,Clinton,Town,Wards 1 & 2,70,Annette K Ziegler,Conservative,2007,131
Barron,Clinton,Town,Wards 1 & 2,0,Scattering,Scattering,2007,131
Barron,Crystal Lake,Town,Ward 1,47,Linda M Clifford,Liberal,2007,107
Barron,Crystal Lake,Town,Ward 1,60,Annette K Ziegler,Conservative,2007,107
Barron,Crystal Lake,Town,Ward 1,0,Scattering,Scattering,2007,107
Barron,Cumberland,Town,Ward 1,44,Linda M Clifford,Liberal,2007,84
Barron,Cumberland,Town,Ward 1,40,Annette K Ziegler,Conservative,2007,84
Barron,Cumberland,Town,Ward 1,0,Scattering,Scattering,2007,84
Barron,Dallas,Town,Wards 1 & 2,40,Linda M Clifford,Liberal,2007,108
Barron,Dallas,Town,Wards 1 & 2,68,Annette K Ziegler,Conservative,2007,108
Barron,Dallas,Town,Wards 1 & 2,0,Scattering,Scattering,2007,108
Barron,Dovre,Town,Ward 1,68,Linda M Clifford,Liberal,2007,125
Barron,Dovre,Town,Ward 1,57,Annette K Ziegler,Conservative,2007,125
Barron,Dovre,Town,Ward 1,0,Scattering,Scattering,2007,125
Barron,Doyle,Town,Ward 1,46,Linda M Clifford,Liberal,2007,82
Barron,Doyle,Town,Ward 1,36,Annette K Ziegler,Conservative,2007,82
Barron,Doyle,Town,Ward 1,0,Scattering,Scattering,2007,82
Barron,Lakeland,Town,Wards 1 & 2,120,Linda M Clifford,Liberal,2007,250
Barron,Lakeland,Town,Wards 1 & 2,129,Annette K Ziegler,Conservative,2007,250
Barron,Lakeland,Town,Wards 1 & 2,1,Scattering,Scattering,2007,250
Barron,Maple Grove,Town,Wards 1 - 3,123,Linda M Clifford,Liberal,2007,302
Barron,Maple Grove,Town,Wards 1 - 3,178,Annette K Ziegler,Conservative,2007,302
Barron,Maple Grove,Town,Wards 1 - 3,1,Scattering,Scattering,2007,302
Barron,Maple Plain,Town,Ward 1,33,Linda M Clifford,Liberal,2007,72
Barron,Maple Plain,Town,Ward 1,39,Annette K Ziegler,Conservative,2007,72
Barron,Maple Plain,Town,Ward 1,0,Scattering,Scattering,2007,72
Barron,Oak Grove,Town,Wards 1 & 2,77,Linda M Clifford,Liberal,2007,165
Barron,Oak Grove,Town,Wards 1 & 2,88,Annette K Ziegler,Conservative,2007,165
Barron,Oak Grove,Town,Wards 1 & 2,0,Scattering,Scattering,2007,165
Barron,Prairie Farm,Town,Wards 1 & 2,68,Linda M Clifford,Liberal,2007,136
Barron,Prairie Farm,Town,Wards 1 & 2,68,Annette K Ziegler,Conservative,2007,136
Barron,Prairie Farm,Town,Wards 1 & 2,0,Scattering,Scattering,2007,136
Barron,Prairie Lake,Town,Wards 1 & 2,77,Linda M Clifford,Liberal,2007,154
Barron,Prairie Lake,Town,Wards 1 & 2,77,Annette K Ziegler,Conservative,2007,154
Barron,Prairie Lake,Town,Wards 1 & 2,0,Scattering,Scattering,2007,154
Barron,Rice Lake,Town,Wards 1 - 4,239,Linda M Clifford,Liberal,2007,481
Barron,Rice Lake,Town,Wards 1 - 4,241,Annette K Ziegler,Conservative,2007,481
Barron,Rice Lake,Town,Wards 1 - 4,1,Scattering,Scattering,2007,481
Barron,Sioux Creek,Town,Ward 1,33,Linda M Clifford,Liberal,2007,81
Barron,Sioux Creek,Town,Ward 1,48,Annette K Ziegler,Conservative,2007,81
Barron,Sioux Creek,Town,Ward 1,0,Scattering,Scattering,2007,81
Barron,Stanfold,Town,Ward 1,68,Linda M Clifford,Liberal,2007,143
Barron,Stanfold,Town,Ward 1,75,Annette K Ziegler,Conservative,2007,143
Barron,Stanfold,Town,Ward 1,0,Scattering,Scattering,2007,143
Barron,Stanley,Town,Wards 1 - 3,102,Linda M Clifford,Liberal,2007,230
Barron,Stanley,Town,Wards 1 - 3,126,Annette K Ziegler,Conservative,2007,230
Barron,Stanley,Town,Wards 1 - 3,2,Scattering,Scattering,2007,230
Barron,Sumner,Town,Wards 1 & 2,29,Linda M Clifford,Liberal,2007,60
Barron,Sumner,Town,Wards 1 & 2,31,Annette K Ziegler,Conservative,2007,60
Barron,Sumner,Town,Wards 1 & 2,0,Scattering,Scattering,2007,60
Barron,Turtle Lake,Town,Ward 1,20,Linda M Clifford,Liberal,2007,34
Barron,Turtle Lake,Town,Ward 1,14,Annette K Ziegler,Conservative,2007,34
Barron,Turtle Lake,Town,Ward 1,0,Scattering,Scattering,2007,34
Barron,Vance Creek,Town,Ward 1,38,Linda M Clifford,Liberal,2007,71
Barron,Vance Creek,Town,Ward 1,33,Annette K Ziegler,Conservative,2007,71
Barron,Vance Creek,Town,Ward 1,0,Scattering,Scattering,2007,71
Barron,Almena,Village,Ward 1,36,Linda M Clifford,Liberal,2007,80
Barron,Almena,Village,Ward 1,43,Annette K Ziegler,Conservative,2007,80
Barron,Almena,Village,Ward 1,1,Scattering,Scattering,2007,80
Barron,Cameron,Village,Wards 1 & 2,50,Linda M Clifford,Liberal,2007,80
Barron,Cameron,Village,Wards 1 & 2,30,Annette K Ziegler,Conservative,2007,80
Barron,Cameron,Village,Wards 1 & 2,0,Scattering,Scattering,2007,80
Barron,Dallas,Village,Ward 1,34,Linda M Clifford,Liberal,2007,71
Barron,Dallas,Village,Ward 1,37,Annette K Ziegler,Conservative,2007,71
Barron,Dallas,Village,Ward 1,0,Scattering,Scattering,2007,71
Barron,Haugen,Village,Ward 1,60,Linda M Clifford,Liberal,2007,106
Barron,Haugen,Village,Ward 1,46,Annette K Ziegler,Conservative,2007,106
Barron,Haugen,Village,Ward 1,0,Scattering,Scattering,2007,106
Barron,New Auburn,Village,Ward 2,3,Linda M Clifford,Liberal,2007,4
Barron,New Auburn,Village,Ward 2,1,Annette K Ziegler,Conservative,2007,4
Barron,New Auburn,Village,Ward 2,0,Scattering,Scattering,2007,4
Barron,Prairie Farm,Village,Ward 1,50,Linda M Clifford,Liberal,2007,100
Barron,Prairie Farm,Village,Ward 1,50,Annette K Ziegler,Conservative,2007,100
Barron,Prairie Farm,Village,Ward 1,0,Scattering,Scattering,2007,100
Barron,Turtle Lake,Village,Ward 1,80,Linda M Clifford,Liberal,2007,149
Barron,Turtle Lake,Village,Ward 1,69,Annette K Ziegler,Conservative,2007,149
Barron,Turtle Lake,Village,Ward 1,0,Scattering,Scattering,2007,149
Barron,Barron,City,Wards 1 - 7,225,Linda M Clifford,Liberal,2007,459
Barron,Barron,City,Wards 1 - 7,234,Annette K Ziegler,Conservative,2007,459
Barron,Barron,City,Wards 1 - 7,0,Scattering,Scattering,2007,459
Barron,Chetek,City,Wards 1 - 4,105,Linda M Clifford,Liberal,2007,237
Barron,Chetek,City,Wards 1 - 4,132,Annette K Ziegler,Conservative,2007,237
Barron,Chetek,City,Wards 1 - 4,0,Scattering,Scattering,2007,237
Barron,Cumberland,City,Wards 1 - 5,117,Linda M Clifford,Liberal,2007,185
Barron,Cumberland,City,Wards 1 - 5,67,Annette K Ziegler,Conservative,2007,185
Barron,Cumberland,City,Wards 1 - 5,1,Scattering,Scattering,2007,185
Barron,Rice Lake,City,Wards 1 - 17,572,Linda M Clifford,Liberal,2007,1065
Barron,Rice Lake,City,Wards 1 - 17,493,Annette K Ziegler,Conservative,2007,1065
Barron,Rice Lake,City,Wards 1 - 17,0,Scattering,Scattering,2007,1065
Bayfield,Barksdale,Town,Ward 1,52,Linda M Clifford,Liberal,2007,101
Bayfield,Barksdale,Town,Ward 1,49,Annette K Ziegler,Conservative,2007,101
Bayfield,Barksdale,Town,Ward 1,0,Scattering,Scattering,2007,101
Bayfield,Barnes,Town,Ward 1,86,Linda M Clifford,Liberal,2007,141
Bayfield,Barnes,Town,Ward 1,54,Annette K Ziegler,Conservative,2007,141
Bayfield,Barnes,Town,Ward 1,1,Scattering,Scattering,2007,141
Bayfield,Bayfield,Town,Ward 1,89,Linda M Clifford,Liberal,2007,150
Bayfield,Bayfield,Town,Ward 1,61,Annette K Ziegler,Conservative,2007,150
Bayfield,Bayfield,Town,Ward 1,0,Scattering,Scattering,2007,150
Bayfield,Bayview,Town,Ward 1,64,Linda M Clifford,Liberal,2007,114
Bayfield,Bayview,Town,Ward 1,50,Annette K Ziegler,Conservative,2007,114
Bayfield,Bayview,Town,Ward 1,0,Scattering,Scattering,2007,114
Bayfield,Bell,Town,Ward 1,40,Linda M Clifford,Liberal,2007,69
Bayfield,Bell,Town,Ward 1,29,Annette K Ziegler,Conservative,2007,69
Bayfield,Bell,Town,Ward 1,0,Scattering,Scattering,2007,69
Bayfield,Cable,Town,Ward 1,134,Linda M Clifford,Liberal,2007,254
Bayfield,Cable,Town,Ward 1,120,Annette K Ziegler,Conservative,2007,254
Bayfield,Cable,Town,Ward 1,0,Scattering,Scattering,2007,254
Bayfield,Clover,Town,Ward 1,57,Linda M Clifford,Liberal,2007,96
Bayfield,Clover,Town,Ward 1,39,Annette K Ziegler,Conservative,2007,96
Bayfield,Clover,Town,Ward 1,0,Scattering,Scattering,2007,96
Bayfield,Delta,Town,Ward 1,40,Linda M Clifford,Liberal,2007,96
Bayfield,Delta,Town,Ward 1,56,Annette K Ziegler,Conservative,2007,96
Bayfield,Delta,Town,Ward 1,0,Scattering,Scattering,2007,96
Bayfield,Drummond,Town,Ward 1,53,Linda M Clifford,Liberal,2007,85
Bayfield,Drummond,Town,Ward 1,32,Annette K Ziegler,Conservative,2007,85
Bayfield,Drummond,Town,Ward 1,0,Scattering,Scattering,2007,85
Bayfield,Eileen,Town,Wards 1 & 2,73,Linda M Clifford,Liberal,2007,165
Bayfield,Eileen,Town,Wards 1 & 2,92,Annette K Ziegler,Conservative,2007,165
Bayfield,Eileen,Town,Wards 1 & 2,0,Scattering,Scattering,2007,165
Bayfield,Grand View,Town,Ward 1,29,Linda M Clifford,Liberal,2007,52
Bayfield,Grand View,Town,Ward 1,23,Annette K Ziegler,Conservative,2007,52
Bayfield,Grand View,Town,Ward 1,0,Scattering,Scattering,2007,52
Bayfield,Hughes,Town,Ward 1,36,Linda M Clifford,Liberal,2007,61
Bayfield,Hughes,Town,Ward 1,25,Annette K Ziegler,Conservative,2007,61
Bayfield,Hughes,Town,Ward 1,0,Scattering,Scattering,2007,61
Bayfield,Iron River,Town,Wards 1 & 2,86,Linda M Clifford,Liberal,2007,153
Bayfield,Iron River,Town,Wards 1 & 2,67,Annette K Ziegler,Conservative,2007,153
Bayfield,Iron River,Town,Wards 1 & 2,0,Scattering,Scattering,2007,153
Bayfield,Kelly,Town,Ward 1,44,Linda M Clifford,Liberal,2007,85
Bayfield,Kelly,Town,Ward 1,41,Annette K Ziegler,Conservative,2007,85
Bayfield,Kelly,Town,Ward 1,0,Scattering,Scattering,2007,85
Bayfield,Keystone,Town,Ward 1,70,Linda M Clifford,Liberal,2007,126
Bayfield,Keystone,Town,Ward 1,56,Annette K Ziegler,Conservative,2007,126
Bayfield,Keystone,Town,Ward 1,0,Scattering,Scattering,2007,126
Bayfield,Lincoln,Town,Ward 1,71,Linda M Clifford,Liberal,2007,142
Bayfield,Lincoln,Town,Ward 1,71,Annette K Ziegler,Conservative,2007,142
Bayfield,Lincoln,Town,Ward 1,0,Scattering,Scattering,2007,142
Bayfield,Mason,Town,Ward 1,13,Linda M Clifford,Liberal,2007,38
Bayfield,Mason,Town,Ward 1,25,Annette K Ziegler,Conservative,2007,38
Bayfield,Mason,Town,Ward 1,0,Scattering,Scattering,2007,38
Bayfield,Namakagon,Town,Ward 1,59,Linda M Clifford,Liberal,2007,122
Bayfield,Namakagon,Town,Ward 1,63,Annette K Ziegler,Conservative,2007,122
Bayfield,Namakagon,Town,Ward 1,0,Scattering,Scattering,2007,122
Bayfield,Orienta,Town,Ward 1,15,Linda M Clifford,Liberal,2007,25
Bayfield,Orienta,Town,Ward 1,9,Annette K Ziegler,Conservative,2007,25
Bayfield,Orienta,Town,Ward 1,1,Scattering,Scattering,2007,25
Bayfield,Oulu,Town,Ward 1,96,Linda M Clifford,Liberal,2007,175
Bayfield,Oulu,Town,Ward 1,78,Annette K Ziegler,Conservative,2007,175
Bayfield,Oulu,Town,Ward 1,1,Scattering,Scattering,2007,175
Bayfield,Pilsen,Town,Ward 1,22,Linda M Clifford,Liberal,2007,54
Bayfield,Pilsen,Town,Ward 1,32,Annette K Ziegler,Conservative,2007,54
Bayfield,Pilsen,Town,Ward 1,0,Scattering,Scattering,2007,54
Bayfield,Port Wing,Town,Ward 1,38,Linda M Clifford,Liberal,2007,52
Bayfield,Port Wing,Town,Ward 1,14,Annette K Ziegler,Conservative,2007,52
Bayfield,Port Wing,Town,Ward 1,0,Scattering,Scattering,2007,52
Bayfield,Russell,Town,Wards 1 & 2,62,Linda M Clifford,Liberal,2007,96
Bayfield,Russell,Town,Wards 1 & 2,34,Annette K Ziegler,Conservative,2007,96
Bayfield,Russell,Town,Wards 1 & 2,0,Scattering,Scattering,2007,96
Bayfield,Tripp,Town,Ward 1,9,Linda M Clifford,Liberal,2007,18
Bayfield,Tripp,Town,Ward 1,9,Annette K Ziegler,Conservative,2007,18
Bayfield,Tripp,Town,Ward 1,0,Scattering,Scattering,2007,18
Bayfield,Washburn,Town,Ward 1,63,Linda M Clifford,Liberal,2007,102
Bayfield,Washburn,Town,Ward 1,39,Annette K Ziegler,Conservative,2007,102
Bayfield,Washburn,Town,Ward 1,0,Scattering,Scattering,2007,102
Bayfield,Mason,Village,Ward 1,10,Linda M Clifford,Liberal,2007,15
Bayfield,Mason,Village,Ward 1,5,Annette K Ziegler,Conservative,2007,15
Bayfield,Mason,Village,Ward 1,0,Scattering,Scattering,2007,15
Bayfield,Ashland,City,Ward 12,0,Linda M Clifford,Liberal,2007,0
Bayfield,Ashland,City,Ward 12,0,Annette K Ziegler,Conservative,2007,0
Bayfield,Ashland,City,Ward 12,0,Scattering,Scattering,2007,0
Bayfield,Bayfield,City,Ward 1,14,Linda M Clifford,Liberal,2007,19
Bayfield,Bayfield,City,Ward 1,5,Annette K Ziegler,Conservative,2007,19
Bayfield,Bayfield,City,Ward 1,0,Scattering,Scattering,2007,19
Bayfield,Bayfield,City,Wards 2 & 4,37,Linda M Clifford,Liberal,2007,47
Bayfield,Bayfield,City,Wards 2 & 4,10,Annette K Ziegler,Conservative,2007,47
Bayfield,Bayfield,City,Wards 2 & 4,0,Scattering,Scattering,2007,47
Bayfield,Bayfield,City,Ward 3,23,Linda M Clifford,Liberal,2007,29
Bayfield,Bayfield,City,Ward 3,6,Annette K Ziegler,Conservative,2007,29
Bayfield,Bayfield,City,Ward 3,0,Scattering,Scattering,2007,29
Bayfield,Washburn,City,Ward 1,76,Linda M Clifford,Liberal,2007,124
Bayfield,Washburn,City,Ward 1,48,Annette K Ziegler,Conservative,2007,124
Bayfield,Washburn,City,Ward 1,0,Scattering,Scattering,2007,124
Bayfield,Washburn,City,Wards 2 & 3,57,Linda M Clifford,Liberal,2007,92
Bayfield,Washburn,City,Wards 2 & 3,35,Annette K Ziegler,Conservative,2007,92
Bayfield,Washburn,City,Wards 2 & 3,0,Scattering,Scattering,2007,92
Bayfield,Washburn,City,Ward 4,97,Linda M Clifford,Liberal,2007,141
Bayfield,Washburn,City,Ward 4,44,Annette K Ziegler,Conservative,2007,141
