county,municipality,ctv,reporting_unit,votes,candidate,party,year,total_votes
Iowa,Moscow,Town,Wards 1 & 2,49,Ann W Bradley,Liberal,2005,49
Iowa,Moscow,Town,Wards 1 & 2,0,Scattering,Scattering,2005,49
Iowa,Pulaski,Town,Ward 1,40,Ann W Bradley,Liberal,2005,40
Iowa,Pulaski,Town,Ward 1,0,Scattering,Scattering,2005,40
Iowa,Ridgeway,Town,Wards 1 & 2,114,Ann W Bradley,Liberal,2005,114
Iowa,Ridgeway,Town,Wards 1 & 2,0,Scattering,Scattering,2005,114
Iowa,Waldwick,Town,Ward 1,55,Ann W Bradley,Liberal,2005,55
Iowa,Waldwick,Town,Ward 1,0,Scattering,Scattering,2005,55
Iowa,Wyoming,Town,Ward 1,42,Ann W Bradley,Liberal,2005,42
Iowa,Wyoming,Town,Ward 1,0,Scattering,Scattering,2005,42
Iowa,Arena,Village,Ward 1,46,Ann W Bradley,Liberal,2005,46
Iowa,Arena,Village,Ward 1,0,Scattering,Scattering,2005,46
Iowa,Avoca,Village,Ward 1,47,Ann W Bradley,Liberal,2005,47
Iowa,Avoca,Village,Ward 1,0,Scattering,Scattering,2005,47
Iowa,Barneveld,Village,Wards 1 & 2,85,Ann W Bradley,Liberal,2005,85
Iowa,Barneveld,Village,Wards 1 & 2,0,Scattering,Scattering,2005,85
Iowa,Blanchardville,Village,Ward 2,26,Ann W Bradley,Liberal,2005,26
Iowa,Blanchardville,Village,Ward 2,0,Scattering,Scattering,2005,26
Iowa,Cobb,Village,Ward 1,96,Ann W Bradley,Liberal,2005,96
Iowa,Cobb,Village,Ward 1,0,Scattering,Scattering,2005,96
Iowa,Highland,Village,Ward 1,233,Ann W Bradley,Liberal,2005,233
Iowa,Highland,Village,Ward 1,0,Scattering,Scattering,2005,233
Iowa,Hollandale,Village,Ward 1,45,Ann W Bradley,Liberal,2005,45
Iowa,Hollandale,Village,Ward 1,0,Scattering,Scattering,2005,45
Iowa,Linden,Village,Ward 1,84,Ann W Bradley,Liberal,2005,84
Iowa,Linden,Village,Ward 1,0,Scattering,Scattering,2005,84
Iowa,Livingston,Village,Ward 2,2,Ann W Bradley,Liberal,2005,2
Iowa,Livingston,Village,Ward 2,0,Scattering,Scattering,2005,2
Iowa,Montfort,Village,Ward 2,24,Ann W Bradley,Liberal,2005,24
Iowa,Montfort,Village,Ward 2,0,Scattering,Scattering,2005,24
Iowa,Muscoda,Village,Ward 3,5,Ann W Bradley,Liberal,2005,5
Iowa,Muscoda,Village,Ward 3,0,Scattering,Scattering,2005,5
Iowa,Rewey,Village,Ward 1,35,Ann W Bradley,Liberal,2005,35
Iowa,Rewey,Village,Ward 1,0,Scattering,Scattering,2005,35
Iowa,Ridgeway,Village,Ward 1,143,Ann W Bradley,Liberal,2005,143
Iowa,Ridgeway,Village,Ward 1,0,Scattering,Scattering,2005,143
Iowa,Dodgeville,City,Wards 1 & 2,192,Ann W Bradley,Liberal,2005,192
Iowa,Dodgeville,City,Wards 1 & 2,0,Scattering,Scattering,2005,192
Iowa,Dodgeville,City,Wards 3 & 4,166,Ann W Bradley,Liberal,2005,166
Iowa,Dodgeville,City,Wards 3 & 4,0,Scattering,Scattering,2005,166
Iowa,Dodgeville,City,Wards 5 & 6,100,Ann W Bradley,Liberal,2005,100
Iowa,Dodgeville,City,Wards 5 & 6,0,Scattering,Scattering,2005,100
Iowa,Dodgeville,City,Wards 7 & 8,137,Ann W Bradley,Liberal,2005,137
Iowa,Dodgeville,City,Wards 7 & 8,0,Scattering,Scattering,2005,137
Iowa,Mineral Point,City,Ward 1,57,Ann W Bradley,Liberal,2005,57
Iowa,Mineral Point,City,Ward 1,0,Scattering,Scattering,2005,57
Iowa,Mineral Point,City,Ward 2,46,Ann W Bradley,Liberal,2005,46
Iowa,Mineral Point,City,Ward 2,0,Scattering,Scattering,2005,46
Iowa,Mineral Point,City,Wards 3 & 4,81,Ann W Bradley,Liberal,2005,81
Iowa,Mineral Point,City,Wards 3 & 4,0,Scattering,Scattering,2005,81
Iowa,Mineral Point,City,Wards 5 & 6,50,Ann W Bradley,Liberal,2005,50
Iowa,Mineral Point,City,Wards 5 & 6,0,Scattering,Scattering,2005,50
Iron,Anderson,Town,Ward 1,22,Ann W Bradley,Liberal,2005,22
Iron,Anderson,Town,Ward 1,0,Scattering,Scattering,2005,22
Iron,Carey,Town,Ward 1,31,Ann W Bradley,Liberal,2005,31
Iron,Carey,Town,Ward 1,0,Scattering,Scattering,2005,31
Iron,Gurney,Town,Ward 1,33,Ann W Bradley,Liberal,2005,33
Iron,Gurney,Town,Ward 1,0,Scattering,Scattering,2005,33
Iron,Kimball,Town,Ward 1,112,Ann W Bradley,Liberal,2005,112
Iron,Kimball,Town,Ward 1,0,Scattering,Scattering,2005,112
Iron,Knight,Town,Ward 1,57,Ann W Bradley,Liberal,2005,57
Iron,Knight,Town,Ward 1,0,Scattering,Scattering,2005,57
Iron,Mercer,Town,Ward 1,144,Ann W Bradley,Liberal,2005,144
Iron,Mercer,Town,Ward 1,0,Scattering,Scattering,2005,144
Iron,Mercer,Town,Ward 2,154,Ann W Bradley,Liberal,2005,154
Iron,Mercer,Town,Ward 2,0,Scattering,Scattering,2005,154
Iron,Mercer,Town,Ward 3,134,Ann W Bradley,Liberal,2005,134
Iron,Mercer,Town,Ward 3,0,Scattering,Scattering,2005,134
Iron,Mercer,Town,Ward 4,116,Ann W Bradley,Liberal,2005,116
Iron,Mercer,Town,Ward 4,0,Scattering,Scattering,2005,116
Iron,Oma,Town,Ward 1,73,Ann W Bradley,Liberal,2005,73
Iron,Oma,Town,Ward 1,0,Scattering,Scattering,2005,73
Iron,Pence,Town,Ward 1,54,Ann W Bradley,Liberal,2005,54
Iron,Pence,Town,Ward 1,0,Scattering,Scattering,2005,54
Iron,Saxon,Town,Ward 1,94,Ann W Bradley,Liberal,2005,94
Iron,Saxon,Town,Ward 1,0,Scattering,Scattering,2005,94
Iron,Sherman,Town,Ward 1,116,Ann W Bradley,Liberal,2005,116
Iron,Sherman,Town,Ward 1,0,Scattering,Scattering,2005,116
Iron,Hurley,City,Ward 1,65,Ann W Bradley,Liberal,2005,65
Iron,Hurley,City,Ward 1,0,Scattering,Scattering,2005,65
Iron,Hurley,City,Ward 2,62,Ann W Bradley,Liberal,2005,62
Iron,Hurley,City,Ward 2,0,Scattering,Scattering,2005,62
Iron,Hurley,City,Ward 3,47,Ann W Bradley,Liberal,2005,47
Iron,Hurley,City,Ward 3,0,Scattering,Scattering,2005,47
Iron,Hurley,City,Ward 4,42,Ann W Bradley,Liberal,2005,42
Iron,Hurley,City,Ward 4,0,Scattering,Scattering,2005,42
Iron,Montreal,City,Ward 1,107,Ann W Bradley,Liberal,2005,107
Iron,Montreal,City,Ward 1,0,Scattering,Scattering,2005,107
Iron,Montreal,City,Ward 2,54,Ann W Bradley,Liberal,2005,54
Iron,Montreal,City,Ward 2,0,Scattering,Scattering,2005,54
Jackson,Adams,Town,Wards 1 - 4,181,Ann W Bradley,Liberal,2005,181
Jackson,Adams,Town,Wards 1 - 4,0,Scattering,Scattering,2005,181
Jackson,Albion,Town,Wards 1 - 4,73,Ann W Bradley,Liberal,2005,73
Jackson,Albion,Town,Wards 1 - 4,0,Scattering,Scattering,2005,73
Jackson,Alma,Town,Wards 1 & 2,105,Ann W Bradley,Liberal,2005,105
Jackson,Alma,Town,Wards 1 & 2,0,Scattering,Scattering,2005,105
Jackson,Bear Bluff,Town,Ward 1,15,Ann W Bradley,Liberal,2005,15
Jackson,Bear Bluff,Town,Ward 1,0,Scattering,Scattering,2005,15
Jackson,Brockway,Town,Wards 1 - 6,159,Ann W Bradley,Liberal,2005,159
Jackson,Brockway,Town,Wards 1 - 6,0,Scattering,Scattering,2005,159
Jackson,City Point,Town,Ward 1,44,Ann W Bradley,Liberal,2005,44
Jackson,City Point,Town,Ward 1,0,Scattering,Scattering,2005,44
Jackson,Cleveland,Town,Ward 1,67,Ann W Bradley,Liberal,2005,67
Jackson,Cleveland,Town,Ward 1,0,Scattering,Scattering,2005,67
Jackson,Curran,Town,Ward 1,32,Ann W Bradley,Liberal,2005,32
Jackson,Curran,Town,Ward 1,0,Scattering,Scattering,2005,32
Jackson,Franklin,Town,Ward 1,55,Ann W Bradley,Liberal,2005,55
Jackson,Franklin,Town,Ward 1,0,Scattering,Scattering,2005,55
Jackson,Garden Valley,Town,Ward 1,34,Ann W Bradley,Liberal,2005,34
Jackson,Garden Valley,Town,Ward 1,0,Scattering,Scattering,2005,34
Jackson,Garfield,Town,Ward 1,117,Ann W Bradley,Liberal,2005,117
Jackson,Garfield,Town,Ward 1,0,Scattering,Scattering,2005,117
Jackson,Hixton,Town,Wards 1 & 2,123,Ann W Bradley,Liberal,2005,123
Jackson,Hixton,Town,Wards 1 & 2,0,Scattering,Scattering,2005,123
Jackson,Irving,Town,Wards 1 & 2,131,Ann W Bradley,Liberal,2005,131
Jackson,Irving,Town,Wards 1 & 2,0,Scattering,Scattering,2005,131
Jackson,Knapp,Town,Ward 1,23,Ann W Bradley,Liberal,2005,23
Jackson,Knapp,Town,Ward 1,0,Scattering,Scattering,2005,23
Jackson,Komensky,Town,Ward 1,29,Ann W Bradley,Liberal,2005,29
Jackson,Komensky,Town,Ward 1,0,Scattering,Scattering,2005,29
Jackson,Manchester,Town,Ward 1,39,Ann W Bradley,Liberal,2005,39
Jackson,Manchester,Town,Ward 1,0,Scattering,Scattering,2005,39
Jackson,Melrose,Town,Wards 1 & 2,68,Ann W Bradley,Liberal,2005,68
Jackson,Melrose,Town,Wards 1 & 2,0,Scattering,Scattering,2005,68
Jackson,Millston,Town,Ward 1,33,Ann W Bradley,Liberal,2005,33
Jackson,Millston,Town,Ward 1,0,Scattering,Scattering,2005,33
Jackson,North Bend,Town,Ward 1,34,Ann W Bradley,Liberal,2005,34
Jackson,North Bend,Town,Ward 1,0,Scattering,Scattering,2005,34
Jackson,Northfield,Town,Ward 1,61,Ann W Bradley,Liberal,2005,61
Jackson,Northfield,Town,Ward 1,0,Scattering,Scattering,2005,61
Jackson,Springfield,Town,Wards 1 & 2,42,Ann W Bradley,Liberal,2005,42
Jackson,Springfield,Town,Wards 1 & 2,0,Scattering,Scattering,2005,42
Jackson,Alma Center,Village,Ward 1,61,Ann W Bradley,Liberal,2005,61
Jackson,Alma Center,Village,Ward 1,0,Scattering,Scattering,2005,61
Jackson,Hixton,Village,Ward 1,53,Ann W Bradley,Liberal,2005,53
Jackson,Hixton,Village,Ward 1,0,Scattering,Scattering,2005,53
Jackson,Melrose,Village,Ward 1,36,Ann W Bradley,Liberal,2005,36
Jackson,Melrose,Village,Ward 1,0,Scattering,Scattering,2005,36
Jackson,Merrillan,Village,Ward 1,60,Ann W Bradley,Liberal,2005,60
Jackson,Merrillan,Village,Ward 1,0,Scattering,Scattering,2005,60
Jackson,Taylor,Village,Ward 1,99,Ann W Bradley,Liberal,2005,99
Jackson,Taylor,Village,Ward 1,0,Scattering,Scattering,2005,99
Jackson,Black River Falls,City,Wards 1 - 4,225,Ann W Bradley,Liberal,2005,226
Jackson,Black River Falls,City,Wards 1 - 4,1,Scattering,Scattering,2005,226
Jefferson,Aztalan,Town,Wards 1 & 2,270,Ann W Bradley,Liberal,2005,271
Jefferson,Aztalan,Town,Wards 1 & 2,1,Scattering,Scattering,2005,271
Jefferson,Cold Spring,Town,Wards 1 & 2,64,Ann W Bradley,Liberal,2005,64
Jefferson,Cold Spring,Town,Wards 1 & 2,0,Scattering,Scattering,2005,64
Jefferson,Concord,Town,Wards 1 - 4,326,Ann W Bradley,Liberal,2005,329
Jefferson,Concord,Town,Wards 1 - 4,3,Scattering,Scattering,2005,329
Jefferson,Farmington,Town,Wards 1 & 2,347,Ann W Bradley,Liberal,2005,349
Jefferson,Farmington,Town,Wards 1 & 2,2,Scattering,Scattering,2005,349
Jefferson,Hebron,Town,Wards 1 & 2,57,Ann W Bradley,Liberal,2005,57
Jefferson,Hebron,Town,Wards 1 & 2,0,Scattering,Scattering,2005,57
Jefferson,Ixonia,Town,Wards 1 - 4,456,Ann W Bradley,Liberal,2005,459
Jefferson,Ixonia,Town,Wards 1 - 4,3,Scattering,Scattering,2005,459
Jefferson,Jefferson,Town,Wards 1 - 5,105,Ann W Bradley,Liberal,2005,105
Jefferson,Jefferson,Town,Wards 1 - 5,0,Scattering,Scattering,2005,105
Jefferson,Koshkonong,Town,Wards 1 - 5,208,Ann W Bradley,Liberal,2005,210
Jefferson,Koshkonong,Town,Wards 1 - 5,2,Scattering,Scattering,2005,210
Jefferson,Lake Mills,Town,Wards 1 & 2,156,Ann W Bradley,Liberal,2005,156
Jefferson,Lake Mills,Town,Wards 1 & 2,0,Scattering,Scattering,2005,156
Jefferson,Milford,Town,Wards 1 & 2,79,Ann W Bradley,Liberal,2005,79
Jefferson,Milford,Town,Wards 1 & 2,0,Scattering,Scattering,2005,79
Jefferson,Oakland,Town,Wards 1 - 4,386,Ann W Bradley,Liberal,2005,388
Jefferson,Oakland,Town,Wards 1 - 4,2,Scattering,Scattering,2005,388
Jefferson,Palmyra,Town,Wards 1 & 2,96,Ann W Bradley,Liberal,2005,97
Jefferson,Palmyra,Town,Wards 1 & 2,1,Scattering,Scattering,2005,97
Jefferson,Sullivan,Town,Wards 1 - 3,88,Ann W Bradley,Liberal,2005,88
Jefferson,Sullivan,Town,Wards 1 - 3,0,Scattering,Scattering,2005,88
Jefferson,Sumner,Town,Ward 1,103,Ann W Bradley,Liberal,2005,104
Jefferson,Sumner,Town,Ward 1,1,Scattering,Scattering,2005,104
Jefferson,Waterloo,Town,Ward 1,67,Ann W Bradley,Liberal,2005,67
Jefferson,Waterloo,Town,Ward 1,0,Scattering,Scattering,2005,67
Jefferson,Watertown,Town,Wards 1 & 2,270,Ann W Bradley,Liberal,2005,270
Jefferson,Watertown,Town,Wards 1 & 2,0,Scattering,Scattering,2005,270
Jefferson,Cambridge,Village,Ward 1,14,Ann W Bradley,Liberal,2005,14
Jefferson,Cambridge,Village,Ward 1,0,Scattering,Scattering,2005,14
Jefferson,Johnson Creek,Village,Wards 1 & 2,469,Ann W Bradley,Liberal,2005,475
Jefferson,Johnson Creek,Village,Wards 1 & 2,6,Scattering,Scattering,2005,475
Jefferson,Lac la Belle,Village,Ward 2,0,Ann W Bradley,Liberal,2005,0
Jefferson,Lac la Belle,Village,Ward 2,0,Scattering,Scattering,2005,0
Jefferson,Palmyra,Village,Wards 1 & 2,319,Ann W Bradley,Liberal,2005,320
Jefferson,Palmyra,Village,Wards 1 & 2,1,Scattering,Scattering,2005,320
Jefferson,Sullivan,Village,Ward 1,60,Ann W Bradley,Liberal,2005,60
Jefferson,Sullivan,Village,Ward 1,0,Scattering,Scattering,2005,60
Jefferson,Fort Atkinson,City,Wards 1 - 3,296,Ann W Bradley,Liberal,2005,298
Jefferson,Fort Atkinson,City,Wards 1 - 3,2,Scattering,Scattering,2005,298
Jefferson,Fort Atkinson,City,Wards 4 - 6,219,Ann W Bradley,Liberal,2005,222
Jefferson,Fort Atkinson,City,Wards 4 - 6,3,Scattering,Scattering,2005,222
Jefferson,Fort Atkinson,City,Wards 7 - 9,199,Ann W Bradley,Liberal,2005,201
Jefferson,Fort Atkinson,City,Wards 7 - 9,2,Scattering,Scattering,2005,201
Jefferson,Jefferson,City,"Wards 1, 2, 5 & 6",301,Ann W Bradley,Liberal,2005,301
Jefferson,Jefferson,City,"Wards 1, 2, 5 & 6",0,Scattering,Scattering,2005,301
Jefferson,Jefferson,City,"Wards 3, 4, 7 & 8",385,Ann W Bradley,Liberal,2005,386
Jefferson,Jefferson,City,"Wards 3, 4, 7 & 8",1,Scattering,Scattering,2005,386
Jefferson,Lake Mills,City,Wards 1 & 2,131,Ann W Bradley,Liberal,2005,131
Jefferson,Lake Mills,City,Wards 1 & 2,0,Scattering,Scattering,2005,131
Jefferson,Lake Mills,City,Wards 3 & 4,182,Ann W Bradley,Liberal,2005,184
Jefferson,Lake Mills,City,Wards 3 & 4,2,Scattering,Scattering,2005,184
Jefferson,Waterloo,City,Wards 1 - 5,302,Ann W Bradley,Liberal,2005,303
Jefferson,Waterloo,City,Wards 1 - 5,1,Scattering,Scattering,2005,303
Jefferson,Watertown,City,Ward 8,24,Ann W Bradley,Liberal,2005,24
Jefferson,Watertown,City,Ward 8,0,Scattering,Scattering,2005,24
Jefferson,Watertown,City,"Wards 9, 10, 15 & 16",249,Ann W Bradley,Liberal,2005,249
Jefferson,Watertown,City,"Wards 9, 10, 15 & 16",0,Scattering,Scattering,2005,249
Jefferson,Watertown,City,Wards 11 - 14,321,Ann W Bradley,Liberal,2005,322
Jefferson,Watertown,City,Wards 11 - 14,1,Scattering,Scattering,2005,322
Jefferson,Watertown,City,Wards 17 & 18,147,Ann W Bradley,Liberal,2005,148
Jefferson,Watertown,City,Wards 17 & 18,1,Scattering,Scattering,2005,148
Jefferson,Whitewater,City,"Wards 9, 10, 14 & 15",50,Ann W Bradley,Liberal,2005,50
Jefferson,Whitewater,City,"Wards 9, 10, 14 & 15",0,Scattering,Scattering,2005,50
Jefferson,Whitewater,City,Ward 11,0,Ann W Bradley,Liberal,2005,0
Jefferson,Whitewater,City,Ward 11,0,Scattering,Scattering,2005,0
Juneau,Armenia,Town,Ward 1,80,Ann W Bradley,Liberal,2005,80
Juneau,Armenia,Town,Ward 1,0,Scattering,Scattering,2005,80
Juneau,Clearfield,Town,Wards 1 & 2,40,Ann W Bradley,Liberal,2005,40
Juneau,Clearfield,Town,Wards 1 & 2,0,Scattering,Scattering,2005,40
Juneau,Cutler,Town,Ward 1,44,Ann W Bradley,Liberal,2005,44
Juneau,Cutler,Town,Ward 1,0,Scattering,Scattering,2005,44
Juneau,Finley,Town,Ward 1,26,Ann W Bradley,Liberal,2005,26
Juneau,Finley,Town,Ward 1,0,Scattering,Scattering,2005,26
Juneau,Fountain,Town,Ward 1,130,Ann W Bradley,Liberal,2005,130
Juneau,Fountain,Town,Ward 1,0,Scattering,Scattering,2005,130
Juneau,Germantown,Town,Wards 1 & 2,166,Ann W Bradley,Liberal,2005,166
Juneau,Germantown,Town,Wards 1 & 2,0,Scattering,Scattering,2005,166
Juneau,Kildare,Town,Ward 1,93,Ann W Bradley,Liberal,2005,93
Juneau,Kildare,Town,Ward 1,0,Scattering,Scattering,2005,93
Juneau,Kingston,Town,Ward 1,10,Ann W Bradley,Liberal,2005,10
Juneau,Kingston,Town,Ward 1,0,Scattering,Scattering,2005,10
Juneau,Lemonweir,Town,Wards 1 - 4,87,Ann W Bradley,Liberal,2005,87
Juneau,Lemonweir,Town,Wards 1 - 4,0,Scattering,Scattering,2005,87
Juneau,Lindina,Town,Wards 1 & 2,75,Ann W Bradley,Liberal,2005,75
Juneau,Lindina,Town,Wards 1 & 2,0,Scattering,Scattering,2005,75
Juneau,Lisbon,Town,Wards 1 & 2,104,Ann W Bradley,Liberal,2005,104
Juneau,Lisbon,Town,Wards 1 & 2,0,Scattering,Scattering,2005,104
Juneau,Lyndon,Town,Wards 1 & 2,44,Ann W Bradley,Liberal,2005,44
Juneau,Lyndon,Town,Wards 1 & 2,0,Scattering,Scattering,2005,44
Juneau,Marion,Town,Ward 1,38,Ann W Bradley,Liberal,2005,38
Juneau,Marion,Town,Ward 1,0,Scattering,Scattering,2005,38
Juneau,Necedah,Town,Wards 1 - 3,311,Ann W Bradley,Liberal,2005,311
Juneau,Necedah,Town,Wards 1 - 3,0,Scattering,Scattering,2005,311
Juneau,Orange,Town,Ward 1,84,Ann W Bradley,Liberal,2005,84
Juneau,Orange,Town,Ward 1,0,Scattering,Scattering,2005,84
Juneau,Plymouth,Town,Wards 1 & 2,87,Ann W Bradley,Liberal,2005,87
Juneau,Plymouth,Town,Wards 1 & 2,0,Scattering,Scattering,2005,87
Juneau,Seven Mile Creek,Town,Wards 1 & 2,36,Ann W Bradley,Liberal,2005,36
Juneau,Seven Mile Creek,Town,Wards 1 & 2,0,Scattering,Scattering,2005,36
Juneau,Summit,Town,Ward 1,117,Ann W Bradley,Liberal,2005,117
Juneau,Summit,Town,Ward 1,0,Scattering,Scattering,2005,117
Juneau,Wonewoc,Town,Wards 1 & 2,125,Ann W Bradley,Liberal,2005,125
Juneau,Wonewoc,Town,Wards 1 & 2,0,Scattering,Scattering,2005,125
Juneau,Camp Douglas,Village,Ward 1,43,Ann W Bradley,Liberal,2005,43
Juneau,Camp Douglas,Village,Ward 1,0,Scattering,Scattering,2005,43
Juneau,Hustler,Village,Ward 1,33,Ann W Bradley,Liberal,2005,33
Juneau,Hustler,Village,Ward 1,0,Scattering,Scattering,2005,33
Juneau,Lyndon Station,Village,Ward 1,32,Ann W Bradley,Liberal,2005,32
Juneau,Lyndon Station,Village,Ward 1,0,Scattering,Scattering,2005,32
Juneau,Necedah,Village,Ward 1,135,Ann W Bradley,Liberal,2005,135
Juneau,Necedah,Village,Ward 1,0,Scattering,Scattering,2005,135
Juneau,Union Center,Village,Ward 1,47,Ann W Bradley,Liberal,2005,47
Juneau,Union Center,Village,Ward 1,0,Scattering,Scattering,2005,47
Juneau,Wonewoc,Village,Ward 1,117,Ann W Bradley,Liberal,2005,117
Juneau,Wonewoc,Village,Ward 1,0,Scattering,Scattering,2005,117
Juneau,Elroy,City,Wards 1 - 5,120,Ann W Bradley,Liberal,2005,121
Juneau,Elroy,City,Wards 1 - 5,1,Scattering,Scattering,2005,121
Juneau,Mauston,City,Wards 1 - 10,275,Ann W Bradley,Liberal,2005,275
Juneau,Mauston,City,Wards 1 - 10,0,Scattering,Scattering,2005,275
Juneau,New Lisbon,City,Wards 1 - 6,74,Ann W Bradley,Liberal,2005,74
Juneau,New Lisbon,City,Wards 1 - 6,0,Scattering,Scattering,2005,74
Juneau,Wisconsin Dells,City,Ward 7,0,Ann W Bradley,Liberal,2005,0
Juneau,Wisconsin Dells,City,Ward 7,0,Scattering,Scattering,2005,0
Kenosha,Brighton,Town,Wards 1 - 3,75,Ann W Bradley,Liberal,2005,75
Kenosha,Brighton,Town,Wards 1 - 3,0,Scattering,Scattering,2005,75
Kenosha,Bristol,Town,Wards 1 - 4 & 8,257,Ann W Bradley,Liberal,2005,258
Kenosha,Bristol,Town,Wards 1 - 4 & 8,1,Scattering,Scattering,2005,258
Kenosha,Bristol,Town,Wards 5 - 7,229,Ann W Bradley,Liberal,2005,229
Kenosha,Bristol,Town,Wards 5 - 7,0,Scattering,Scattering,2005,229
Kenosha,Paris,Town,Wards 1 & 2,424,Ann W Bradley,Liberal,2005,425
Kenosha,Paris,Town,Wards 1 & 2,1,Scattering,Scattering,2005,425
Kenosha,Randall,Town,Wards 1 - 5,659,Ann W Bradley,Liberal,2005,661
Kenosha,Randall,Town,Wards 1 - 5,2,Scattering,Scattering,2005,661
Kenosha,Salem,Town,Wards 1 - 15,862,Ann W Bradley,Liberal,2005,875
Kenosha,Salem,Town,Wards 1 - 15,13,Scattering,Scattering,2005,875
Kenosha,Somers,Town,Wards 1 - 4,208,Ann W Bradley,Liberal,2005,209
Kenosha,Somers,Town,Wards 1 - 4,1,Scattering,Scattering,2005,209
Kenosha,Somers,Town,Wards 5 - 8 & 12,236,Ann W Bradley,Liberal,2005,236
Kenosha,Somers,Town,Wards 5 - 8 & 12,0,Scattering,Scattering,2005,236
Kenosha,Somers,Town,Wards 9 - 11,123,Ann W Bradley,Liberal,2005,123
Kenosha,Somers,Town,Wards 9 - 11,0,Scattering,Scattering,2005,123
Kenosha,Wheatland,Town,Wards 1 - 5,308,Ann W Bradley,Liberal,2005,309
Kenosha,Wheatland,Town,Wards 1 - 5,1,Scattering,Scattering,2005,309
Kenosha,Genoa City,Village,Ward 4,0,Ann W Bradley,Liberal,2005,0
Kenosha,Genoa City,Village,Ward 4,0,Scattering,Scattering,2005,0
Kenosha,Genoa City,Village,Ward 5,0,Ann W Bradley,Liberal,2005,0
Kenosha,Genoa City,Village,Ward 5,0,Scattering,Scattering,2005,0
Kenosha,Paddock Lake,Village,Wards 1 - 5,234,Ann W Bradley,Liberal,2005,237
Kenosha,Paddock Lake,Village,Wards 1 - 5,3,Scattering,Scattering,2005,237
Kenosha,Pleasant Prairie,Village,Wards 1 - 3,337,Ann W Bradley,Liberal,2005,340
Kenosha,Pleasant Prairie,Village,Wards 1 - 3,3,Scattering,Scattering,2005,340
Kenosha,Pleasant Prairie,Village,Wards 4 & 5,230,Ann W Bradley,Liberal,2005,232
Kenosha,Pleasant Prairie,Village,Wards 4 & 5,2,Scattering,Scattering,2005,232
Kenosha,Pleasant Prairie,Village,Wards 6 & 7,363,Ann W Bradley,Liberal,2005,368
Kenosha,Pleasant Prairie,Village,Wards 6 & 7,5,Scattering,Scattering,2005,368
Kenosha,Pleasant Prairie,Village,Wards 8 - 10,495,Ann W Bradley,Liberal,2005,496
Kenosha,Pleasant Prairie,Village,Wards 8 - 10,1,Scattering,Scattering,2005,496
Kenosha,Pleasant Prairie,Village,Ward 11,0,Ann W Bradley,Liberal,2005,0
Kenosha,Pleasant Prairie,Village,Ward 11,0,Scattering,Scattering,2005,0
Kenosha,Pleasant Prairie,Village,Wards 12 & 13,337,Ann W Bradley,Liberal,2005,338
Kenosha,Pleasant Prairie,Village,Wards 12 & 13,1,Scattering,Scattering,2005,338
Kenosha,Silver Lake,Village,Wards 1 - 3,280,Ann W Bradley,Liberal,2005,285
Kenosha,Silver Lake,Village,Wards 1 - 3,5,Scattering,Scattering,2005,285
Kenosha,Twin Lakes,Village,Wards 1 - 7,821,Ann W Bradley,Liberal,2005,826
Kenosha,Twin Lakes,Village,Wards 1 - 7,5,Scattering,Scattering,2005,826
Kenosha,Kenosha,City,Ward 1,114,Ann W Bradley,Liberal,2005,114
Kenosha,Kenosha,City,Ward 1,0,Scattering,Scattering,2005,114
Kenosha,Kenosha,City,Ward 2,122,Ann W Bradley,Liberal,2005,122
Kenosha,Kenosha,City,Ward 2,0,Scattering,Scattering,2005,122
Kenosha,Kenosha,City,Ward 3,101,Ann W Bradley,Liberal,2005,101
Kenosha,Kenosha,City,Ward 3,0,Scattering,Scattering,2005,101
Kenosha,Kenosha,City,Ward 4,192,Ann W Bradley,Liberal,2005,192
Kenosha,Kenosha,City,Ward 4,0,Scattering,Scattering,2005,192
Kenosha,Kenosha,City,Ward 5,318,Ann W Bradley,Liberal,2005,319
Kenosha,Kenosha,City,Ward 5,1,Scattering,Scattering,2005,319
Kenosha,Kenosha,City,Ward 6,180,Ann W Bradley,Liberal,2005,180
Kenosha,Kenosha,City,Ward 6,0,Scattering,Scattering,2005,180
Kenosha,Kenosha,City,Ward 7,199,Ann W Bradley,Liberal,2005,199
Kenosha,Kenosha,City,Ward 7,0,Scattering,Scattering,2005,199
Kenosha,Kenosha,City,Ward 8,206,Ann W Bradley,Liberal,2005,206
Kenosha,Kenosha,City,Ward 8,0,Scattering,Scattering,2005,206
Kenosha,Kenosha,City,Ward 9,269,Ann W Bradley,Liberal,2005,269
Kenosha,Kenosha,City,Ward 9,0,Scattering,Scattering,2005,269
Kenosha,Kenosha,City,Ward 10,165,Ann W Bradley,Liberal,2005,165
Kenosha,Kenosha,City,Ward 10,0,Scattering,Scattering,2005,165
Kenosha,Kenosha,City,Ward 11,187,Ann W Bradley,Liberal,2005,187
Kenosha,Kenosha,City,Ward 11,0,Scattering,Scattering,2005,187
Kenosha,Kenosha,City,Ward 12,121,Ann W Bradley,Liberal,2005,121
Kenosha,Kenosha,City,Ward 12,0,Scattering,Scattering,2005,121
Kenosha,Kenosha,City,Ward 13,57,Ann W Bradley,Liberal,2005,57
Kenosha,Kenosha,City,Ward 13,0,Scattering,Scattering,2005,57
Kenosha,Kenosha,City,Ward 14,25,Ann W Bradley,Liberal,2005,25
Kenosha,Kenosha,City,Ward 14,0,Scattering,Scattering,2005,25
