county,municipality,ctv,reporting_unit,votes,candidate,party,year,total_votes
Milwaukee,Milwaukee,City,Ward 284,71,Ann W Bradley,Liberal,2005,71
Milwaukee,Milwaukee,City,Ward 284,0,Scattering,Scattering,2005,71
Milwaukee,Milwaukee,City,Ward 285,107,Ann W Bradley,Liberal,2005,111
Milwaukee,Milwaukee,City,Ward 285,4,Scattering,Scattering,2005,111
Milwaukee,Milwaukee,City,Ward 286,78,Ann W Bradley,Liberal,2005,79
Milwaukee,Milwaukee,City,Ward 286,1,Scattering,Scattering,2005,79
Milwaukee,Milwaukee,City,Ward 287,66,Ann W Bradley,Liberal,2005,66
Milwaukee,Milwaukee,City,Ward 287,0,Scattering,Scattering,2005,66
Milwaukee,Milwaukee,City,Ward 288,52,Ann W Bradley,Liberal,2005,52
Milwaukee,Milwaukee,City,Ward 288,0,Scattering,Scattering,2005,52
Milwaukee,Milwaukee,City,Ward 289,97,Ann W Bradley,Liberal,2005,98
Milwaukee,Milwaukee,City,Ward 289,1,Scattering,Scattering,2005,98
Milwaukee,Milwaukee,City,Ward 290,20,Ann W Bradley,Liberal,2005,20
Milwaukee,Milwaukee,City,Ward 290,0,Scattering,Scattering,2005,20
Milwaukee,Milwaukee,City,Ward 291,19,Ann W Bradley,Liberal,2005,20
Milwaukee,Milwaukee,City,Ward 291,1,Scattering,Scattering,2005,20
Milwaukee,Milwaukee,City,Ward 292,33,Ann W Bradley,Liberal,2005,33
Milwaukee,Milwaukee,City,Ward 292,0,Scattering,Scattering,2005,33
Milwaukee,Milwaukee,City,Ward 293,15,Ann W Bradley,Liberal,2005,15
Milwaukee,Milwaukee,City,Ward 293,0,Scattering,Scattering,2005,15
Milwaukee,Milwaukee,City,Ward 294,10,Ann W Bradley,Liberal,2005,10
Milwaukee,Milwaukee,City,Ward 294,0,Scattering,Scattering,2005,10
Milwaukee,Milwaukee,City,Ward 295,36,Ann W Bradley,Liberal,2005,38
Milwaukee,Milwaukee,City,Ward 295,2,Scattering,Scattering,2005,38
Milwaukee,Milwaukee,City,Ward 296,59,Ann W Bradley,Liberal,2005,61
Milwaukee,Milwaukee,City,Ward 296,2,Scattering,Scattering,2005,61
Milwaukee,Milwaukee,City,Ward 297,21,Ann W Bradley,Liberal,2005,22
Milwaukee,Milwaukee,City,Ward 297,1,Scattering,Scattering,2005,22
Milwaukee,Milwaukee,City,Ward 298,19,Ann W Bradley,Liberal,2005,19
Milwaukee,Milwaukee,City,Ward 298,0,Scattering,Scattering,2005,19
Milwaukee,Milwaukee,City,Ward 299,31,Ann W Bradley,Liberal,2005,33
Milwaukee,Milwaukee,City,Ward 299,2,Scattering,Scattering,2005,33
Milwaukee,Milwaukee,City,Ward 300,22,Ann W Bradley,Liberal,2005,22
Milwaukee,Milwaukee,City,Ward 300,0,Scattering,Scattering,2005,22
Milwaukee,Milwaukee,City,Ward 301,15,Ann W Bradley,Liberal,2005,15
Milwaukee,Milwaukee,City,Ward 301,0,Scattering,Scattering,2005,15
Milwaukee,Milwaukee,City,Ward 302,38,Ann W Bradley,Liberal,2005,38
Milwaukee,Milwaukee,City,Ward 302,0,Scattering,Scattering,2005,38
Milwaukee,Milwaukee,City,Ward 303,43,Ann W Bradley,Liberal,2005,43
Milwaukee,Milwaukee,City,Ward 303,0,Scattering,Scattering,2005,43
Milwaukee,Milwaukee,City,Ward 304,34,Ann W Bradley,Liberal,2005,34
Milwaukee,Milwaukee,City,Ward 304,0,Scattering,Scattering,2005,34
Milwaukee,Milwaukee,City,Ward 305,39,Ann W Bradley,Liberal,2005,41
Milwaukee,Milwaukee,City,Ward 305,2,Scattering,Scattering,2005,41
Milwaukee,Milwaukee,City,Ward 306,18,Ann W Bradley,Liberal,2005,18
Milwaukee,Milwaukee,City,Ward 306,0,Scattering,Scattering,2005,18
Milwaukee,Milwaukee,City,Ward 307,40,Ann W Bradley,Liberal,2005,40
Milwaukee,Milwaukee,City,Ward 307,0,Scattering,Scattering,2005,40
Milwaukee,Milwaukee,City,Ward 308,10,Ann W Bradley,Liberal,2005,11
Milwaukee,Milwaukee,City,Ward 308,1,Scattering,Scattering,2005,11
Milwaukee,Milwaukee,City,Ward 309,37,Ann W Bradley,Liberal,2005,37
Milwaukee,Milwaukee,City,Ward 309,0,Scattering,Scattering,2005,37
Milwaukee,Milwaukee,City,Ward 310,21,Ann W Bradley,Liberal,2005,21
Milwaukee,Milwaukee,City,Ward 310,0,Scattering,Scattering,2005,21
Milwaukee,Milwaukee,City,Ward 311,13,Ann W Bradley,Liberal,2005,13
Milwaukee,Milwaukee,City,Ward 311,0,Scattering,Scattering,2005,13
Milwaukee,Milwaukee,City,Ward 312,10,Ann W Bradley,Liberal,2005,10
Milwaukee,Milwaukee,City,Ward 312,0,Scattering,Scattering,2005,10
Milwaukee,Milwaukee,City,Ward 313,52,Ann W Bradley,Liberal,2005,53
Milwaukee,Milwaukee,City,Ward 313,1,Scattering,Scattering,2005,53
Milwaukee,Milwaukee,City,Ward 314,27,Ann W Bradley,Liberal,2005,28
Milwaukee,Milwaukee,City,Ward 314,1,Scattering,Scattering,2005,28
Milwaukee,Oak Creek,City,Wards 1 - 3,117,Ann W Bradley,Liberal,2005,119
Milwaukee,Oak Creek,City,Wards 1 - 3,2,Scattering,Scattering,2005,119
Milwaukee,Oak Creek,City,Wards 4 - 6,116,Ann W Bradley,Liberal,2005,118
Milwaukee,Oak Creek,City,Wards 4 - 6,2,Scattering,Scattering,2005,118
Milwaukee,Oak Creek,City,Wards 7 - 9,173,Ann W Bradley,Liberal,2005,173
Milwaukee,Oak Creek,City,Wards 7 - 9,0,Scattering,Scattering,2005,173
Milwaukee,Oak Creek,City,Wards 10 - 12,186,Ann W Bradley,Liberal,2005,188
Milwaukee,Oak Creek,City,Wards 10 - 12,2,Scattering,Scattering,2005,188
Milwaukee,Oak Creek,City,Wards 13 - 15,137,Ann W Bradley,Liberal,2005,140
Milwaukee,Oak Creek,City,Wards 13 - 15,3,Scattering,Scattering,2005,140
Milwaukee,Oak Creek,City,Wards 16 - 18,112,Ann W Bradley,Liberal,2005,116
Milwaukee,Oak Creek,City,Wards 16 - 18,4,Scattering,Scattering,2005,116
Milwaukee,St Francis,City,Wards 1 - 4,117,Ann W Bradley,Liberal,2005,119
Milwaukee,St Francis,City,Wards 1 - 4,2,Scattering,Scattering,2005,119
Milwaukee,St Francis,City,Wards 5 - 8,193,Ann W Bradley,Liberal,2005,195
Milwaukee,St Francis,City,Wards 5 - 8,2,Scattering,Scattering,2005,195
Milwaukee,St Francis,City,Wards 9 - 12,292,Ann W Bradley,Liberal,2005,296
Milwaukee,St Francis,City,Wards 9 - 12,4,Scattering,Scattering,2005,296
Milwaukee,South Milwaukee,City,Wards 1 & 2,345,Ann W Bradley,Liberal,2005,347
Milwaukee,South Milwaukee,City,Wards 1 & 2,2,Scattering,Scattering,2005,347
Milwaukee,South Milwaukee,City,Wards 3 & 4,132,Ann W Bradley,Liberal,2005,136
Milwaukee,South Milwaukee,City,Wards 3 & 4,4,Scattering,Scattering,2005,136
Milwaukee,South Milwaukee,City,Wards 5 & 6,189,Ann W Bradley,Liberal,2005,191
Milwaukee,South Milwaukee,City,Wards 5 & 6,2,Scattering,Scattering,2005,191
Milwaukee,South Milwaukee,City,Wards 7 & 8,147,Ann W Bradley,Liberal,2005,148
Milwaukee,South Milwaukee,City,Wards 7 & 8,1,Scattering,Scattering,2005,148
Milwaukee,South Milwaukee,City,Wards 9 & 10,243,Ann W Bradley,Liberal,2005,244
Milwaukee,South Milwaukee,City,Wards 9 & 10,1,Scattering,Scattering,2005,244
Milwaukee,South Milwaukee,City,Wards 11 & 12,182,Ann W Bradley,Liberal,2005,183
Milwaukee,South Milwaukee,City,Wards 11 & 12,1,Scattering,Scattering,2005,183
Milwaukee,South Milwaukee,City,Wards 13 & 14,206,Ann W Bradley,Liberal,2005,206
Milwaukee,South Milwaukee,City,Wards 13 & 14,0,Scattering,Scattering,2005,206
Milwaukee,South Milwaukee,City,Wards 15 & 16,255,Ann W Bradley,Liberal,2005,256
Milwaukee,South Milwaukee,City,Wards 15 & 16,1,Scattering,Scattering,2005,256
Milwaukee,Wauwatosa,City,Ward 1,213,Ann W Bradley,Liberal,2005,217
Milwaukee,Wauwatosa,City,Ward 1,4,Scattering,Scattering,2005,217
Milwaukee,Wauwatosa,City,Ward 2,193,Ann W Bradley,Liberal,2005,196
Milwaukee,Wauwatosa,City,Ward 2,3,Scattering,Scattering,2005,196
Milwaukee,Wauwatosa,City,Ward 3,181,Ann W Bradley,Liberal,2005,182
Milwaukee,Wauwatosa,City,Ward 3,1,Scattering,Scattering,2005,182
Milwaukee,Wauwatosa,City,Ward 4,369,Ann W Bradley,Liberal,2005,376
Milwaukee,Wauwatosa,City,Ward 4,7,Scattering,Scattering,2005,376
Milwaukee,Wauwatosa,City,Ward 5,286,Ann W Bradley,Liberal,2005,288
Milwaukee,Wauwatosa,City,Ward 5,2,Scattering,Scattering,2005,288
Milwaukee,Wauwatosa,City,Ward 6,136,Ann W Bradley,Liberal,2005,138
Milwaukee,Wauwatosa,City,Ward 6,2,Scattering,Scattering,2005,138
Milwaukee,Wauwatosa,City,Ward 7,384,Ann W Bradley,Liberal,2005,387
Milwaukee,Wauwatosa,City,Ward 7,3,Scattering,Scattering,2005,387
Milwaukee,Wauwatosa,City,Ward 8,110,Ann W Bradley,Liberal,2005,111
Milwaukee,Wauwatosa,City,Ward 8,1,Scattering,Scattering,2005,111
Milwaukee,Wauwatosa,City,Ward 9,190,Ann W Bradley,Liberal,2005,192
Milwaukee,Wauwatosa,City,Ward 9,2,Scattering,Scattering,2005,192
Milwaukee,Wauwatosa,City,Ward 10,227,Ann W Bradley,Liberal,2005,228
Milwaukee,Wauwatosa,City,Ward 10,1,Scattering,Scattering,2005,228
Milwaukee,Wauwatosa,City,Ward 11,207,Ann W Bradley,Liberal,2005,208
Milwaukee,Wauwatosa,City,Ward 11,1,Scattering,Scattering,2005,208
Milwaukee,Wauwatosa,City,Ward 12,320,Ann W Bradley,Liberal,2005,324
Milwaukee,Wauwatosa,City,Ward 12,4,Scattering,Scattering,2005,324
Milwaukee,Wauwatosa,City,Ward 13,89,Ann W Bradley,Liberal,2005,89
Milwaukee,Wauwatosa,City,Ward 13,0,Scattering,Scattering,2005,89
Milwaukee,Wauwatosa,City,Ward 14,210,Ann W Bradley,Liberal,2005,211
Milwaukee,Wauwatosa,City,Ward 14,1,Scattering,Scattering,2005,211
Milwaukee,Wauwatosa,City,Ward 15,186,Ann W Bradley,Liberal,2005,188
Milwaukee,Wauwatosa,City,Ward 15,2,Scattering,Scattering,2005,188
Milwaukee,Wauwatosa,City,Ward 16,293,Ann W Bradley,Liberal,2005,294
Milwaukee,Wauwatosa,City,Ward 16,1,Scattering,Scattering,2005,294
Milwaukee,Wauwatosa,City,Ward 17,270,Ann W Bradley,Liberal,2005,271
Milwaukee,Wauwatosa,City,Ward 17,1,Scattering,Scattering,2005,271
Milwaukee,Wauwatosa,City,Ward 18,167,Ann W Bradley,Liberal,2005,170
Milwaukee,Wauwatosa,City,Ward 18,3,Scattering,Scattering,2005,170
Milwaukee,Wauwatosa,City,Ward 19,300,Ann W Bradley,Liberal,2005,301
Milwaukee,Wauwatosa,City,Ward 19,1,Scattering,Scattering,2005,301
Milwaukee,Wauwatosa,City,Ward 20,345,Ann W Bradley,Liberal,2005,350
Milwaukee,Wauwatosa,City,Ward 20,5,Scattering,Scattering,2005,350
Milwaukee,Wauwatosa,City,Ward 21,85,Ann W Bradley,Liberal,2005,87
Milwaukee,Wauwatosa,City,Ward 21,2,Scattering,Scattering,2005,87
Milwaukee,Wauwatosa,City,Ward 22,232,Ann W Bradley,Liberal,2005,234
Milwaukee,Wauwatosa,City,Ward 22,2,Scattering,Scattering,2005,234
Milwaukee,Wauwatosa,City,Ward 23,202,Ann W Bradley,Liberal,2005,203
Milwaukee,Wauwatosa,City,Ward 23,1,Scattering,Scattering,2005,203
Milwaukee,Wauwatosa,City,Ward 24,217,Ann W Bradley,Liberal,2005,217
Milwaukee,Wauwatosa,City,Ward 24,0,Scattering,Scattering,2005,217
Milwaukee,West Allis,City,Ward 1,70,Ann W Bradley,Liberal,2005,70
Milwaukee,West Allis,City,Ward 1,0,Scattering,Scattering,2005,70
Milwaukee,West Allis,City,Ward 2,59,Ann W Bradley,Liberal,2005,60
Milwaukee,West Allis,City,Ward 2,1,Scattering,Scattering,2005,60
Milwaukee,West Allis,City,Ward 3,54,Ann W Bradley,Liberal,2005,54
Milwaukee,West Allis,City,Ward 3,0,Scattering,Scattering,2005,54
Milwaukee,West Allis,City,Ward 4,59,Ann W Bradley,Liberal,2005,61
Milwaukee,West Allis,City,Ward 4,2,Scattering,Scattering,2005,61
Milwaukee,West Allis,City,Ward 5,52,Ann W Bradley,Liberal,2005,52
Milwaukee,West Allis,City,Ward 5,0,Scattering,Scattering,2005,52
Milwaukee,West Allis,City,Ward 6,61,Ann W Bradley,Liberal,2005,61
Milwaukee,West Allis,City,Ward 6,0,Scattering,Scattering,2005,61
Milwaukee,West Allis,City,Ward 7,81,Ann W Bradley,Liberal,2005,81
Milwaukee,West Allis,City,Ward 7,0,Scattering,Scattering,2005,81
Milwaukee,West Allis,City,Ward 8,67,Ann W Bradley,Liberal,2005,68
Milwaukee,West Allis,City,Ward 8,1,Scattering,Scattering,2005,68
Milwaukee,West Allis,City,Ward 9,40,Ann W Bradley,Liberal,2005,41
Milwaukee,West Allis,City,Ward 9,1,Scattering,Scattering,2005,41
Milwaukee,West Allis,City,Ward 10,65,Ann W Bradley,Liberal,2005,66
Milwaukee,West Allis,City,Ward 10,1,Scattering,Scattering,2005,66
Milwaukee,West Allis,City,Ward 11,65,Ann W Bradley,Liberal,2005,66
Milwaukee,West Allis,City,Ward 11,1,Scattering,Scattering,2005,66
Milwaukee,West Allis,City,Ward 12,43,Ann W Bradley,Liberal,2005,45
Milwaukee,West Allis,City,Ward 12,2,Scattering,Scattering,2005,45
Milwaukee,West Allis,City,Ward 13,75,Ann W Bradley,Liberal,2005,75
Milwaukee,West Allis,City,Ward 13,0,Scattering,Scattering,2005,75
Milwaukee,West Allis,City,Ward 14,57,Ann W Bradley,Liberal,2005,58
Milwaukee,West Allis,City,Ward 14,1,Scattering,Scattering,2005,58
Milwaukee,West Allis,City,Ward 15,72,Ann W Bradley,Liberal,2005,73
Milwaukee,West Allis,City,Ward 15,1,Scattering,Scattering,2005,73
Milwaukee,West Allis,City,Ward 16,57,Ann W Bradley,Liberal,2005,59
Milwaukee,West Allis,City,Ward 16,2,Scattering,Scattering,2005,59
Milwaukee,West Allis,City,Ward 17,86,Ann W Bradley,Liberal,2005,87
Milwaukee,West Allis,City,Ward 17,1,Scattering,Scattering,2005,87
Milwaukee,West Allis,City,Ward 18,88,Ann W Bradley,Liberal,2005,91
Milwaukee,West Allis,City,Ward 18,3,Scattering,Scattering,2005,91
Milwaukee,West Allis,City,Ward 19,89,Ann W Bradley,Liberal,2005,89
Milwaukee,West Allis,City,Ward 19,0,Scattering,Scattering,2005,89
Milwaukee,West Allis,City,Ward 20,43,Ann W Bradley,Liberal,2005,44
Milwaukee,West Allis,City,Ward 20,1,Scattering,Scattering,2005,44
Milwaukee,West Allis,City,Ward 21,53,Ann W Bradley,Liberal,2005,54
Milwaukee,West Allis,City,Ward 21,1,Scattering,Scattering,2005,54
Milwaukee,West Allis,City,Ward 22,90,Ann W Bradley,Liberal,2005,92
Milwaukee,West Allis,City,Ward 22,2,Scattering,Scattering,2005,92
Milwaukee,West Allis,City,Ward 23,89,Ann W Bradley,Liberal,2005,89
Milwaukee,West Allis,City,Ward 23,0,Scattering,Scattering,2005,89
Milwaukee,West Allis,City,Ward 24,67,Ann W Bradley,Liberal,2005,68
Milwaukee,West Allis,City,Ward 24,1,Scattering,Scattering,2005,68
Milwaukee,West Allis,City,Ward 25,155,Ann W Bradley,Liberal,2005,156
Milwaukee,West Allis,City,Ward 25,1,Scattering,Scattering,2005,156
Milwaukee,West Allis,City,Ward 26,107,Ann W Bradley,Liberal,2005,107
Milwaukee,West Allis,City,Ward 26,0,Scattering,Scattering,2005,107
Milwaukee,West Allis,City,Ward 27,69,Ann W Bradley,Liberal,2005,69
Milwaukee,West Allis,City,Ward 27,0,Scattering,Scattering,2005,69
Milwaukee,West Allis,City,Ward 28,75,Ann W Bradley,Liberal,2005,75
Milwaukee,West Allis,City,Ward 28,0,Scattering,Scattering,2005,75
Milwaukee,West Allis,City,Ward 29,91,Ann W Bradley,Liberal,2005,92
Milwaukee,West Allis,City,Ward 29,1,Scattering,Scattering,2005,92
Milwaukee,West Allis,City,Ward 30,127,Ann W Bradley,Liberal,2005,128
Milwaukee,West Allis,City,Ward 30,1,Scattering,Scattering,2005,128
Milwaukee,West Allis,City,Ward 31,60,Ann W Bradley,Liberal,2005,60
Milwaukee,West Allis,City,Ward 31,0,Scattering,Scattering,2005,60
Milwaukee,West Allis,City,Ward 32,36,Ann W Bradley,Liberal,2005,37
Milwaukee,West Allis,City,Ward 32,1,Scattering,Scattering,2005,37
Milwaukee,West Allis,City,Ward 33,77,Ann W Bradley,Liberal,2005,77
Milwaukee,West Allis,City,Ward 33,0,Scattering,Scattering,2005,77
Milwaukee,West Allis,City,Ward 34,0,Ann W Bradley,Liberal,2005,0
Milwaukee,West Allis,City,Ward 34,0,Scattering,Scattering,2005,0
Milwaukee,West Allis,City,Ward 35,31,Ann W Bradley,Liberal,2005,31
Milwaukee,West Allis,City,Ward 35,0,Scattering,Scattering,2005,31
Monroe,Adrian,Town,Ward 1,99,Ann W Bradley,Liberal,2005,99
Monroe,Adrian,Town,Ward 1,0,Scattering,Scattering,2005,99
Monroe,Angelo,Town,Wards 1 - 3,59,Ann W Bradley,Liberal,2005,59
Monroe,Angelo,Town,Wards 1 - 3,0,Scattering,Scattering,2005,59
Monroe,Byron,Town,Wards 1 & 2,108,Ann W Bradley,Liberal,2005,108
Monroe,Byron,Town,Wards 1 & 2,0,Scattering,Scattering,2005,108
Monroe,Clifton,Town,Ward 1,62,Ann W Bradley,Liberal,2005,62
Monroe,Clifton,Town,Ward 1,0,Scattering,Scattering,2005,62
Monroe,Glendale,Town,Ward 1,39,Ann W Bradley,Liberal,2005,39
Monroe,Glendale,Town,Ward 1,0,Scattering,Scattering,2005,39
Monroe,Grant,Town,Ward 1,45,Ann W Bradley,Liberal,2005,45
Monroe,Grant,Town,Ward 1,0,Scattering,Scattering,2005,45
Monroe,Greenfield,Town,Ward 1,79,Ann W Bradley,Liberal,2005,79
Monroe,Greenfield,Town,Ward 1,0,Scattering,Scattering,2005,79
Monroe,Jefferson,Town,Ward 1,81,Ann W Bradley,Liberal,2005,81
Monroe,Jefferson,Town,Ward 1,0,Scattering,Scattering,2005,81
Monroe,Lafayette,Town,Wards 1 & 2,38,Ann W Bradley,Liberal,2005,38
Monroe,Lafayette,Town,Wards 1 & 2,0,Scattering,Scattering,2005,38
Monroe,La Grange,Town,Wards 1 - 3,219,Ann W Bradley,Liberal,2005,219
Monroe,La Grange,Town,Wards 1 - 3,0,Scattering,Scattering,2005,219
Monroe,Leon,Town,Ward 1,76,Ann W Bradley,Liberal,2005,76
Monroe,Leon,Town,Ward 1,0,Scattering,Scattering,2005,76
Monroe,Lincoln,Town,Ward 1,58,Ann W Bradley,Liberal,2005,58
Monroe,Lincoln,Town,Ward 1,0,Scattering,Scattering,2005,58
Monroe,Little Falls,Town,Wards 1 & 2,123,Ann W Bradley,Liberal,2005,124
Monroe,Little Falls,Town,Wards 1 & 2,1,Scattering,Scattering,2005,124
Monroe,New Lyme,Town,Ward 1,20,Ann W Bradley,Liberal,2005,20
Monroe,New Lyme,Town,Ward 1,0,Scattering,Scattering,2005,20
Monroe,Oakdale,Town,Ward 1,48,Ann W Bradley,Liberal,2005,48
Monroe,Oakdale,Town,Ward 1,0,Scattering,Scattering,2005,48
Monroe,Portland,Town,Ward 1,100,Ann W Bradley,Liberal,2005,100
Monroe,Portland,Town,Ward 1,0,Scattering,Scattering,2005,100
Monroe,Ridgeville,Town,Ward 1,130,Ann W Bradley,Liberal,2005,130
Monroe,Ridgeville,Town,Ward 1,0,Scattering,Scattering,2005,130
Monroe,Scott,Town,Ward 1,15,Ann W Bradley,Liberal,2005,15
Monroe,Scott,Town,Ward 1,0,Scattering,Scattering,2005,15
Monroe,Sheldon,Town,Ward 1,20,Ann W Bradley,Liberal,2005,20
Monroe,Sheldon,Town,Ward 1,0,Scattering,Scattering,2005,20
Monroe,Sparta,Town,Wards 1 - 4,222,Ann W Bradley,Liberal,2005,222
Monroe,Sparta,Town,Wards 1 - 4,0,Scattering,Scattering,2005,222
Monroe,Tomah,Town,Wards 1 & 2,138,Ann W Bradley,Liberal,2005,138
Monroe,Tomah,Town,Wards 1 & 2,0,Scattering,Scattering,2005,138
Monroe,Wellington,Town,Wards 1 & 2,41,Ann W Bradley,Liberal,2005,41
Monroe,Wellington,Town,Wards 1 & 2,0,Scattering,Scattering,2005,41
Monroe,Wells,Town,Ward 1,112,Ann W Bradley,Liberal,2005,112
Monroe,Wells,Town,Ward 1,0,Scattering,Scattering,2005,112
Monroe,Wilton,Town,Wards 1 - 3,95,Ann W Bradley,Liberal,2005,95
Monroe,Wilton,Town,Wards 1 - 3,0,Scattering,Scattering,2005,95
Monroe,Cashton,Village,Wards 1 & 2,155,Ann W Bradley,Liberal,2005,156
Monroe,Cashton,Village,Wards 1 & 2,1,Scattering,Scattering,2005,156
Monroe,Kendall,Village,Ward 1,49,Ann W Bradley,Liberal,2005,49
Monroe,Kendall,Village,Ward 1,0,Scattering,Scattering,2005,49
Monroe,Melvina,Village,Ward 1,14,Ann W Bradley,Liberal,2005,14
Monroe,Melvina,Village,Ward 1,0,Scattering,Scattering,2005,14
Monroe,Norwalk,Village,Ward 1,111,Ann W Bradley,Liberal,2005,111
Monroe,Norwalk,Village,Ward 1,0,Scattering,Scattering,2005,111
Monroe,Oakdale,Village,Ward 1,44,Ann W Bradley,Liberal,2005,44
Monroe,Oakdale,Village,Ward 1,0,Scattering,Scattering,2005,44
Monroe,Warrens,Village,Ward 1,24,Ann W Bradley,Liberal,2005,24
Monroe,Warrens,Village,Ward 1,0,Scattering,Scattering,2005,24
Monroe,Wilton,Village,Ward 1,69,Ann W Bradley,Liberal,2005,69
Monroe,Wilton,Village,Ward 1,0,Scattering,Scattering,2005,69
Monroe,Wyeville,Village,Ward 1,13,Ann W Bradley,Liberal,2005,13
Monroe,Wyeville,Village,Ward 1,0,Scattering,Scattering,2005,13
Monroe,Sparta,City,Wards 1 & 2,165,Ann W Bradley,Liberal,2005,166
Monroe,Sparta,City,Wards 1 & 2,1,Scattering,Scattering,2005,166
Monroe,Sparta,City,Ward 3,65,Ann W Bradley,Liberal,2005,65
Monroe,Sparta,City,Ward 3,0,Scattering,Scattering,2005,65
Monroe,Sparta,City,Ward 4,41,Ann W Bradley,Liberal,2005,41
Monroe,Sparta,City,Ward 4,0,Scattering,Scattering,2005,41
Monroe,Sparta,City,Ward 5,79,Ann W Bradley,Liberal,2005,79
Monroe,Sparta,City,Ward 5,0,Scattering,Scattering,2005,79
Monroe,Sparta,City,Ward 6,39,Ann W Bradley,Liberal,2005,40
Monroe,Sparta,City,Ward 6,1,Scattering,Scattering,2005,40
Monroe,Sparta,City,Wards 7 & 8,132,Ann W Bradley,Liberal,2005,133
Monroe,Sparta,City,Wards 7 & 8,1,Scattering,Scattering,2005,133
Monroe,Sparta,City,Ward 9,22,Ann W Bradley,Liberal,2005,23
Monroe,Sparta,City,Ward 9,1,Scattering,Scattering,2005,23
Monroe,Sparta,City,Ward 10,48,Ann W Bradley,Liberal,2005,49
Monroe,Sparta,City,Ward 10,1,Scattering,Scattering,2005,49
Monroe,Sparta,City,Wards 11 & 12,151,Ann W Bradley,Liberal,2005,153
Monroe,Sparta,City,Wards 11 & 12,2,Scattering,Scattering,2005,153
Monroe,Sparta,City,Ward 13,83,Ann W Bradley,Liberal,2005,83
Monroe,Sparta,City,Ward 13,0,Scattering,Scattering,2005,83
Monroe,Sparta,City,Ward 14,19,Ann W Bradley,Liberal,2005,19
Monroe,Sparta,City,Ward 14,0,Scattering,Scattering,2005,19
Monroe,Sparta,City,Ward 15,23,Ann W Bradley,Liberal,2005,23
Monroe,Sparta,City,Ward 15,0,Scattering,Scattering,2005,23
Monroe,Sparta,City,Wards 16 & 17,195,Ann W Bradley,Liberal,2005,198
Monroe,Sparta,City,Wards 16 & 17,3,Scattering,Scattering,2005,198
Monroe,Tomah,City,Wards 1 & 2,48,Ann W Bradley,Liberal,2005,48
Monroe,Tomah,City,Wards 1 & 2,0,Scattering,Scattering,2005,48
Monroe,Tomah,City,"Wards 3 - 6, 9, 10, 15 & 16",359,Ann W Bradley,Liberal,2005,361
Monroe,Tomah,City,"Wards 3 - 6, 9, 10, 15 & 16",2,Scattering,Scattering,2005,361
Monroe,Tomah,City,Wards 7 & 8,94,Ann W Bradley,Liberal,2005,94
Monroe,Tomah,City,Wards 7 & 8,0,Scattering,Scattering,2005,94
Monroe,Tomah,City,Wards 11 & 12,102,Ann W Bradley,Liberal,2005,102
Monroe,Tomah,City,Wards 11 & 12,0,Scattering,Scattering,2005,102
Monroe,Tomah,City,Wards 13 & 14,130,Ann W Bradley,Liberal,2005,130
Monroe,Tomah,City,Wards 13 & 14,0,Scattering,Scattering,2005,130
Oconto,Abrams,Town,Wards 1 - 4,108,Ann W Bradley,Liberal,2005,108
Oconto,Abrams,Town,Wards 1 - 4,0,Scattering,Scattering,2005,108
Oconto,Bagley,Town,Ward 1,39,Ann W Bradley,Liberal,2005,39
Oconto,Bagley,Town,Ward 1,0,Scattering,Scattering,2005,39
Oconto,Brazeau,Town,Wards 1 - 3,88,Ann W Bradley,Liberal,2005,89
Oconto,Brazeau,Town,Wards 1 - 3,1,Scattering,Scattering,2005,89
Oconto,Breed,Town,Ward 1,99,Ann W Bradley,Liberal,2005,99
Oconto,Breed,Town,Ward 1,0,Scattering,Scattering,2005,99
Oconto,Chase,Town,Wards 1 - 4,317,Ann W Bradley,Liberal,2005,318
Oconto,Chase,Town,Wards 1 - 4,1,Scattering,Scattering,2005,318
Oconto,Doty,Town,Wards 1 & 2,43,Ann W Bradley,Liberal,2005,43
Oconto,Doty,Town,Wards 1 & 2,0,Scattering,Scattering,2005,43
Oconto,Gillett,Town,Wards 1 & 2,180,Ann W Bradley,Liberal,2005,180
Oconto,Gillett,Town,Wards 1 & 2,0,Scattering,Scattering,2005,180
Oconto,How,Town,Wards 1 - 3,52,Ann W Bradley,Liberal,2005,52
Oconto,How,Town,Wards 1 - 3,0,Scattering,Scattering,2005,52
Oconto,Lakewood,Town,Ward 1,168,Ann W Bradley,Liberal,2005,168
Oconto,Lakewood,Town,Ward 1,0,Scattering,Scattering,2005,168
Oconto,Lena,Town,Wards 1 & 2,110,Ann W Bradley,Liberal,2005,110
Oconto,Lena,Town,Wards 1 & 2,0,Scattering,Scattering,2005,110
Oconto,Little River,Town,Wards 1 & 2,189,Ann W Bradley,Liberal,2005,189
Oconto,Little River,Town,Wards 1 & 2,0,Scattering,Scattering,2005,189
Oconto,Little Suamico,Town,Wards 1 - 7,272,Ann W Bradley,Liberal,2005,273
Oconto,Little Suamico,Town,Wards 1 - 7,1,Scattering,Scattering,2005,273
Oconto,Maple Valley,Town,Wards 1 & 2,58,Ann W Bradley,Liberal,2005,58
Oconto,Maple Valley,Town,Wards 1 & 2,0,Scattering,Scattering,2005,58
Oconto,Morgan,Town,Ward 1,86,Ann W Bradley,Liberal,2005,86
Oconto,Morgan,Town,Ward 1,0,Scattering,Scattering,2005,86
Oconto,Mountain,Town,Wards 1 & 2,173,Ann W Bradley,Liberal,2005,175
