year,month,county,reporting_unit,election_type,office,party,candidate,total_votes,votes
2023,FEBRUARY,ADAMS,TOWN OF ADAMS WARDS 1-3,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,189,74
2023,FEBRUARY,ADAMS,TOWN OF BIG FLATS WARDS 1-2,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,145,50
2023,FEBRUARY,ADAMS,TOWN OF COLBURN WARD 1,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,57,13
2023,FEBRUARY,ADAMS,"TOWN OF DELL PRAIRIE WARDS 1,2",SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,213,108
2023,FEBRUARY,ADAMS,TOWN OF EASTON WARD 1,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,148,50
2023,FEBRUARY,ADAMS,TOWN OF JACKSON WARDS 1-2,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,229,88
2023,FEBRUARY,ADAMS,TOWN OF LEOLA WARD 1,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,36,10
2023,FEBRUARY,ADAMS,TOWN OF LINCOLN WARD 1,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,68,23
2023,FEBRUARY,ADAMS,TOWN OF MONROE WARD 1,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,78,27
2023,FEBRUARY,ADAMS,TOWN OF NEW CHESTER WARDS 1-3,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,88,31
2023,FEBRUARY,ADAMS,TOWN OF NEW HAVEN WARD 1,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,121,50
2023,FEBRUARY,ADAMS,TOWN OF PRESTON WARDS 1-2,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,222,61
2023,FEBRUARY,ADAMS,"TOWN OF QUINCY WARDS 1,2",SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,166,78
2023,FEBRUARY,ADAMS,TOWN OF RICHFIELD WARD 1,SPRING PRIMARY,JUSTICE OF THE SUPREME COURT,NONPARTISAN,JANET C. PROTASIEWICZ,36,10
