year,month,county,reporting_unit,election_type,office,party,candidate,total_votes,votes
2021,FEBRUARY,ADAMS,TOWN OF STRONGS PRAIRIE WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,57,21
2021,FEBRUARY,ADAMS,VILLAGE OF FRIENDSHIP WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,31,7
2021,FEBRUARY,ADAMS,CITY OF ADAMS WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,69,20
2021,FEBRUARY,ADAMS,"CITY OF WISCONSIN DELLS WARDS 5,9",SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,0,0
2021,FEBRUARY,ASHLAND,TOWN OF AGENDA WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,41,9
2021,FEBRUARY,ASHLAND,TOWN OF ASHLAND WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,30,14
2021,FEBRUARY,ASHLAND,TOWN OF CHIPPEWA WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,20,9
2021,FEBRUARY,ASHLAND,TOWN OF GINGLES WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,40,14
2021,FEBRUARY,ASHLAND,TOWN OF GORDON WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,19,4
2021,FEBRUARY,ASHLAND,TOWN OF JACOBS WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,19,9
2021,FEBRUARY,ASHLAND,TOWN OF LA POINTE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,117,42
2021,FEBRUARY,ASHLAND,TOWN OF MARENGO WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,33,14
2021,FEBRUARY,ASHLAND,TOWN OF MORSE WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,37,13
2021,FEBRUARY,ASHLAND,TOWN OF PEEKSVILLE WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,15,3
2021,FEBRUARY,ASHLAND,TOWN OF SANBORN WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,21,4
2021,FEBRUARY,ASHLAND,TOWN OF SHANAGOLDEN WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,11,6
2021,FEBRUARY,ASHLAND,TOWN OF WHITE RIVER WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,25,2
2021,FEBRUARY,ASHLAND,VILLAGE OF BUTTERNUT WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,15,10
2021,FEBRUARY,ASHLAND,"CITY OF ASHLAND WARDS 1,4-5",SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,152,68
2021,FEBRUARY,ASHLAND,"CITY OF ASHLAND WARDS 2-3,6-7",SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,114,29
2021,FEBRUARY,ASHLAND,CITY OF ASHLAND WARDS 8-11,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,141,53
2021,FEBRUARY,ASHLAND,CITY OF MELLEN WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,50,14
2021,FEBRUARY,BARRON,TOWN OF ALMENA WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,30,5
2021,FEBRUARY,BARRON,TOWN OF ARLAND WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,18,7
2021,FEBRUARY,BARRON,TOWN OF BARRON WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,24,3
2021,FEBRUARY,BARRON,TOWN OF BEAR LAKE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,32,10
2021,FEBRUARY,BARRON,TOWN OF CEDAR LAKE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,51,9
2021,FEBRUARY,BARRON,TOWN OF CHETEK WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,46,14
2021,FEBRUARY,BARRON,TOWN OF CLINTON WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,26,2
2021,FEBRUARY,BARRON,TOWN OF CRYSTAL LAKE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,28,7
2021,FEBRUARY,BARRON,TOWN OF CUMBERLAND WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,48,8
2021,FEBRUARY,BARRON,TOWN OF DALLAS WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,36,6
2021,FEBRUARY,BARRON,TOWN OF DOVRE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,31,14
2021,FEBRUARY,BARRON,TOWN OF DOYLE WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,12,3
2021,FEBRUARY,BARRON,TOWN OF LAKELAND WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,40,9
2021,FEBRUARY,BARRON,TOWN OF MAPLE GROVE WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,35,11
2021,FEBRUARY,BARRON,TOWN OF MAPLE PLAIN WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,50,6
2021,FEBRUARY,BARRON,TOWN OF OAK GROVE WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,45,10
2021,FEBRUARY,BARRON,TOWN OF PRAIRIE FARM WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,25,8
2021,FEBRUARY,BARRON,TOWN OF PRAIRIE LAKE WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,83,13
2021,FEBRUARY,BARRON,TOWN OF RICE LAKE WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,113,36
2021,FEBRUARY,BARRON,TOWN OF SIOUX CREEK WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,44,16
2021,FEBRUARY,BARRON,TOWN OF STANFOLD WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,36,9
2021,FEBRUARY,BARRON,TOWN OF STANLEY WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,105,34
2021,FEBRUARY,BARRON,TOWN OF SUMNER WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,29,7
2021,FEBRUARY,BARRON,TOWN OF TURTLE LAKE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,13,2
2021,FEBRUARY,BARRON,TOWN OF VANCE CREEK WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,24,11
2021,FEBRUARY,BARRON,VILLAGE OF ALMENA WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,22,5
2021,FEBRUARY,BARRON,VILLAGE OF CAMERON WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,34,3
2021,FEBRUARY,BARRON,VILLAGE OF DALLAS WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,16,3
2021,FEBRUARY,BARRON,VILLAGE OF HAUGEN WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,9,1
2021,FEBRUARY,BARRON,VILLAGE OF NEW AUBURN WARDS 2-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,2,0
2021,FEBRUARY,BARRON,VILLAGE OF PRAIRIE FARM WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,14,3
2021,FEBRUARY,BARRON,VILLAGE OF TURTLE LAKE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,14,7
2021,FEBRUARY,BARRON,CITY OF BARRON WARDS 1-7,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,97,9
2021,FEBRUARY,BARRON,CITY OF CHETEK WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,79,19
2021,FEBRUARY,BARRON,CITY OF CUMBERLAND WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,90,21
2021,FEBRUARY,BARRON,CITY OF RICE LAKE WARDS 1-13,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,306,109
2021,FEBRUARY,BAYFIELD,TOWN OF BARKSDALE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,52,17
2021,FEBRUARY,BAYFIELD,TOWN OF BARNES WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,51,10
2021,FEBRUARY,BAYFIELD,TOWN OF BAYFIELD WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,94,41
2021,FEBRUARY,BAYFIELD,TOWN OF BAYVIEW WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,50,27
2021,FEBRUARY,BAYFIELD,TOWN OF BELL WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,59,18
2021,FEBRUARY,BAYFIELD,TOWN OF CABLE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,73,34
2021,FEBRUARY,BAYFIELD,TOWN OF CLOVER WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,32,12
2021,FEBRUARY,BAYFIELD,TOWN OF DELTA WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,47,19
2021,FEBRUARY,BAYFIELD,TOWN OF DRUMMOND WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,54,29
2021,FEBRUARY,BAYFIELD,TOWN OF EILEEN WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,29,9
2021,FEBRUARY,BAYFIELD,TOWN OF GRAND VIEW WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,41,18
2021,FEBRUARY,BAYFIELD,TOWN OF HUGHES WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,47,16
2021,FEBRUARY,BAYFIELD,TOWN OF IRON RIVER WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,72,21
2021,FEBRUARY,BAYFIELD,TOWN OF KELLY WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,29,8
2021,FEBRUARY,BAYFIELD,TOWN OF KEYSTONE WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,17,5
2021,FEBRUARY,BAYFIELD,TOWN OF LINCOLN WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,46,15
2021,FEBRUARY,BAYFIELD,TOWN OF MASON WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,23,4
2021,FEBRUARY,BAYFIELD,TOWN OF NAMAKAGON WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,27,12
2021,FEBRUARY,BAYFIELD,TOWN OF ORIENTA WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,14,3
2021,FEBRUARY,BAYFIELD,TOWN OF OULU WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,47,20
2021,FEBRUARY,BAYFIELD,TOWN OF PILSEN WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,20,7
2021,FEBRUARY,BAYFIELD,TOWN OF PORT WING WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,52,27
2021,FEBRUARY,BAYFIELD,TOWN OF RUSSELL WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,42,16
2021,FEBRUARY,BAYFIELD,TOWN OF TRIPP WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,13,7
2021,FEBRUARY,BAYFIELD,TOWN OF WASHBURN WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,93,41
2021,FEBRUARY,BAYFIELD,VILLAGE OF MASON WARD 1,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,9,4
2021,FEBRUARY,BAYFIELD,CITY OF ASHLAND WARD 12,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,0,0
2021,FEBRUARY,BAYFIELD,CITY OF BAYFIELD WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,72,36
2021,FEBRUARY,BAYFIELD,CITY OF WASHBURN WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,204,103
2021,FEBRUARY,BROWN,TOWN OF EATON WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,71,14
2021,FEBRUARY,BROWN,TOWN OF GLENMORE WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,58,11
2021,FEBRUARY,BROWN,TOWN OF GREEN BAY WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,94,29
2021,FEBRUARY,BROWN,TOWN OF HOLLAND WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,81,17
2021,FEBRUARY,BROWN,TOWN OF HUMBOLDT WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,142,19
2021,FEBRUARY,BROWN,TOWN OF LAWRENCE WARDS 1-6,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,460,96
2021,FEBRUARY,BROWN,TOWN OF LEDGEVIEW WARDS 1-10,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,732,194
2021,FEBRUARY,BROWN,TOWN OF MORRISON WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,88,9
2021,FEBRUARY,BROWN,TOWN OF NEW DENMARK WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,84,17
2021,FEBRUARY,BROWN,TOWN OF PITTSFIELD WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,208,69
2021,FEBRUARY,BROWN,TOWN OF ROCKLAND WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,157,29
2021,FEBRUARY,BROWN,TOWN OF SCOTT WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,217,74
2021,FEBRUARY,BROWN,TOWN OF WRIGHTSTOWN WARDS 1-3,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,125,19
2021,FEBRUARY,BROWN,VILLAGE OF ALLOUEZ WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,281,107
2021,FEBRUARY,BROWN,VILLAGE OF ALLOUEZ WARDS 3-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,232,93
2021,FEBRUARY,BROWN,VILLAGE OF ALLOUEZ WARDS 5-6,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,254,86
2021,FEBRUARY,BROWN,VILLAGE OF ALLOUEZ WARDS 7-9,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,195,69
2021,FEBRUARY,BROWN,VILLAGE OF ALLOUEZ WARD 10,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,0,0
2021,FEBRUARY,BROWN,VILLAGE OF ASHWAUBENON WARDS 1-2,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,117,38
2021,FEBRUARY,BROWN,VILLAGE OF ASHWAUBENON WARDS 3-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,112,24
2021,FEBRUARY,BROWN,VILLAGE OF ASHWAUBENON WARDS 5-6,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,132,43
2021,FEBRUARY,BROWN,VILLAGE OF ASHWAUBENON WARDS 7-8,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,124,55
2021,FEBRUARY,BROWN,VILLAGE OF ASHWAUBENON WARDS 9-10,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,164,46
2021,FEBRUARY,BROWN,VILLAGE OF ASHWAUBENON WARDS 11-12,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,153,54
2021,FEBRUARY,BROWN,VILLAGE OF BELLEVUE WARDS 1-6,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,323,82
2021,FEBRUARY,BROWN,VILLAGE OF BELLEVUE WARDS 7-10,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,409,121
2021,FEBRUARY,BROWN,VILLAGE OF DENMARK WARDS 1-4,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,100,24
2021,FEBRUARY,BROWN,VILLAGE OF HOBART WARDS 1-9,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,482,138
2021,FEBRUARY,BROWN,"VILLAGE OF HOWARD WARDS 1,12-14",SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,281,42
2021,FEBRUARY,BROWN,"VILLAGE OF HOWARD WARDS 2,9-11,18",SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,491,140
2021,FEBRUARY,BROWN,"VILLAGE OF HOWARD WARDS 3-4,6",SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,142,31
2021,FEBRUARY,BROWN,VILLAGE OF HOWARD WARD 5,SPRING PRIMARY,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,34,7
