county,municipality,ctv,reporting_unit,year,office,district,con_dist,wsa_dist,wss_dist,party,candidate,votes
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,478
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,411
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,21
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,8
Brown,Green Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,1
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,342
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,275
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,2
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,23
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,8
Brown,Humboldt,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,908
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,801
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,44
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,1
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,9
Brown,Scott,Town,Wards 1 - 3,2000,president,NA,8,1,1,Scattering,Scattering,1
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,275
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,302
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,46
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,1
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,0
Door,Baileys Harbor,Town,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,282
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,188
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,12
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,5
Door,Brussels,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,2
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,117
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,109
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,2
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,19
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Claybanks,Town,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,319
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,316
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,51
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,5
Door,Egg Harbor,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,279
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,220
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,21
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Forestville,Town,Wards 1 - 3,2000,president,NA,8,1,1,Scattering,Scattering,1
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,314
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,279
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,33
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,6
Door,Gardner,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,321
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,297
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,40
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,3
Door,Gibraltar,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,1
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,228
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,180
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,26
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Jacksonport,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,627
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,552
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,2
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,2
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,75
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,1
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Liberty Grove,Town,Wards 1 - 3,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,571
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,433
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,2
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,40
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,3
Door,Nasewaupee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,811
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,604
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,7
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,56
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,1
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,7
Door,Sevastopol,Town,Wards 1 - 4,2000,president,NA,8,1,1,Scattering,Scattering,2
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,260
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,168
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,3
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,19
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Sturgeon Bay,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,243
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,212
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,13
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,4
Door,Union,Town,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,283
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,157
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,3
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,21
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Washington,Town,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,117
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,74
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,10
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,0
Door,Egg Harbor,Village,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,163
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,95
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,3
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,9
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,0
Door,Ephraim,Village,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,107
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,113
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,6
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Forestville,Village,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,347
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,249
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,20
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,1
Door,Sister Bay,Village,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,1
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,216
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,242
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,29
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Sturgeon Bay,City,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,1
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,239
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,293
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,3
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,24
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,3
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Door,Sturgeon Bay,City,Wards 3 & 4,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,382
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,294
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,33
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,1
Door,Sturgeon Bay,City,Wards 5 & 6,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,354
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,300
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,2
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,31
