county,municipality,ctv,reporting_unit,year,office,district,con_dist,wsa_dist,wss_dist,party,candidate,votes
Milwaukee,Milwaukee,City,Ward 36,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 36,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 36,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 36,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,3
Milwaukee,Milwaukee,City,Ward 36,2000,president,NA,5,12,4,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,241
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,546
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,28
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,1
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,5
Milwaukee,Milwaukee,City,Ward 37,2000,president,NA,5,12,4,Scattering,Scattering,2
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,78
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,381
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,1
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,15
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,1
Milwaukee,Milwaukee,City,Ward 38,2000,president,NA,5,12,4,Scattering,Scattering,2
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,145
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,547
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,11
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,0
Milwaukee,Milwaukee,City,Ward 78,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,134
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,451
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,13
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,1
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,6
Milwaukee,Milwaukee,City,Ward 79,2000,president,NA,5,12,4,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,156
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,509
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,1
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,17
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,5
Milwaukee,Milwaukee,City,Ward 80,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,163
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,635
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,1
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,21
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,1
Milwaukee,Milwaukee,City,Ward 157,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,331
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,816
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,6
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,23
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,1
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,2
Milwaukee,Milwaukee,City,Ward 160,2000,president,NA,5,12,4,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,186
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,578
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,5
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,15
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,7
Milwaukee,Milwaukee,City,Ward 161,2000,president,NA,5,12,4,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,172
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,311
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,8
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,3
Milwaukee,Milwaukee,City,Ward 162,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,226
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,613
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,5
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,1
Milwaukee,Milwaukee,City,Ward 163,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,245
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,640
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,2
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,21
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,1
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,7
Milwaukee,Milwaukee,City,Ward 164,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,346
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,810
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,3
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,14
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,1
Milwaukee,Milwaukee,City,Ward 280,2000,president,NA,5,12,4,Scattering,Scattering,2
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,318
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,739
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,2
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,31
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,1
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,3
Milwaukee,Milwaukee,City,Ward 281,2000,president,NA,5,12,4,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,216
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,501
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,12
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,0
Milwaukee,Milwaukee,City,Ward 283,2000,president,NA,5,12,4,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,224
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,462
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,14
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,4
Milwaukee,Milwaukee,City,Ward 284,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Republican,George Bush / Dick Cheney,178
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Democratic,Al Gore / Joe Lieberman,372
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Libertarian,Harry Browne / Art Olivier,1
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Wisconsin Green,Ralph Nader / Winona la Duke,7
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Independent 4,Pat Buchanan / Ezola Foster,1
Milwaukee,Milwaukee,City,Ward 285,2000,president,NA,5,12,4,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,275
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,679
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,3
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,23
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Independent 4,Pat Buchanan / Ezola Foster,4
Milwaukee,Milwaukee,City,Ward 30,2000,president,NA,5,13,5,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,185
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,418
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,1
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,12
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Independent 4,Pat Buchanan / Ezola Foster,0
Milwaukee,Milwaukee,City,Ward 31,2000,president,NA,5,13,5,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,333
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,493
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,3
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,42
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Independent 4,Pat Buchanan / Ezola Foster,3
Milwaukee,Milwaukee,City,Ward 39,2000,president,NA,5,13,5,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,453
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,470
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,1
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,30
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Independent 4,Pat Buchanan / Ezola Foster,5
Milwaukee,Milwaukee,City,Ward 40,2000,president,NA,5,13,5,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,224
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,518
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,2
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,17
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,1
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Independent 4,Pat Buchanan / Ezola Foster,4
Milwaukee,Milwaukee,City,Ward 41,2000,president,NA,5,13,5,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,211
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,686
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,1
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,13
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,1
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Independent 4,Pat Buchanan / Ezola Foster,1
Milwaukee,Milwaukee,City,Ward 81,2000,president,NA,5,13,5,Scattering,Scattering,0
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,56
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,348
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,2
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Independent 4,Pat Buchanan / Ezola Foster,0
Milwaukee,Milwaukee,City,Ward 82,2000,president,NA,5,13,5,Scattering,Scattering,1
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Republican,George Bush / Dick Cheney,213
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Democratic,Al Gore / Joe Lieberman,466
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Libertarian,Harry Browne / Art Olivier,0
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Constitution,H Phillips / J C Frazier,0
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Wisconsin Green,Ralph Nader / Winona la Duke,11
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Independent 2,James Harris / M Trowe,0
Milwaukee,Milwaukee,City,Ward 83,2000,president,NA,5,13,5,Independent 3,John Hagelin / Nat Goldhaber,0
