county_fips,county,year,office,district,party,candidate,votes,total_votes
55001,ADAMS,2000,CONGRESS,6,DEMOCRATIC,DAN FLAHERTY,3293,8486
55001,ADAMS,2000,CONGRESS,6,REPUBLICAN,TOM PETRI,5176,8486
55001,ADAMS,2000,CONGRESS,6,SCATTERING,SCATTERING,17,8486
55001,ADAMS,2000,PRESIDENT,0,CONSTITUTION,H PHILLIPS / J C FRAZIER,25,9116
55001,ADAMS,2000,PRESIDENT,0,DEMOCRATIC,AL GORE / JOE LIEBERMAN,4826,9116
55001,ADAMS,2000,PRESIDENT,0,INDEPENDENT,M MOOREHEAD / GLORIA LA RIVA,7,9116
55001,ADAMS,2000,PRESIDENT,0,INDEPENDENT 2,JAMES HARRIS / M TROWE,2,9116
55001,ADAMS,2000,PRESIDENT,0,INDEPENDENT 3,JOHN HAGELIN / NAT GOLDHABER,8,9116
55001,ADAMS,2000,PRESIDENT,0,INDEPENDENT 4,PAT BUCHANAN / EZOLA FOSTER,77,9116
55001,ADAMS,2000,PRESIDENT,0,LIBERTARIAN,HARRY BROWNE / ART OLIVIER,24,9116
55001,ADAMS,2000,PRESIDENT,0,REPUBLICAN,GEORGE BUSH / DICK CHENEY,3920,9116
55001,ADAMS,2000,PRESIDENT,0,SCATTERING,SCATTERING,10,9116
55001,ADAMS,2000,PRESIDENT,0,WISCONSIN GREEN,RALPH NADER / WINONA LA DUKE,217,9116
55001,ADAMS,2000,US SENATE,0,CONSTITUTION,ROBERT R RAYMOND,14,8874
55001,ADAMS,2000,US SENATE,0,DEMOCRATIC,HERBERT H KOHL,5752,8874
55001,ADAMS,2000,US SENATE,0,INDEPENDENT,EUGENE A HEM,50,8874
55001,ADAMS,2000,US SENATE,0,LIBERTARIAN,TIM PETERSON,61,8874
55001,ADAMS,2000,US SENATE,0,REPUBLICAN,JOHN GILLESPIE,2994,8874
55001,ADAMS,2000,US SENATE,0,SCATTERING,SCATTERING,3,8874
55001,ADAMS,2002,CONGRESS,6,REPUBLICAN,TOM PETRI,4655,4684
55001,ADAMS,2002,CONGRESS,6,SCATTERING,SCATTERING,29,4684
55001,ADAMS,2002,GOVERNOR,0,DEMOCRATIC,JIM DOYLE / BARBARA LAWTON,3160,6844
55001,ADAMS,2002,GOVERNOR,0,INDEPENDENT,ALAN D EISENBERG,11,6844
55001,ADAMS,2002,GOVERNOR,0,INDEPENDENT 2,TY A BOLLERUD,11,6844
55001,ADAMS,2002,GOVERNOR,0,INDEPENDENT 3,MIKE MANGAN,6,6844
55001,ADAMS,2002,GOVERNOR,0,INDEPENDENT 4,ANEB JAB RASTA,1,6844
55001,ADAMS,2002,GOVERNOR,0,LIBERTARIAN,ED THOMPSON / M REYNOLDS,1355,6844
55001,ADAMS,2002,GOVERNOR,0,REPUBLICAN,SCOTT MCCALLUM / MARGARET A FARROW,2168,6844
55001,ADAMS,2002,GOVERNOR,0,SCATTERING,SCATTERING,2,6844
55001,ADAMS,2002,GOVERNOR,0,WISCONSIN GREEN,JIM YOUNG / JEFF PETERSON,130,6844
55001,ADAMS,2004,CONGRESS,6,DEMOCRATIC,JEFF HALL,3999,10176
55001,ADAMS,2004,CONGRESS,6,REPUBLICAN,TOM PETRI,5874,10176
55001,ADAMS,2004,CONGRESS,6,SCATTERING,SCATTERING,1,10176
55001,ADAMS,2004,CONGRESS,6,WISCONSIN GREEN,CAROL ANN RITTENHOUSE,302,10176
55001,ADAMS,2004,PRESIDENT,0,DEMOCRATIC,JOHN F KERRY / JOHN EDWARDS,5447,10456
55001,ADAMS,2004,PRESIDENT,0,INDEPENDENT,RALPH NADER / PETER MIGUEL CAMEJO,79,10456
55001,ADAMS,2004,PRESIDENT,0,INDEPENDENT 2,JAMES HARRIS / MARGARET TROWE,2,10456
55001,ADAMS,2004,PRESIDENT,0,INDEPENDENT 3,WALTER F BROWN / MARY ALICE HERBERT,2,10456
55001,ADAMS,2004,PRESIDENT,0,LIBERTARIAN,MICHAEL BADNARIK / RICHARD V CAMPAGNA,10,10456
55001,ADAMS,2004,PRESIDENT,0,REPUBLICAN,GEORGE W BUSH / DICK CHENEY,4890,10456
55001,ADAMS,2004,PRESIDENT,0,SCATTERING,SCATTERING,16,10456
55001,ADAMS,2004,PRESIDENT,0,WISCONSIN GREEN,DAVID COBB / PATRICIA LA MARCHE,10,10456
55001,ADAMS,2004,US SENATE,0,DEMOCRATIC,RUSS FEINGOLD,5765,10350
55001,ADAMS,2004,US SENATE,0,INDEPENDENT,EUGENE A HEM,56,10350
55001,ADAMS,2004,US SENATE,0,LIBERTARIAN,ARIF KHAN,24,10350
55001,ADAMS,2004,US SENATE,0,REPUBLICAN,TIM MICHELS,4505,10350
55001,ADAMS,2004,US SENATE,0,SCATTERING,SCATTERING,0,10350
55001,ADAMS,2006,CONGRESS,6,REPUBLICAN,TOM PETRI,4593,4624
55001,ADAMS,2006,CONGRESS,6,SCATTERING,SCATTERING,31,4624
55001,ADAMS,2006,GOVERNOR,0,DEMOCRATIC,JIM DOYLE / BARBARA C LAWTON,4416,7899
55001,ADAMS,2006,GOVERNOR,0,REPUBLICAN,MARK GREEN / JEAN HUNDERTMARK,3324,7899
55001,ADAMS,2006,GOVERNOR,0,SCATTERING,SCATTERING,9,7899
55001,ADAMS,2006,GOVERNOR,0,WISCONSIN GREEN,NELSON EISMAN / LEON TODD,150,7899
55001,ADAMS,2006,US SENATE,0,DEMOCRATIC,HERB KOHL,5635,7762
55001,ADAMS,2006,US SENATE,0,INDEPENDENT,BEN J GLATZEL,65,7762
55001,ADAMS,2006,US SENATE,0,REPUBLICAN,ROBERT GERALD LORGE,1979,7762
55001,ADAMS,2006,US SENATE,0,SCATTERING,SCATTERING,0,7762
55001,ADAMS,2006,US SENATE,0,WISCONSIN GREEN,RAE VOGELER,83,7762
55001,ADAMS,2008,CONGRESS,6,DEMOCRATIC,ROGER A KITTELSON,4636,9480
55001,ADAMS,2008,CONGRESS,6,REPUBLICAN,TOM PETRI,4840,9480
55001,ADAMS,2008,CONGRESS,6,SCATTERING,SCATTERING,4,9480
55001,ADAMS,2008,PRESIDENT,0,DEMOCRATIC,BARACK OBAMA / JOE BIDEN,5806,9986
55001,ADAMS,2008,PRESIDENT,0,INDEPENDENT,BRIAN MOORE / STEWARD A ALEXANDER,0,9986
55001,ADAMS,2008,PRESIDENT,0,INDEPENDENT 2,GLORIA LA RIVA / ROBERT MOSES,0,9986
55001,ADAMS,2008,PRESIDENT,0,INDEPENDENT 3,RALPH NADER / MATT GONZALEZ,76,9986
55001,ADAMS,2008,PRESIDENT,0,INDEPENDENT 4,CHUCK BALDWIN / DARRELL L CASTLE,43,9986
55001,ADAMS,2008,PRESIDENT,0,INDEPENDENT 5,JEFFREY J WAMBOLDT / DAVID J KLIMISCH,6,9986
55001,ADAMS,2008,PRESIDENT,0,LIBERTARIAN,BOB BARR / WAYNE A ROOT,27,9986
55001,ADAMS,2008,PRESIDENT,0,REPUBLICAN,JOHN MCCAIN / SARAH PALIN,3974,9986
55001,ADAMS,2008,PRESIDENT,0,SCATTERING,SCATTERING,38,9986
55001,ADAMS,2008,PRESIDENT,0,WISCONSIN GREEN,CYNTHIA MCKINNEY / ROSA CLEMENTE,16,9986
55001,ADAMS,2010,CONGRESS,6,DEMOCRATIC,JOSEPH C KALLAS,2858,6971
55001,ADAMS,2010,CONGRESS,6,REPUBLICAN,TOM PETRI,4111,6971
55001,ADAMS,2010,CONGRESS,6,SCATTERING,SCATTERING,2,6971
55001,ADAMS,2010,GOVERNOR,0,DEMOCRATIC,TOM BARRETT / TOM NELSON,3298,7170
55001,ADAMS,2010,GOVERNOR,0,INDEPENDENT,JAMES JAMES,44,7170
55001,ADAMS,2010,GOVERNOR,0,INDEPENDENT 2,JIM LANGER,48,7170
55001,ADAMS,2010,GOVERNOR,0,LIBERTARIAN,TERRY VIRGIL,27,7170
55001,ADAMS,2010,GOVERNOR,0,REPUBLICAN,SCOTT WALKER / REBECCA KLEEFISCH,3748,7170
55001,ADAMS,2010,GOVERNOR,0,SCATTERING,SCATTERING,5,7170
55001,ADAMS,2010,GOVERNOR,0,WRITE-IN,HARI TRIVEDI,0,7170
55001,ADAMS,2010,GOVERNOR,0,WRITE-IN 2,LESLIE ERVIN SMETAK / DAVID MYRON SMETAK,0,7170
55001,ADAMS,2010,GOVERNOR,0,WRITE-IN 3,PATRICIA MESSICCI,0,7170
55001,ADAMS,2010,STATE ASSEMBLY,42,DEMOCRATIC,FRED CLARK,384,794
55001,ADAMS,2010,STATE ASSEMBLY,42,REPUBLICAN,JACK CUMMINGS,410,794
55001,ADAMS,2010,STATE ASSEMBLY,42,SCATTERING,SCATTERING,0,794
55001,ADAMS,2010,STATE ASSEMBLY,72,DEMOCRATIC,MARLIN D. SCHNEIDER,2811,6265
55001,ADAMS,2010,STATE ASSEMBLY,72,INDEPENDENT,THAD KUBISIAK,440,6265
55001,ADAMS,2010,STATE ASSEMBLY,72,REPUBLICAN,SCOTT S. KRUG,3013,6265
55001,ADAMS,2010,STATE ASSEMBLY,72,SCATTERING,SCATTERING,1,6265
55001,ADAMS,2010,US SENATE,0,DEMOCRATIC,RUSS FEINGOLD,3349,7212
55001,ADAMS,2010,US SENATE,0,INDEPENDENT,ROB TAYLOR,101,7212
55001,ADAMS,2010,US SENATE,0,REPUBLICAN,RON JOHNSON,3761,7212
55001,ADAMS,2010,US SENATE,0,SCATTERING,SCATTERING,1,7212
55001,ADAMS,2010,US SENATE,0,WRITE-IN,"ERRNEST J PAGELS, JR",0,7212
55001,ADAMS,2010,US SENATE,0,WRITE-IN 2,MICHAEL D LAFOREST,0,7212
55001,ADAMS,2012,CONGRESS,3,DEMOCRATIC,RON KIND,5183,8989
55001,ADAMS,2012,CONGRESS,3,REPUBLICAN,RAY BOLAND,3799,8989
55001,ADAMS,2012,CONGRESS,3,SCATTERING,SCATTERING,7,8989
55001,ADAMS,2012,GOVERNOR,0,DEMOCRATIC,TOM BARRETT,3658,8260
55001,ADAMS,2012,GOVERNOR,0,INDEPENDENT,HARI TRIVEDI,97,8260
55001,ADAMS,2012,GOVERNOR,0,REPUBLICAN,SCOTT WALKER,4497,8260
55001,ADAMS,2012,GOVERNOR,0,SCATTERING,SCATTERING,8,8260
55001,ADAMS,2012,PRESIDENT,0,CONSTITUTION,VIRGIL GOODE / JIM CLYMER,16,10287
55001,ADAMS,2012,PRESIDENT,0,DEMOCRATIC,BARACK OBAMA / JOE BIDEN,5542,10287
55001,ADAMS,2012,PRESIDENT,0,INDEPENDENT,GARY JOHNSON / JAMES P GRAY,51,10287
55001,ADAMS,2012,PRESIDENT,0,INDEPENDENT 2,"GLORIA LA RIVA / FILBERTO RAMIREZ, JR",3,10287
55001,ADAMS,2012,PRESIDENT,0,INDEPENDENT 3,JERRY WHITE / PHYLLIS SCHERRER,5,10287
55001,ADAMS,2012,PRESIDENT,0,INDEPENDENT 4,JILL STEIN / BEN MANSKI,10,10287
55001,ADAMS,2012,PRESIDENT,0,REPUBLICAN,MITT ROMNEY / PAUL RYAN,4644,10287
55001,ADAMS,2012,PRESIDENT,0,SCATTERING,SCATTERING,14,10287
55001,ADAMS,2012,PRESIDENT,0,WRITE-IN,ROSS C ROCKY ANDERSON / LUIS J RODRIGUEZ,0,10287
55001,ADAMS,2012,PRESIDENT,0,WRITE-IN 2,ROSEANNE BARR / CINDY LEE SHEEHAN,2,10287
55001,ADAMS,2012,STATE ASSEMBLY,41,DEMOCRATIC,MELISSA SORENSON,2714,5101
55001,ADAMS,2012,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,2384,5101
55001,ADAMS,2012,STATE ASSEMBLY,41,SCATTERING,SCATTERING,3,5101
55001,ADAMS,2012,STATE ASSEMBLY,72,DEMOCRATIC,JUSTIN D. PLUESS,1929,3960
55001,ADAMS,2012,STATE ASSEMBLY,72,REPUBLICAN,SCOTT S. KRUG,2025,3960
55001,ADAMS,2012,STATE ASSEMBLY,72,SCATTERING,SCATTERING,6,3960
55001,ADAMS,2012,STATE SENATE,14,DEMOCRATIC,MARGARETE WORTHINGTON,2740,5127
55001,ADAMS,2012,STATE SENATE,14,REPUBLICAN,LUTHER S. OLSEN,2382,5127
55001,ADAMS,2012,STATE SENATE,14,SCATTERING,SCATTERING,5,5127
55001,ADAMS,2012,STATE SENATE,24,DEMOCRATIC,JULIE LASSA,2112,3909
55001,ADAMS,2012,STATE SENATE,24,REPUBLICAN,SCOTT KENNETH NOBLE,1796,3909
55001,ADAMS,2012,STATE SENATE,24,SCATTERING,SCATTERING,1,3909
55001,ADAMS,2012,US SENATE,0,DEMOCRATIC,TAMMY BALDWIN,5161,9810
55001,ADAMS,2012,US SENATE,0,INDEPENDENT,JOSEPH KEXEL,183,9810
55001,ADAMS,2012,US SENATE,0,INDEPENDENT 2,"NIMROD Y U ALLEN, III",52,9810
55001,ADAMS,2012,US SENATE,0,REPUBLICAN,TOMMY G THOMPSON,4404,9810
55001,ADAMS,2012,US SENATE,0,SCATTERING,SCATTERING,10,9810
55001,ADAMS,2012,US SENATE,0,WRITE-IN,RILEY J HOOD,0,9810
55001,ADAMS,2012,US SENATE,0,WRITE-IN 2,DIANE E LORBIECKI,0,9810
55001,ADAMS,2014,CONGRESS,3,DEMOCRATIC,RON KIND,4184,7925
55001,ADAMS,2014,CONGRESS,3,REPUBLICAN,TONY KURTZ,3731,7925
55001,ADAMS,2014,CONGRESS,3,SCATTERING,SCATTERING,3,7925
55001,ADAMS,2014,CONGRESS,3,WRITE-IN,KEN VAN DOREN,7,7925
55001,ADAMS,2014,GOVERNOR,0,DEMOCRATIC,MARY BURKE / JOHN LEHMAN,3762,8185
55001,ADAMS,2014,GOVERNOR,0,INDEPENDENT,DENNIS FEHR,36,8185
55001,ADAMS,2014,GOVERNOR,0,INDEPENDENT 2,ROBERT BURKE / JOSEPH M BROST,88,8185
55001,ADAMS,2014,GOVERNOR,0,REPUBLICAN,SCOTT WALKER / REBECCA KLEEFISCH,4297,8185
55001,ADAMS,2014,GOVERNOR,0,SCATTERING,SCATTERING,1,8185
55001,ADAMS,2014,GOVERNOR,0,WRITE-IN,MARY JO WALTERS,0,8185
55001,ADAMS,2014,GOVERNOR,0,WRITE-IN 2,STEVE R EVANS,0,8185
55001,ADAMS,2014,GOVERNOR,0,WRITE-IN 3,JUMOKA A JOHNSON,0,8185
55001,ADAMS,2014,GOVERNOR,0,WRITE-IN 4,BRETT D HULSEY,0,8185
55001,ADAMS,2014,GOVERNOR,0,WRITE-IN 5,JESSICA NICOLE PERRY,0,8185
55001,ADAMS,2014,GOVERNOR,0,WRITE-IN 6,SUSAN P RESCH,1,8185
55001,ADAMS,2014,STATE ASSEMBLY,41,DEMOCRATIC,JOE KALLAS,2068,4376
55001,ADAMS,2014,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,2308,4376
55001,ADAMS,2014,STATE ASSEMBLY,41,SCATTERING,SCATTERING,0,4376
55001,ADAMS,2014,STATE ASSEMBLY,72,DEMOCRATIC,DANA W. DUNCAN,1555,3533
55001,ADAMS,2014,STATE ASSEMBLY,72,REPUBLICAN,SCOTT S. KRUG,1975,3533
55001,ADAMS,2014,STATE ASSEMBLY,72,SCATTERING,SCATTERING,3,3533
55001,ADAMS,2016,CONGRESS,3,DEMOCRATIC,RON KIND,5918,5996
55001,ADAMS,2016,CONGRESS,3,SCATTERING,SCATTERING,78,5996
55001,ADAMS,2016,CONGRESS,3,WRITE-IN,RYAN PETERSON,0,5996
55001,ADAMS,2016,PRESIDENT,0,AMERICAN DELTA PARTY,ROCKY ROQUE DE LA FUENTE / MICHAEL STEINBERG,4,10130
55001,ADAMS,2016,PRESIDENT,0,CONSTITUTION,DARRELL L CASTE / SCOTT N BRADLEY,45,10130
55001,ADAMS,2016,PRESIDENT,0,DEMOCRATIC,HILLARY CLINTON / TIM KAINE,3745,10130
55001,ADAMS,2016,PRESIDENT,0,LIBERTARIAN,GARY JOHNSON / BILL WELD,216,10130
55001,ADAMS,2016,PRESIDENT,0,REPUBLICAN,DONALD TRUMP / MIKE PENCE,5966,10130
55001,ADAMS,2016,PRESIDENT,0,SCATTERING,SCATTERING,52,10130
55001,ADAMS,2016,PRESIDENT,0,WISCONSIN GREEN,JILL STEIN / AJAMU BARAKA,79,10130
55001,ADAMS,2016,PRESIDENT,0,WORKERS WORLD PARTY,MONICA MOOREHEAD / LAMONT LILLY,8,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN,CHERUNDA FOX / ROGER KUSHNER,0,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 2,EVAN MCMULLIN / NATHAN JOHNSON,15,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 3,MICHAEL A MATUREN / JUAN MUNOZ,0,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 4,"MARSHALL SCHOENKE / JAMES CREIGHTON MITCHELL, JR",0,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 5,CHRIS KENISTON / DEACON TAYLOR,0,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 6,LAURENCE KOTLIKOFF / EDWARD E LEAMER,0,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 7,TOM HOEFLING / STEVE SCHULIN,0,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 8,JOSEPH MALDONADO,0,10130
55001,ADAMS,2016,PRESIDENT,0,WRITE-IN 9,EMIDIO SOLTYSIK / ANGELA NICOLE WALKER,0,10130
55001,ADAMS,2016,STATE ASSEMBLY,41,INDEPENDENT,BRADLEY PEARSON,1889,5028
55001,ADAMS,2016,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,3138,5028
55001,ADAMS,2016,STATE ASSEMBLY,41,SCATTERING,SCATTERING,1,5028
55001,ADAMS,2016,STATE ASSEMBLY,72,DEMOCRATIC,DAVID GORSKI,1800,4133
55001,ADAMS,2016,STATE ASSEMBLY,72,REPUBLICAN,SCOTT S. KRUG,2330,4133
55001,ADAMS,2016,STATE ASSEMBLY,72,SCATTERING,SCATTERING,3,4133
55001,ADAMS,2016,STATE SENATE,14,DEMOCRATIC,BRIAN SMITH,2548,5389
55001,ADAMS,2016,STATE SENATE,14,REPUBLICAN,LUTHER S. OLSEN,2840,5389
55001,ADAMS,2016,STATE SENATE,14,SCATTERING,SCATTERING,1,5389
55001,ADAMS,2016,STATE SENATE,24,DEMOCRATIC,JULIE M. LASSA,1869,4214
55001,ADAMS,2016,STATE SENATE,24,REPUBLICAN,PATRICK TESTIN,2344,4214
55001,ADAMS,2016,STATE SENATE,24,SCATTERING,SCATTERING,1,4214
55001,ADAMS,2016,US SENATE,0,DEMOCRATIC,RUSS FEINGOLD,4093,10032
55001,ADAMS,2016,US SENATE,0,LIBERTARIAN,PHILLIP N ANDERSON,486,10032
55001,ADAMS,2016,US SENATE,0,REPUBLICAN,RON JOHNSON,5446,10032
55001,ADAMS,2016,US SENATE,0,SCATTERING,SCATTERING,7,10032
55001,ADAMS,2016,US SENATE,0,WRITE-IN,JOHN SCHIESS,0,10032
55001,ADAMS,2018,CONGRESS,3,DEMOCRATIC,RON KIND,4518,9270
55001,ADAMS,2018,CONGRESS,3,REPUBLICAN,STEVE TOFT,4752,9270
55001,ADAMS,2018,CONGRESS,3,SCATTERING,SCATTERING,0,9270
55001,ADAMS,2018,GOVERNOR,0,DEMOCRATIC,TONY EVERS / MANDELA BARNES,3892,9291
55001,ADAMS,2018,GOVERNOR,0,INDEPENDENT,MAGGIE TURNBULL / WIL LOSCH,67,9291
55001,ADAMS,2018,GOVERNOR,0,INDEPENDENT 2,ARNIE ENZ,11,9291
55001,ADAMS,2018,GOVERNOR,0,LIBERTARIAN,PHILLIP ANDERSON / PATRICK BAIRD,68,9291
55001,ADAMS,2018,GOVERNOR,0,REPUBLICAN,SCOTT WALKER / REBECCA KLEEFISCH,5209,9291
55001,ADAMS,2018,GOVERNOR,0,SCATTERING,SCATTERING,2,9291
55001,ADAMS,2018,GOVERNOR,0,WISCONSIN GREEN,MICHAEL J WHITE / TIFFANY ANDERSON,42,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN,RYAN CASON,0,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN 2,PAUL BOUCHER,0,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN 3,MARK S GRIMEK,0,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN 4,JARED WILLIAM LANDRY,0,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN 5,ROBBIE HOFFMAN,0,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN 6,RICHARD MICHAEL TURTENWALD,0,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN 7,CORHAN GEHLER,0,9291
55001,ADAMS,2018,GOVERNOR,0,WRITE-IN 8,WILLIAM HENRY DAVID III,0,9291
55001,ADAMS,2018,STATE ASSEMBLY,41,DEMOCRATIC,FRANK T. BURESS,2143,5227
55001,ADAMS,2018,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,3084,5227
55001,ADAMS,2018,STATE ASSEMBLY,41,SCATTERING,SCATTERING,0,5227
55001,ADAMS,2018,STATE ASSEMBLY,72,DEMOCRATIC,DAVID GORSKI,1689,4077
55001,ADAMS,2018,STATE ASSEMBLY,72,REPUBLICAN,SCOTT S. KRUG,2388,4077
55001,ADAMS,2018,STATE ASSEMBLY,72,SCATTERING,SCATTERING,0,4077
55001,ADAMS,2018,US SENATE,0,DEMOCRATIC,TAMMY BALDWIN,4537,9399
55001,ADAMS,2018,US SENATE,0,REPUBLICAN,LEAH VUKMIR,4854,9399
55001,ADAMS,2018,US SENATE,0,SCATTERING,SCATTERING,8,9399
55001,ADAMS,2018,US SENATE,0,WRITE-IN,MARY JO WALTERS,0,9399
55001,ADAMS,2018,US SENATE,0,WRITE-IN 2,JOHN SCHIESS,0,9399
55001,ADAMS,2020,CONGRESS,3,DEMOCRATIC,RON KIND,4639,11554
55001,ADAMS,2020,CONGRESS,3,REPUBLICAN,DERRICK VAN ORDEN,6910,11554
55001,ADAMS,2020,CONGRESS,3,SCATTERING,SCATTERING,5,11554
55001,ADAMS,2020,PRESIDENT,0,CONSTITUTION,DON BLANKENSHIP / WILLIAM MOHR,27,11818
55001,ADAMS,2020,PRESIDENT,0,DEMOCRATIC,JOSEPH R BIDEN / KAMALA D HARRIS,4329,11818
55001,ADAMS,2020,PRESIDENT,0,INDEPENDENT,JO JORGENSEN / JEREMY SPIKE COHEN,85,11818
55001,ADAMS,2020,PRESIDENT,0,INDEPENDENT 2,BRIAN CARROLL / AMAR PATEL,3,11818
55001,ADAMS,2020,PRESIDENT,0,REPUBLICAN,DONALD J TRUMP / MICHAEL R PENCE,7362,11818
55001,ADAMS,2020,PRESIDENT,0,SCATTERING,SCATTERING,10,11818
55001,ADAMS,2020,PRESIDENT,0,WRITE-IN,KASEY WELLS,0,11818
55001,ADAMS,2020,PRESIDENT,0,WRITE-IN 2,JADE SIMMONS / CLAUDELIAH J ROZE,0,11818
55001,ADAMS,2020,PRESIDENT,0,WRITE-IN 3,PRESIDENT R19 BODDIE,0,11818
55001,ADAMS,2020,PRESIDENT,0,WRITE-IN 4,HOWIE HAWKINS / ANGELA WALKER,1,11818
55001,ADAMS,2020,PRESIDENT,0,WRITE-IN 5,GLORIDA LA RIVA / SUNIL FREEMAN,0,11818
55001,ADAMS,2020,PRESIDENT,0,WRITE-IN 6,KANYE WEST / MICHELLE TIDBALL,1,11818
55001,ADAMS,2020,PRESIDENT,0,WRITE-IN 7,MARK CHALRES / ADRIAN WALLACE,0,11818
55001,ADAMS,2020,STATE ASSEMBLY,41,DEMOCRATIC,NATE ZIMDARS,2263,6509
55001,ADAMS,2020,STATE ASSEMBLY,41,INDEPENDENT,JEAN BARTZ,449,6509
55001,ADAMS,2020,STATE ASSEMBLY,41,REPUBLICAN,ALEX A. DALLMAN,3797,6509
55001,ADAMS,2020,STATE ASSEMBLY,41,SCATTERING,SCATTERING,0,6509
55001,ADAMS,2020,STATE ASSEMBLY,72,DEMOCRATIC,CRISTE GREENING,1822,4898
55001,ADAMS,2020,STATE ASSEMBLY,72,REPUBLICAN,SCOTT S. KRUG,3073,4898
55001,ADAMS,2020,STATE ASSEMBLY,72,SCATTERING,SCATTERING,3,4898
55001,ADAMS,2020,STATE SENATE,14,DEMOCRATIC,JONI D. ANDERSON,2387,6573
55001,ADAMS,2020,STATE SENATE,14,REPUBLICAN,JOAN A. BALLWEG,4183,6573
55001,ADAMS,2020,STATE SENATE,14,SCATTERING,SCATTERING,3,6573
55001,ADAMS,2020,STATE SENATE,24,DEMOCRATIC,PAUL PIOTROWSKI,1807,4929
55001,ADAMS,2020,STATE SENATE,24,REPUBLICAN,PATRICK TESTIN,3121,4929
55001,ADAMS,2020,STATE SENATE,24,SCATTERING,SCATTERING,1,4929
55001,ADAMS,2022,CONGRESS,3,DEMOCRATIC,BRAD PFAFF,3601,9870
55001,ADAMS,2022,CONGRESS,3,REPUBLICAN,DERRICK VAN ORDEN,6266,9870
55001,ADAMS,2022,CONGRESS,3,SCATTERING,SCATTERING,3,9870
55001,ADAMS,2022,GOVERNOR,0,DEMOCRATIC,TONY EVERS / SARA RODRIGUEZ,3860,9908
55001,ADAMS,2022,GOVERNOR,0,INDEPENDENT,JOAN ELLIS BEGLINGER,184,9908
55001,ADAMS,2022,GOVERNOR,0,REPUBLICAN,TIM MICHELS / ROGER ROTH,5856,9908
55001,ADAMS,2022,GOVERNOR,0,SCATTERING,SCATTERING,6,9908
55001,ADAMS,2022,GOVERNOR,0,WRITE-IN,SETH HASKIN,2,9908
55001,ADAMS,2022,STATE ASSEMBLY,41,REPUBLICAN,ALEX DALLMAN,4288,4505
55001,ADAMS,2022,STATE ASSEMBLY,41,SCATTERING,SCATTERING,217,4505
55001,ADAMS,2022,STATE ASSEMBLY,72,DEMOCRATIC,CRISTE GREENING,1573,4464
55001,ADAMS,2022,STATE ASSEMBLY,72,REPUBLICAN,SCOTT S. KRUG,2887,4464
55001,ADAMS,2022,STATE ASSEMBLY,72,SCATTERING,SCATTERING,4,4464
55001,ADAMS,2022,US SENATE,0,DEMOCRATIC,MANDELA BARNES,3644,9884
55001,ADAMS,2022,US SENATE,0,REPUBLICAN,RON JOHNSON,6202,9884
55001,ADAMS,2022,US SENATE,0,SCATTERING,SCATTERING,34,9884
55001,ADAMS,2022,US SENATE,0,WRITE-IN,ADAM PAUL,4,9884
55001,ADAMS,2024,CONGRESS,3,DEMOCRATIC,REBECCA COOKE,4922,12656
55001,ADAMS,2024,CONGRESS,3,REPUBLICAN,DERRICK VAN ORDEN,7711,12656
55001,ADAMS,2024,CONGRESS,3,SCATTERING,SCATTERING,23,12656
55001,ADAMS,2024,PRESIDENT,0,CONSTITUTION,RANDALL TERRY STEPHEN BRODEN,20,12882
55001,ADAMS,2024,PRESIDENT,0,DEMOCRATIC,KAMALA D. HARRIS TIM WALZ,4443,12882
55001,ADAMS,2024,PRESIDENT,0,INDEPENDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,35,12882
55001,ADAMS,2024,PRESIDENT,0,INDEPENDENT 2,CORNEL WEST MELINA ABDULLAH,40,12882
55001,ADAMS,2024,PRESIDENT,0,INDEPENDENT 3,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",320,12882
55001,ADAMS,2024,PRESIDENT,0,LIBERTARIAN,CHASE RUSSELL OLIVER MIKE TER MAAT,44,12882
55001,ADAMS,2024,PRESIDENT,0,REPUBLICAN,DONALD J. TRUMP JD VANCE,7763,12882
55001,ADAMS,2024,PRESIDENT,0,SCATTERING,SCATTERING,29,12882
