county_fips,county,year,office,district,party,candidate,votes,total_votes
55021,COLUMBIA,2010,STATE ASSEMBLY,39,SCATTERING,SCATTERING,2,153
55021,COLUMBIA,2010,STATE ASSEMBLY,42,DEMOCRATIC,FRED CLARK,3747,7439
55021,COLUMBIA,2010,STATE ASSEMBLY,42,REPUBLICAN,JACK CUMMINGS,3687,7439
55021,COLUMBIA,2010,STATE ASSEMBLY,42,SCATTERING,SCATTERING,5,7439
55021,COLUMBIA,2010,STATE ASSEMBLY,47,DEMOCRATIC,TRISH O'NEIL,4799,11874
55021,COLUMBIA,2010,STATE ASSEMBLY,47,REPUBLICAN,KEITH RIPP,7073,11874
55021,COLUMBIA,2010,STATE ASSEMBLY,47,SCATTERING,SCATTERING,2,11874
55021,COLUMBIA,2010,STATE SENATE,13,DEMOCRATIC,DWAYNE BLOCK,821,2007
55021,COLUMBIA,2010,STATE SENATE,13,INDEPENDENT,VITTORIO SPADARO,54,2007
55021,COLUMBIA,2010,STATE SENATE,13,REPUBLICAN,SCOTT FITZGERALD,1132,2007
55021,COLUMBIA,2010,STATE SENATE,13,SCATTERING,SCATTERING,0,2007
55021,COLUMBIA,2010,US SENATE,0,DEMOCRATIC,RUSS FEINGOLD,10525,21507
55021,COLUMBIA,2010,US SENATE,0,INDEPENDENT,ROB TAYLOR,231,21507
55021,COLUMBIA,2010,US SENATE,0,REPUBLICAN,RON JOHNSON,10748,21507
55021,COLUMBIA,2010,US SENATE,0,SCATTERING,SCATTERING,3,21507
55021,COLUMBIA,2010,US SENATE,0,WRITE-IN,"ERRNEST J PAGELS, JR",0,21507
55021,COLUMBIA,2010,US SENATE,0,WRITE-IN 2,MICHAEL D LAFOREST,0,21507
55021,COLUMBIA,2012,CONGRESS,6,DEMOCRATIC,JOE KALLAS,14699,28422
55021,COLUMBIA,2012,CONGRESS,6,REPUBLICAN,TOM PETRI,13709,28422
55021,COLUMBIA,2012,CONGRESS,6,SCATTERING,SCATTERING,14,28422
55021,COLUMBIA,2012,GOVERNOR,0,DEMOCRATIC,TOM BARRETT,13070,26172
55021,COLUMBIA,2012,GOVERNOR,0,INDEPENDENT,HARI TRIVEDI,161,26172
55021,COLUMBIA,2012,GOVERNOR,0,REPUBLICAN,SCOTT WALKER,12912,26172
55021,COLUMBIA,2012,GOVERNOR,0,SCATTERING,SCATTERING,29,26172
55021,COLUMBIA,2012,PRESIDENT,0,CONSTITUTION,VIRGIL GOODE / JIM CLYMER,36,30546
55021,COLUMBIA,2012,PRESIDENT,0,DEMOCRATIC,BARACK OBAMA / JOE BIDEN,17175,30546
55021,COLUMBIA,2012,PRESIDENT,0,INDEPENDENT,GARY JOHNSON / JAMES P GRAY,180,30546
55021,COLUMBIA,2012,PRESIDENT,0,INDEPENDENT 2,"GLORIA LA RIVA / FILBERTO RAMIREZ, JR",2,30546
55021,COLUMBIA,2012,PRESIDENT,0,INDEPENDENT 3,JERRY WHITE / PHYLLIS SCHERRER,1,30546
55021,COLUMBIA,2012,PRESIDENT,0,INDEPENDENT 4,JILL STEIN / BEN MANSKI,69,30546
55021,COLUMBIA,2012,PRESIDENT,0,REPUBLICAN,MITT ROMNEY / PAUL RYAN,13026,30546
55021,COLUMBIA,2012,PRESIDENT,0,SCATTERING,SCATTERING,57,30546
55021,COLUMBIA,2012,PRESIDENT,0,WRITE-IN,ROSS C ROCKY ANDERSON / LUIS J RODRIGUEZ,0,30546
55021,COLUMBIA,2012,PRESIDENT,0,WRITE-IN 2,ROSEANNE BARR / CINDY LEE SHEEHAN,0,30546
55021,COLUMBIA,2012,STATE ASSEMBLY,37,DEMOCRATIC,MARY I. ARNOLD,1700,2613
55021,COLUMBIA,2012,STATE ASSEMBLY,37,REPUBLICAN,JOHN JAGLER,912,2613
55021,COLUMBIA,2012,STATE ASSEMBLY,37,SCATTERING,SCATTERING,1,2613
55021,COLUMBIA,2012,STATE ASSEMBLY,41,DEMOCRATIC,MELISSA SORENSON,560,1066
55021,COLUMBIA,2012,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,505,1066
55021,COLUMBIA,2012,STATE ASSEMBLY,41,SCATTERING,SCATTERING,1,1066
55021,COLUMBIA,2012,STATE ASSEMBLY,42,DEMOCRATIC,PAULA COOPER,8176,18146
55021,COLUMBIA,2012,STATE ASSEMBLY,42,REPUBLICAN,KEITH RIPP,9960,18146
55021,COLUMBIA,2012,STATE ASSEMBLY,42,SCATTERING,SCATTERING,10,18146
55021,COLUMBIA,2012,STATE ASSEMBLY,81,DEMOCRATIC,FRED CLARK,4391,7111
55021,COLUMBIA,2012,STATE ASSEMBLY,81,REPUBLICAN,SCOTT FROSTMAN,2714,7111
55021,COLUMBIA,2012,STATE ASSEMBLY,81,SCATTERING,SCATTERING,6,7111
55021,COLUMBIA,2012,STATE SENATE,14,DEMOCRATIC,MARGARETE WORTHINGTON,9284,18939
55021,COLUMBIA,2012,STATE SENATE,14,REPUBLICAN,LUTHER S. OLSEN,9645,18939
55021,COLUMBIA,2012,STATE SENATE,14,SCATTERING,SCATTERING,10,18939
55021,COLUMBIA,2012,US SENATE,0,DEMOCRATIC,TAMMY BALDWIN,16028,30203
55021,COLUMBIA,2012,US SENATE,0,INDEPENDENT,JOSEPH KEXEL,641,30203
55021,COLUMBIA,2012,US SENATE,0,INDEPENDENT 2,"NIMROD Y U ALLEN, III",100,30203
55021,COLUMBIA,2012,US SENATE,0,REPUBLICAN,TOMMY G THOMPSON,13413,30203
55021,COLUMBIA,2012,US SENATE,0,SCATTERING,SCATTERING,21,30203
55021,COLUMBIA,2012,US SENATE,0,WRITE-IN,RILEY J HOOD,0,30203
55021,COLUMBIA,2012,US SENATE,0,WRITE-IN 2,DIANE E LORBIECKI,0,30203
55021,COLUMBIA,2014,CONGRESS,6,DEMOCRATIC,MARK L HARRIS,11894,23787
55021,COLUMBIA,2014,CONGRESS,6,INDEPENDENT,GUS FAHRENDORF,627,23787
55021,COLUMBIA,2014,CONGRESS,6,REPUBLICAN,GLENN GROTHMAN,11253,23787
55021,COLUMBIA,2014,CONGRESS,6,SCATTERING,SCATTERING,13,23787
55021,COLUMBIA,2014,GOVERNOR,0,DEMOCRATIC,MARY BURKE / JOHN LEHMAN,12527,24700
55021,COLUMBIA,2014,GOVERNOR,0,INDEPENDENT,DENNIS FEHR,101,24700
55021,COLUMBIA,2014,GOVERNOR,0,INDEPENDENT 2,ROBERT BURKE / JOSEPH M BROST,217,24700
55021,COLUMBIA,2014,GOVERNOR,0,REPUBLICAN,SCOTT WALKER / REBECCA KLEEFISCH,11837,24700
55021,COLUMBIA,2014,GOVERNOR,0,SCATTERING,SCATTERING,17,24700
55021,COLUMBIA,2014,GOVERNOR,0,WRITE-IN,MARY JO WALTERS,1,24700
55021,COLUMBIA,2014,GOVERNOR,0,WRITE-IN 2,STEVE R EVANS,0,24700
55021,COLUMBIA,2014,GOVERNOR,0,WRITE-IN 3,JUMOKA A JOHNSON,0,24700
55021,COLUMBIA,2014,GOVERNOR,0,WRITE-IN 4,BRETT D HULSEY,0,24700
55021,COLUMBIA,2014,GOVERNOR,0,WRITE-IN 5,JESSICA NICOLE PERRY,0,24700
55021,COLUMBIA,2014,GOVERNOR,0,WRITE-IN 6,SUSAN P RESCH,0,24700
55021,COLUMBIA,2014,STATE ASSEMBLY,37,DEMOCRATIC,MARY I. ARNOLD,1248,2128
55021,COLUMBIA,2014,STATE ASSEMBLY,37,REPUBLICAN,JOHN JAGLER,879,2128
55021,COLUMBIA,2014,STATE ASSEMBLY,37,SCATTERING,SCATTERING,1,2128
55021,COLUMBIA,2014,STATE ASSEMBLY,41,DEMOCRATIC,JOE KALLAS,430,847
55021,COLUMBIA,2014,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,417,847
55021,COLUMBIA,2014,STATE ASSEMBLY,41,SCATTERING,SCATTERING,0,847
55021,COLUMBIA,2014,STATE ASSEMBLY,42,DEMOCRATIC,GEORGE FERRITER,6995,15431
55021,COLUMBIA,2014,STATE ASSEMBLY,42,REPUBLICAN,KEITH RIPP,8423,15431
55021,COLUMBIA,2014,STATE ASSEMBLY,42,SCATTERING,SCATTERING,13,15431
55021,COLUMBIA,2014,STATE ASSEMBLY,81,DEMOCRATIC,DAVE CONSIDINE,3101,5644
55021,COLUMBIA,2014,STATE ASSEMBLY,81,REPUBLICAN,ASHTON KIRSCH,2539,5644
55021,COLUMBIA,2014,STATE ASSEMBLY,81,SCATTERING,SCATTERING,4,5644
55021,COLUMBIA,2014,STATE SENATE,13,DEMOCRATIC,MICHELLE ZAHN,1168,2142
55021,COLUMBIA,2014,STATE SENATE,13,REPUBLICAN,SCOTT L. FITZGERALD,973,2142
55021,COLUMBIA,2014,STATE SENATE,13,SCATTERING,SCATTERING,1,2142
55021,COLUMBIA,2014,STATE SENATE,27,DEMOCRATIC,JON B. ERPENBACH,3933,4126
55021,COLUMBIA,2014,STATE SENATE,27,SCATTERING,SCATTERING,193,4126
55021,COLUMBIA,2016,CONGRESS,6,DEMOCRATIC,SARAH LLOYD,13779,28476
55021,COLUMBIA,2016,CONGRESS,6,INDEPENDENT,JEFF DAHLKE,1594,28476
55021,COLUMBIA,2016,CONGRESS,6,REPUBLICAN,GLENN GROTHMAN,13081,28476
55021,COLUMBIA,2016,CONGRESS,6,SCATTERING,SCATTERING,22,28476
55021,COLUMBIA,2016,PRESIDENT,0,AMERICAN DELTA PARTY,ROCKY ROQUE DE LA FUENTE / MICHAEL STEINBERG,10,29698
55021,COLUMBIA,2016,PRESIDENT,0,CONSTITUTION,DARRELL L CASTE / SCOTT N BRADLEY,138,29698
55021,COLUMBIA,2016,PRESIDENT,0,DEMOCRATIC,HILLARY CLINTON / TIM KAINE,13528,29698
55021,COLUMBIA,2016,PRESIDENT,0,LIBERTARIAN,GARY JOHNSON / BILL WELD,1092,29698
55021,COLUMBIA,2016,PRESIDENT,0,REPUBLICAN,DONALD TRUMP / MIKE PENCE,14163,29698
55021,COLUMBIA,2016,PRESIDENT,0,SCATTERING,SCATTERING,291,29698
55021,COLUMBIA,2016,PRESIDENT,0,WISCONSIN GREEN,JILL STEIN / AJAMU BARAKA,346,29698
55021,COLUMBIA,2016,PRESIDENT,0,WORKERS WORLD PARTY,MONICA MOOREHEAD / LAMONT LILLY,15,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN,CHERUNDA FOX / ROGER KUSHNER,0,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 2,EVAN MCMULLIN / NATHAN JOHNSON,108,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 3,MICHAEL A MATUREN / JUAN MUNOZ,2,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 4,"MARSHALL SCHOENKE / JAMES CREIGHTON MITCHELL, JR",0,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 5,CHRIS KENISTON / DEACON TAYLOR,2,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 6,LAURENCE KOTLIKOFF / EDWARD E LEAMER,0,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 7,TOM HOEFLING / STEVE SCHULIN,3,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 8,JOSEPH MALDONADO,0,29698
55021,COLUMBIA,2016,PRESIDENT,0,WRITE-IN 9,EMIDIO SOLTYSIK / ANGELA NICOLE WALKER,0,29698
55021,COLUMBIA,2016,STATE ASSEMBLY,37,DEMOCRATIC,JORDAN TURNER,1340,2558
55021,COLUMBIA,2016,STATE ASSEMBLY,37,REPUBLICAN,JOHN JAGLER,1212,2558
55021,COLUMBIA,2016,STATE ASSEMBLY,37,SCATTERING,SCATTERING,6,2558
55021,COLUMBIA,2016,STATE ASSEMBLY,41,INDEPENDENT,BRADLEY PEARSON,346,970
55021,COLUMBIA,2016,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,620,970
55021,COLUMBIA,2016,STATE ASSEMBLY,41,SCATTERING,SCATTERING,4,970
55021,COLUMBIA,2016,STATE ASSEMBLY,42,DEMOCRATIC,GEORGE E. FERRITER,8094,18016
55021,COLUMBIA,2016,STATE ASSEMBLY,42,REPUBLICAN,KEITH RIPP,9908,18016
55021,COLUMBIA,2016,STATE ASSEMBLY,42,SCATTERING,SCATTERING,14,18016
55021,COLUMBIA,2016,STATE ASSEMBLY,81,DEMOCRATIC,DAVE CONSIDINE,4128,6971
55021,COLUMBIA,2016,STATE ASSEMBLY,81,REPUBLICAN,DAVID J. MOORE,2834,6971
55021,COLUMBIA,2016,STATE ASSEMBLY,81,SCATTERING,SCATTERING,9,6971
55021,COLUMBIA,2016,STATE SENATE,14,DEMOCRATIC,BRIAN SMITH,9412,18907
55021,COLUMBIA,2016,STATE SENATE,14,REPUBLICAN,LUTHER S. OLSEN,9475,18907
55021,COLUMBIA,2016,STATE SENATE,14,SCATTERING,SCATTERING,20,18907
55021,COLUMBIA,2016,US SENATE,0,DEMOCRATIC,RUSS FEINGOLD,15057,29467
55021,COLUMBIA,2016,US SENATE,0,LIBERTARIAN,PHILLIP N ANDERSON,838,29467
55021,COLUMBIA,2016,US SENATE,0,REPUBLICAN,RON JOHNSON,13557,29467
55021,COLUMBIA,2016,US SENATE,0,SCATTERING,SCATTERING,15,29467
55021,COLUMBIA,2016,US SENATE,0,WRITE-IN,JOHN SCHIESS,0,29467
55021,COLUMBIA,2018,CONGRESS,6,DEMOCRATIC,DAN KOHL,14002,26491
55021,COLUMBIA,2018,CONGRESS,6,REPUBLICAN,GLENN GROTHMAN,12469,26491
55021,COLUMBIA,2018,CONGRESS,6,SCATTERING,SCATTERING,20,26491
55021,COLUMBIA,2018,GOVERNOR,0,DEMOCRATIC,TONY EVERS / MANDELA BARNES,14124,27034
55021,COLUMBIA,2018,GOVERNOR,0,INDEPENDENT,MAGGIE TURNBULL / WIL LOSCH,197,27034
55021,COLUMBIA,2018,GOVERNOR,0,INDEPENDENT 2,ARNIE ENZ,17,27034
55021,COLUMBIA,2018,GOVERNOR,0,LIBERTARIAN,PHILLIP ANDERSON / PATRICK BAIRD,212,27034
55021,COLUMBIA,2018,GOVERNOR,0,REPUBLICAN,SCOTT WALKER / REBECCA KLEEFISCH,12363,27034
55021,COLUMBIA,2018,GOVERNOR,0,SCATTERING,SCATTERING,10,27034
55021,COLUMBIA,2018,GOVERNOR,0,WISCONSIN GREEN,MICHAEL J WHITE / TIFFANY ANDERSON,111,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN,RYAN CASON,0,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN 2,PAUL BOUCHER,0,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN 3,MARK S GRIMEK,0,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN 4,JARED WILLIAM LANDRY,0,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN 5,ROBBIE HOFFMAN,0,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN 6,RICHARD MICHAEL TURTENWALD,0,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN 7,CORHAN GEHLER,0,27034
55021,COLUMBIA,2018,GOVERNOR,0,WRITE-IN 8,WILLIAM HENRY DAVID III,0,27034
55021,COLUMBIA,2018,STATE ASSEMBLY,37,REPUBLICAN,JOHN JAGLER,1551,1681
55021,COLUMBIA,2018,STATE ASSEMBLY,37,SCATTERING,SCATTERING,130,1681
55021,COLUMBIA,2018,STATE ASSEMBLY,41,DEMOCRATIC,FRANK T. BURESS,491,1027
55021,COLUMBIA,2018,STATE ASSEMBLY,41,REPUBLICAN,JOAN BALLWEG,536,1027
55021,COLUMBIA,2018,STATE ASSEMBLY,41,SCATTERING,SCATTERING,0,1027
55021,COLUMBIA,2018,STATE ASSEMBLY,42,DEMOCRATIC,ANN GROVES LLOYD,7645,16788
55021,COLUMBIA,2018,STATE ASSEMBLY,42,REPUBLICAN,JON PLUMER,9125,16788
55021,COLUMBIA,2018,STATE ASSEMBLY,42,SCATTERING,SCATTERING,18,16788
55021,COLUMBIA,2018,STATE ASSEMBLY,81,DEMOCRATIC,DAVE CONSIDINE,4740,4929
55021,COLUMBIA,2018,STATE ASSEMBLY,81,SCATTERING,SCATTERING,189,4929
55021,COLUMBIA,2018,STATE SENATE,13,DEMOCRATIC,MICHELLE ZAHN,1391,2412
55021,COLUMBIA,2018,STATE SENATE,13,REPUBLICAN,SCOTT FITZGERALD,1018,2412
55021,COLUMBIA,2018,STATE SENATE,13,SCATTERING,SCATTERING,3,2412
55021,COLUMBIA,2018,STATE SENATE,27,DEMOCRATIC,JON B. ERPENBACH,3758,6413
55021,COLUMBIA,2018,STATE SENATE,27,REPUBLICAN,CASEY HELBACH,2652,6413
55021,COLUMBIA,2018,STATE SENATE,27,SCATTERING,SCATTERING,3,6413
55021,COLUMBIA,2018,US SENATE,0,DEMOCRATIC,TAMMY BALDWIN,15230,26940
55021,COLUMBIA,2018,US SENATE,0,REPUBLICAN,LEAH VUKMIR,11674,26940
55021,COLUMBIA,2018,US SENATE,0,SCATTERING,SCATTERING,36,26940
55021,COLUMBIA,2018,US SENATE,0,WRITE-IN,MARY JO WALTERS,0,26940
55021,COLUMBIA,2018,US SENATE,0,WRITE-IN 2,JOHN SCHIESS,0,26940
55021,COLUMBIA,2020,CONGRESS,6,DEMOCRATIC,JESSICA J KING,15837,32832
55021,COLUMBIA,2020,CONGRESS,6,REPUBLICAN,GLENN GROTHMAN,16971,32832
55021,COLUMBIA,2020,CONGRESS,6,SCATTERING,SCATTERING,24,32832
55021,COLUMBIA,2020,PRESIDENT,0,CONSTITUTION,DON BLANKENSHIP / WILLIAM MOHR,61,33869
55021,COLUMBIA,2020,PRESIDENT,0,DEMOCRATIC,JOSEPH R BIDEN / KAMALA D HARRIS,16410,33869
55021,COLUMBIA,2020,PRESIDENT,0,INDEPENDENT,JO JORGENSEN / JEREMY SPIKE COHEN,421,33869
55021,COLUMBIA,2020,PRESIDENT,0,INDEPENDENT 2,BRIAN CARROLL / AMAR PATEL,32,33869
55021,COLUMBIA,2020,PRESIDENT,0,REPUBLICAN,DONALD J TRUMP / MICHAEL R PENCE,16927,33869
55021,COLUMBIA,2020,PRESIDENT,0,SCATTERING,SCATTERING,0,33869
55021,COLUMBIA,2020,PRESIDENT,0,WRITE-IN,KASEY WELLS,0,33869
55021,COLUMBIA,2020,PRESIDENT,0,WRITE-IN 2,JADE SIMMONS / CLAUDELIAH J ROZE,1,33869
55021,COLUMBIA,2020,PRESIDENT,0,WRITE-IN 3,PRESIDENT R19 BODDIE,0,33869
55021,COLUMBIA,2020,PRESIDENT,0,WRITE-IN 4,HOWIE HAWKINS / ANGELA WALKER,15,33869
55021,COLUMBIA,2020,PRESIDENT,0,WRITE-IN 5,GLORIDA LA RIVA / SUNIL FREEMAN,0,33869
55021,COLUMBIA,2020,PRESIDENT,0,WRITE-IN 6,KANYE WEST / MICHELLE TIDBALL,2,33869
55021,COLUMBIA,2020,PRESIDENT,0,WRITE-IN 7,MARK CHALRES / ADRIAN WALLACE,0,33869
55021,COLUMBIA,2020,STATE ASSEMBLY,37,DEMOCRATIC,ABIGAIL LOWERY,1623,3053
55021,COLUMBIA,2020,STATE ASSEMBLY,37,INDEPENDENT,"STEPHEN W. RATZLAFF, JR.",101,3053
55021,COLUMBIA,2020,STATE ASSEMBLY,37,REPUBLICAN,JOHN JAGLER,1329,3053
55021,COLUMBIA,2020,STATE ASSEMBLY,37,SCATTERING,SCATTERING,0,3053
55021,COLUMBIA,2020,STATE ASSEMBLY,41,DEMOCRATIC,NATE ZIMDARS,471,1186
55021,COLUMBIA,2020,STATE ASSEMBLY,41,INDEPENDENT,JEAN BARTZ,166,1186
55021,COLUMBIA,2020,STATE ASSEMBLY,41,REPUBLICAN,ALEX A. DALLMAN,549,1186
55021,COLUMBIA,2020,STATE ASSEMBLY,41,SCATTERING,SCATTERING,0,1186
55021,COLUMBIA,2020,STATE ASSEMBLY,42,DEMOCRATIC,MELISA ARNDT,9214,20702
55021,COLUMBIA,2020,STATE ASSEMBLY,42,REPUBLICAN,JON PLUMER,11474,20702
55021,COLUMBIA,2020,STATE ASSEMBLY,42,SCATTERING,SCATTERING,14,20702
55021,COLUMBIA,2020,STATE ASSEMBLY,81,DEMOCRATIC,DAVE CONSIDINE,4613,8081
55021,COLUMBIA,2020,STATE ASSEMBLY,81,REPUBLICAN,DAVID J. DAHLKE,3459,8081
55021,COLUMBIA,2020,STATE ASSEMBLY,81,SCATTERING,SCATTERING,9,8081
55021,COLUMBIA,2020,STATE SENATE,14,DEMOCRATIC,JONI D. ANDERSON,9460,21903
55021,COLUMBIA,2020,STATE SENATE,14,REPUBLICAN,JOAN A. BALLWEG,12426,21903
55021,COLUMBIA,2020,STATE SENATE,14,SCATTERING,SCATTERING,17,21903
55021,COLUMBIA,2022,CONGRESS,6,REPUBLICAN,GLENN GROTHMAN,18115,19179
55021,COLUMBIA,2022,CONGRESS,6,SCATTERING,SCATTERING,1062,19179
55021,COLUMBIA,2022,CONGRESS,6,WRITE-IN,TOM POWELL,2,19179
55021,COLUMBIA,2022,GOVERNOR,0,DEMOCRATIC,TONY EVERS / SARA RODRIGUEZ,14168,27476
55021,COLUMBIA,2022,GOVERNOR,0,INDEPENDENT,JOAN ELLIS BEGLINGER,276,27476
55021,COLUMBIA,2022,GOVERNOR,0,REPUBLICAN,TIM MICHELS / ROGER ROTH,13008,27476
55021,COLUMBIA,2022,GOVERNOR,0,SCATTERING,SCATTERING,24,27476
55021,COLUMBIA,2022,GOVERNOR,0,WRITE-IN,SETH HASKIN,0,27476
55021,COLUMBIA,2022,STATE ASSEMBLY,37,DEMOCRATIC,MAUREEN MCCARVILLE,1420,2684
55021,COLUMBIA,2022,STATE ASSEMBLY,37,REPUBLICAN,WILLIAM PENTERMAN,1263,2684
55021,COLUMBIA,2022,STATE ASSEMBLY,37,SCATTERING,SCATTERING,1,2684
55021,COLUMBIA,2022,STATE ASSEMBLY,39,REPUBLICAN,MARK L BORN,1626,1719
55021,COLUMBIA,2022,STATE ASSEMBLY,39,SCATTERING,SCATTERING,79,1719
55021,COLUMBIA,2022,STATE ASSEMBLY,39,WRITE-IN,STEVE RYDZEWSKI,14,1719
55021,COLUMBIA,2022,STATE ASSEMBLY,41,REPUBLICAN,ALEX DALLMAN,3395,3575
55021,COLUMBIA,2022,STATE ASSEMBLY,41,SCATTERING,SCATTERING,180,3575
55021,COLUMBIA,2022,STATE ASSEMBLY,42,DEMOCRATIC,THERESA VALENCIA,6906,14883
55021,COLUMBIA,2022,STATE ASSEMBLY,42,REPUBLICAN,JON PLUMER,7963,14883
55021,COLUMBIA,2022,STATE ASSEMBLY,42,SCATTERING,SCATTERING,14,14883
55021,COLUMBIA,2022,STATE ASSEMBLY,81,DEMOCRATIC,DAVID CONSIDINE,1162,2100
55021,COLUMBIA,2022,STATE ASSEMBLY,81,REPUBLICAN,SHELLIE BENISH,937,2100
55021,COLUMBIA,2022,STATE ASSEMBLY,81,SCATTERING,SCATTERING,1,2100
55021,COLUMBIA,2022,STATE SENATE,13,REPUBLICAN,JOHN JAGLER,3403,3602
55021,COLUMBIA,2022,STATE SENATE,13,SCATTERING,SCATTERING,199,3602
55021,COLUMBIA,2022,STATE SENATE,27,DEMOCRATIC,DIANNE H. HESSELBEIN,1122,2072
55021,COLUMBIA,2022,STATE SENATE,27,REPUBLICAN,ROBERT RELPH,949,2072
55021,COLUMBIA,2022,STATE SENATE,27,SCATTERING,SCATTERING,1,2072
55021,COLUMBIA,2022,US SENATE,0,DEMOCRATIC,MANDELA BARNES,13410,27373
55021,COLUMBIA,2022,US SENATE,0,REPUBLICAN,RON JOHNSON,13899,27373
55021,COLUMBIA,2022,US SENATE,0,SCATTERING,SCATTERING,64,27373
55021,COLUMBIA,2022,US SENATE,0,WRITE-IN,ADAM PAUL,0,27373
55021,COLUMBIA,2024,CONGRESS,6,DEMOCRATIC,JOHN ZARBANO,15079,33292
55021,COLUMBIA,2024,CONGRESS,6,REPUBLICAN,GLENN GROTHMAN,18177,33292
55021,COLUMBIA,2024,CONGRESS,6,SCATTERING,SCATTERING,36,33292
55021,COLUMBIA,2024,PRESIDENT,0,CONSTITUTION,RANDALL TERRY STEPHEN BRODEN,46,34914
55021,COLUMBIA,2024,PRESIDENT,0,DEMOCRATIC,KAMALA D. HARRIS TIM WALZ,16388,34914
55021,COLUMBIA,2024,PRESIDENT,0,INDEPENDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,12,34914
55021,COLUMBIA,2024,PRESIDENT,0,INDEPENDENT 2,CORNEL WEST MELINA ABDULLAH,19,34914
55021,COLUMBIA,2024,PRESIDENT,0,INDEPENDENT 3,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",199,34914
55021,COLUMBIA,2024,PRESIDENT,0,LIBERTARIAN,CHASE RUSSELL OLIVER MIKE TER MAAT,108,34914
55021,COLUMBIA,2024,PRESIDENT,0,REPUBLICAN,DONALD J. TRUMP JD VANCE,17988,34914
55021,COLUMBIA,2024,PRESIDENT,0,SCATTERING,SCATTERING,67,34914
55021,COLUMBIA,2024,PRESIDENT,0,WISCONSIN GREEN,JILL STEIN RUDOLPH WARE,83,34914
55021,COLUMBIA,2024,PRESIDENT,0,WRITE-IN,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,34914
55021,COLUMBIA,2024,PRESIDENT,0,WRITE-IN 2,BRIAN KIENITZ (WRITE-IN),0,34914
55021,COLUMBIA,2024,PRESIDENT,0,WRITE-IN 3,CHERUNDA LYNN FOX (WRITE-IN),0,34914
55021,COLUMBIA,2024,PRESIDENT,0,WRITE-IN 4,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,34914
55021,COLUMBIA,2024,PRESIDENT,0,WRITE-IN 5,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,34914
55021,COLUMBIA,2024,PRESIDENT,0,WRITE-IN 6,PETER SONSKI LAUREN ONAK (WRITE-IN),4,34914
55021,COLUMBIA,2024,STATE ASSEMBLY,37,DEMOCRATIC,LATOYA BATES,83,267
55021,COLUMBIA,2024,STATE ASSEMBLY,37,REPUBLICAN,MARK L. BORN,184,267
55021,COLUMBIA,2024,STATE ASSEMBLY,37,SCATTERING,SCATTERING,0,267
55021,COLUMBIA,2024,STATE ASSEMBLY,39,DEMOCRATIC,CHRIS GORDON,481,1700
55021,COLUMBIA,2024,STATE ASSEMBLY,39,REPUBLICAN,ALEX DALLMAN,1218,1700
55021,COLUMBIA,2024,STATE ASSEMBLY,39,SCATTERING,SCATTERING,1,1700
55021,COLUMBIA,2024,STATE ASSEMBLY,40,DEMOCRATIC,KAREN DESANTO,5845,11745
55021,COLUMBIA,2024,STATE ASSEMBLY,40,REPUBLICAN,JERRY HELMER,5884,11745
55021,COLUMBIA,2024,STATE ASSEMBLY,40,SCATTERING,SCATTERING,16,11745
55021,COLUMBIA,2024,STATE ASSEMBLY,41,DEMOCRATIC,JULIA HENLEY,669,1567
55021,COLUMBIA,2024,STATE ASSEMBLY,41,REPUBLICAN,TONY KURTZ,895,1567
55021,COLUMBIA,2024,STATE ASSEMBLY,41,SCATTERING,SCATTERING,3,1567
55021,COLUMBIA,2024,STATE ASSEMBLY,42,DEMOCRATIC,MAUREEN MCCARVILLE,8406,18147
55021,COLUMBIA,2024,STATE ASSEMBLY,42,REPUBLICAN,REBECCA WITHERSPOON,9723,18147
55021,COLUMBIA,2024,STATE ASSEMBLY,42,SCATTERING,SCATTERING,18,18147
55021,COLUMBIA,2024,STATE SENATE,14,DEMOCRATIC,SARAH KEYESKI,15662,32047
