county,municipality,ctv,reporting_unit,year,office,district,party,candidate,votes
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,25
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,16
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,0
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,6
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Shanagolden,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,143
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,139
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,11
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,1
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,2
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,White River,Town,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,77
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,22
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Butternut,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,186
Ashland,Ashland,City,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,110
Ashland,Ashland,City,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Ashland,Ashland,City,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,9
Ashland,Ashland,City,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Ashland,City,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Ashland,Ashland,City,Ward 1,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,148
Ashland,Ashland,City,Ward 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,49
Ashland,Ashland,City,Ward 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Ashland,Ashland,City,Ward 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,3
Ashland,Ashland,City,Ward 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Ashland,Ashland,City,Ward 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 2,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Ashland,City,Ward 2,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,154
Ashland,Ashland,City,Ward 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,79
Ashland,Ashland,City,Ward 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,4
Ashland,Ashland,City,Ward 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,0
Ashland,Ashland,City,Ward 3,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Ashland,City,Ward 3,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 3,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Ashland,City,Ward 3,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 4,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,194
Ashland,Ashland,City,Ward 4,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,106
Ashland,Ashland,City,Ward 4,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Ashland,Ashland,City,Ward 4,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,10
Ashland,Ashland,City,Ward 4,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Ashland,City,Ward 4,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 4,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 4,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Ashland,City,Ward 4,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 5,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,176
Ashland,Ashland,City,Ward 5,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,81
Ashland,Ashland,City,Ward 5,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Ashland,Ashland,City,Ward 5,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,13
Ashland,Ashland,City,Ward 5,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Ashland,City,Ward 5,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 5,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 5,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Ashland,City,Ward 5,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 6,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,121
Ashland,Ashland,City,Ward 6,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,50
Ashland,Ashland,City,Ward 6,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,9
Ashland,Ashland,City,Ward 6,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,6
Ashland,Ashland,City,Ward 6,2002,governor,NA,Independent,Alan D Eisenberg,1
Ashland,Ashland,City,Ward 6,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 6,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 6,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Ashland,Ashland,City,Ward 6,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 7,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,112
Ashland,Ashland,City,Ward 7,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,44
Ashland,Ashland,City,Ward 7,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,18
Ashland,Ashland,City,Ward 7,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Ashland,Ashland,City,Ward 7,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Ashland,City,Ward 7,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 7,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 7,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Ashland,Ashland,City,Ward 7,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 8,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,132
Ashland,Ashland,City,Ward 8,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,62
Ashland,Ashland,City,Ward 8,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,16
Ashland,Ashland,City,Ward 8,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,5
Ashland,Ashland,City,Ward 8,2002,governor,NA,Independent,Alan D Eisenberg,1
Ashland,Ashland,City,Ward 8,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 8,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 8,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Ashland,City,Ward 8,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 9,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,125
Ashland,Ashland,City,Ward 9,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,39
Ashland,Ashland,City,Ward 9,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Ashland,Ashland,City,Ward 9,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,9
Ashland,Ashland,City,Ward 9,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Ashland,City,Ward 9,2002,governor,NA,Independent 2,Ty A Bollerud,1
Ashland,Ashland,City,Ward 9,2002,governor,NA,Independent 3,Mike Mangan,1
Ashland,Ashland,City,Ward 9,2002,governor,NA,Independent 4,Aneb Jab Rasta,2
Ashland,Ashland,City,Ward 9,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 10,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,149
Ashland,Ashland,City,Ward 10,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,54
Ashland,Ashland,City,Ward 10,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Ashland,Ashland,City,Ward 10,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,16
Ashland,Ashland,City,Ward 10,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Ashland,City,Ward 10,2002,governor,NA,Independent 2,Ty A Bollerud,1
Ashland,Ashland,City,Ward 10,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 10,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Ashland,Ashland,City,Ward 10,2002,governor,NA,Scattering,Scattering,0
Ashland,Ashland,City,Ward 11,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,162
Ashland,Ashland,City,Ward 11,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,57
Ashland,Ashland,City,Ward 11,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Ashland,Ashland,City,Ward 11,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,11
Ashland,Ashland,City,Ward 11,2002,governor,NA,Independent,Alan D Eisenberg,2
Ashland,Ashland,City,Ward 11,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Ashland,City,Ward 11,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Ashland,City,Ward 11,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Ashland,City,Ward 11,2002,governor,NA,Scattering,Scattering,0
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,175
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,74
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,2
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,12
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,0
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,0
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Ashland,Mellen,City,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,146
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,126
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,14
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,1
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,2
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Almena,Town,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Barron,Arland,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,81
Barron,Arland,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,81
Barron,Arland,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Barron,Arland,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Barron,Arland,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Barron,Arland,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Arland,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Arland,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Arland,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,112
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,198
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,22
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,1
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Barron,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,101
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,69
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,4
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,21
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Bear Lake,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,156
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,163
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,9
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,29
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,3
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,2
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Cedar Lake,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,265
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,303
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,12
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,60
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,2
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Chetek,Town,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,91
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,112
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,19
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,1
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Clinton,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,122
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,101
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,20
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Crystal Lake,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,138
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,151
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,20
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,1
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Cumberland,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,87
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,103
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,14
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Dallas,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Barron,Dovre,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,90
Barron,Dovre,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,103
Barron,Dovre,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Barron,Dovre,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,28
Barron,Dovre,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Dovre,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Dovre,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,1
Barron,Dovre,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,2
Barron,Dovre,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Barron,Doyle,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,70
Barron,Doyle,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,73
Barron,Doyle,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Barron,Doyle,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,22
Barron,Doyle,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Doyle,Town,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Doyle,Town,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Doyle,Town,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Doyle,Town,Ward 1,2002,governor,NA,Scattering,Scattering,0
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,144
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,136
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,29
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,1
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Lakeland,Town,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,94
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,166
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,26
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,0
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,0
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Barron,Maple Grove,Town,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Barron,Maple Plain,Town,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,154
Barron,Maple Plain,Town,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,141
Barron,Maple Plain,Town,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,6
Barron,Maple Plain,Town,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,13
Barron,Maple Plain,Town,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
