county,county_fips,mcd_fips,municipality,ctv,year,office,party,candidate,votes,total_votes
WASHINGTON,55131,5513128875,GERMANTOWN,V,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",899,904
WASHINGTON,55131,5513128875,GERMANTOWN,V,2001,SUPREME COURT,SCATTERING,SCATTERING,5,904
WASHINGTON,55131,5513128875,GERMANTOWN,V,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1461,2223
WASHINGTON,55131,5513128875,GERMANTOWN,V,2003,SUPREME COURT,LIBERAL,ED BRUNNER,760,2223
WASHINGTON,55131,5513128875,GERMANTOWN,V,2003,SUPREME COURT,SCATTERING,SCATTERING,2,2223
WASHINGTON,55131,5513128875,GERMANTOWN,V,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,3611,3629
WASHINGTON,55131,5513128875,GERMANTOWN,V,2005,SUPREME COURT,SCATTERING,SCATTERING,18,3629
WASHINGTON,55131,5513128875,GERMANTOWN,V,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,1266,1272
WASHINGTON,55131,5513128875,GERMANTOWN,V,2006,SUPREME COURT,SCATTERING,SCATTERING,6,1272
WASHINGTON,55131,5513128875,GERMANTOWN,V,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,3101,4060
WASHINGTON,55131,5513128875,GERMANTOWN,V,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,957,4060
WASHINGTON,55131,5513128875,GERMANTOWN,V,2007,SUPREME COURT,SCATTERING,SCATTERING,2,4060
WASHINGTON,55131,5513128875,GERMANTOWN,V,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2939,4484
WASHINGTON,55131,5513128875,GERMANTOWN,V,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1539,4484
WASHINGTON,55131,5513128875,GERMANTOWN,V,2008,SUPREME COURT,SCATTERING,SCATTERING,6,4484
WASHINGTON,55131,5513128875,GERMANTOWN,V,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1772,2946
WASHINGTON,55131,5513128875,GERMANTOWN,V,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,1174,2946
WASHINGTON,55131,5513128875,GERMANTOWN,V,2009,SUPREME COURT,SCATTERING,SCATTERING,0,2946
WASHINGTON,55131,5513128875,GERMANTOWN,V,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",4595,6105
WASHINGTON,55131,5513128875,GERMANTOWN,V,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,1508,6105
WASHINGTON,55131,5513128875,GERMANTOWN,V,2011,SUPREME COURT,SCATTERING,SCATTERING,2,6105
WASHINGTON,55131,5513128875,GERMANTOWN,V,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2897,3642
WASHINGTON,55131,5513128875,GERMANTOWN,V,2013,SUPREME COURT,LIBERAL,ED FALLONE,745,3642
WASHINGTON,55131,5513128875,GERMANTOWN,V,2013,SUPREME COURT,SCATTERING,SCATTERING,0,3642
WASHINGTON,55131,5513128875,GERMANTOWN,V,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1920,2807
WASHINGTON,55131,5513128875,GERMANTOWN,V,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,883,2807
WASHINGTON,55131,5513128875,GERMANTOWN,V,2015,SUPREME COURT,SCATTERING,SCATTERING,4,2807
WASHINGTON,55131,5513128875,GERMANTOWN,V,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,5853,8229
WASHINGTON,55131,5513128875,GERMANTOWN,V,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2376,8229
WASHINGTON,55131,5513128875,GERMANTOWN,V,2016,SUPREME COURT,SCATTERING,SCATTERING,0,8229
WASHINGTON,55131,5513128875,GERMANTOWN,V,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,1376,1399
WASHINGTON,55131,5513128875,GERMANTOWN,V,2017,SUPREME COURT,SCATTERING,SCATTERING,23,1399
WASHINGTON,55131,5513128875,GERMANTOWN,V,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,2904,4234
WASHINGTON,55131,5513128875,GERMANTOWN,V,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,1330,4234
WASHINGTON,55131,5513128875,GERMANTOWN,V,2018,SUPREME COURT,SCATTERING,SCATTERING,0,4234
WASHINGTON,55131,5513128875,GERMANTOWN,V,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,3779,5236
WASHINGTON,55131,5513128875,GERMANTOWN,V,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,1457,5236
WASHINGTON,55131,5513128875,GERMANTOWN,V,2019,SUPREME COURT,SCATTERING,SCATTERING,0,5236
WASHINGTON,55131,5513128875,GERMANTOWN,V,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,4552,7272
WASHINGTON,55131,5513128875,GERMANTOWN,V,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,2720,7272
WASHINGTON,55131,5513128875,GERMANTOWN,V,2020,SUPREME COURT,SCATTERING,SCATTERING,0,7272
WASHINGTON,55131,5513128875,GERMANTOWN,V,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,4891,8293
WASHINGTON,55131,5513128875,GERMANTOWN,V,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,3402,8293
WASHINGTON,55131,5513128875,GERMANTOWN,V,2023,SUPREME COURT,SCATTERING,SCATTERING,0,8293
WASHINGTON,55131,5513128875,GERMANTOWN,V,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,5767,10140
WASHINGTON,55131,5513128875,GERMANTOWN,V,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,4362,10140
WASHINGTON,55131,5513128875,GERMANTOWN,V,2025,SUPREME COURT,SCATTERING,SCATTERING,11,10140
WASHINGTON,55131,5513128875,GERMANTOWN,V,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,3633,6662
WASHINGTON,55131,5513128875,GERMANTOWN,V,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,3025,6662
WASHINGTON,55131,5513128875,GERMANTOWN,V,2026,SUPREME COURT,SCATTERING,SCATTERING,4,6662
WASHINGTON,55131,5513128900,GERMANTOWN,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,39,48
WASHINGTON,55131,5513128900,GERMANTOWN,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,9,48
WASHINGTON,55131,5513128900,GERMANTOWN,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,48
WASHINGTON,55131,5513128900,GERMANTOWN,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",32,32
WASHINGTON,55131,5513128900,GERMANTOWN,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,32
WASHINGTON,55131,5513128900,GERMANTOWN,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,30,44
WASHINGTON,55131,5513128900,GERMANTOWN,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,14,44
WASHINGTON,55131,5513128900,GERMANTOWN,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,44
WASHINGTON,55131,5513128900,GERMANTOWN,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,48,48
WASHINGTON,55131,5513128900,GERMANTOWN,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,48
WASHINGTON,55131,5513128900,GERMANTOWN,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,28,28
WASHINGTON,55131,5513128900,GERMANTOWN,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,28
WASHINGTON,55131,5513128900,GERMANTOWN,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,69,90
WASHINGTON,55131,5513128900,GERMANTOWN,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,21,90
WASHINGTON,55131,5513128900,GERMANTOWN,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,90
WASHINGTON,55131,5513128900,GERMANTOWN,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,39,52
WASHINGTON,55131,5513128900,GERMANTOWN,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,12,52
WASHINGTON,55131,5513128900,GERMANTOWN,T,2008,SUPREME COURT,SCATTERING,SCATTERING,1,52
WASHINGTON,55131,5513128900,GERMANTOWN,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,25,40
WASHINGTON,55131,5513128900,GERMANTOWN,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,15,40
WASHINGTON,55131,5513128900,GERMANTOWN,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,40
WASHINGTON,55131,5513128900,GERMANTOWN,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",67,82
WASHINGTON,55131,5513128900,GERMANTOWN,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,15,82
WASHINGTON,55131,5513128900,GERMANTOWN,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,82
WASHINGTON,55131,5513128900,GERMANTOWN,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,55,69
WASHINGTON,55131,5513128900,GERMANTOWN,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,14,69
WASHINGTON,55131,5513128900,GERMANTOWN,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,69
WASHINGTON,55131,5513128900,GERMANTOWN,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,37,54
WASHINGTON,55131,5513128900,GERMANTOWN,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,17,54
WASHINGTON,55131,5513128900,GERMANTOWN,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,54
WASHINGTON,55131,5513128900,GERMANTOWN,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,83,123
WASHINGTON,55131,5513128900,GERMANTOWN,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,40,123
WASHINGTON,55131,5513128900,GERMANTOWN,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,123
WASHINGTON,55131,5513128900,GERMANTOWN,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,34,34
WASHINGTON,55131,5513128900,GERMANTOWN,T,2017,SUPREME COURT,SCATTERING,SCATTERING,0,34
WASHINGTON,55131,5513128900,GERMANTOWN,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,43,68
WASHINGTON,55131,5513128900,GERMANTOWN,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,25,68
WASHINGTON,55131,5513128900,GERMANTOWN,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,68
WASHINGTON,55131,5513128900,GERMANTOWN,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,53,75
WASHINGTON,55131,5513128900,GERMANTOWN,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,22,75
WASHINGTON,55131,5513128900,GERMANTOWN,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,75
WASHINGTON,55131,5513128900,GERMANTOWN,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,66,116
WASHINGTON,55131,5513128900,GERMANTOWN,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,50,116
WASHINGTON,55131,5513128900,GERMANTOWN,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,116
WASHINGTON,55131,5513128900,GERMANTOWN,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,74,115
WASHINGTON,55131,5513128900,GERMANTOWN,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,41,115
WASHINGTON,55131,5513128900,GERMANTOWN,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,115
WASHINGTON,55131,5513128900,GERMANTOWN,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,83,141
WASHINGTON,55131,5513128900,GERMANTOWN,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,58,141
WASHINGTON,55131,5513128900,GERMANTOWN,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,141
WASHINGTON,55131,5513128900,GERMANTOWN,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,39,83
WASHINGTON,55131,5513128900,GERMANTOWN,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,44,83
WASHINGTON,55131,5513128900,GERMANTOWN,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,83
WASHINGTON,55131,5513133000,HARTFORD,C,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,742,988
WASHINGTON,55131,5513133000,HARTFORD,C,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,245,988
WASHINGTON,55131,5513133000,HARTFORD,C,2000,SUPREME COURT,SCATTERING,SCATTERING,1,988
WASHINGTON,55131,5513133000,HARTFORD,C,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",581,581
WASHINGTON,55131,5513133000,HARTFORD,C,2001,SUPREME COURT,SCATTERING,SCATTERING,0,581
WASHINGTON,55131,5513133000,HARTFORD,C,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,830,1422
WASHINGTON,55131,5513133000,HARTFORD,C,2003,SUPREME COURT,LIBERAL,ED BRUNNER,592,1422
WASHINGTON,55131,5513133000,HARTFORD,C,2003,SUPREME COURT,SCATTERING,SCATTERING,0,1422
WASHINGTON,55131,5513133000,HARTFORD,C,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,448,449
WASHINGTON,55131,5513133000,HARTFORD,C,2005,SUPREME COURT,SCATTERING,SCATTERING,1,449
WASHINGTON,55131,5513133000,HARTFORD,C,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,657,659
WASHINGTON,55131,5513133000,HARTFORD,C,2006,SUPREME COURT,SCATTERING,SCATTERING,2,659
WASHINGTON,55131,5513133000,HARTFORD,C,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,1361,1781
WASHINGTON,55131,5513133000,HARTFORD,C,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,417,1781
WASHINGTON,55131,5513133000,HARTFORD,C,2007,SUPREME COURT,SCATTERING,SCATTERING,3,1781
WASHINGTON,55131,5513133000,HARTFORD,C,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1659,2599
WASHINGTON,55131,5513133000,HARTFORD,C,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,938,2599
WASHINGTON,55131,5513133000,HARTFORD,C,2008,SUPREME COURT,SCATTERING,SCATTERING,2,2599
WASHINGTON,55131,5513133000,HARTFORD,C,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,798,1359
WASHINGTON,55131,5513133000,HARTFORD,C,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,561,1359
WASHINGTON,55131,5513133000,HARTFORD,C,2009,SUPREME COURT,SCATTERING,SCATTERING,0,1359
WASHINGTON,55131,5513133000,HARTFORD,C,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",2384,3358
WASHINGTON,55131,5513133000,HARTFORD,C,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,970,3358
WASHINGTON,55131,5513133000,HARTFORD,C,2011,SUPREME COURT,SCATTERING,SCATTERING,4,3358
WASHINGTON,55131,5513133000,HARTFORD,C,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1639,2169
WASHINGTON,55131,5513133000,HARTFORD,C,2013,SUPREME COURT,LIBERAL,ED FALLONE,530,2169
WASHINGTON,55131,5513133000,HARTFORD,C,2013,SUPREME COURT,SCATTERING,SCATTERING,0,2169
WASHINGTON,55131,5513133000,HARTFORD,C,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,908,1400
WASHINGTON,55131,5513133000,HARTFORD,C,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,491,1400
WASHINGTON,55131,5513133000,HARTFORD,C,2015,SUPREME COURT,SCATTERING,SCATTERING,1,1400
WASHINGTON,55131,5513133000,HARTFORD,C,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,3055,4423
WASHINGTON,55131,5513133000,HARTFORD,C,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,1368,4423
WASHINGTON,55131,5513133000,HARTFORD,C,2016,SUPREME COURT,SCATTERING,SCATTERING,0,4423
WASHINGTON,55131,5513133000,HARTFORD,C,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,705,713
WASHINGTON,55131,5513133000,HARTFORD,C,2017,SUPREME COURT,SCATTERING,SCATTERING,8,713
WASHINGTON,55131,5513133000,HARTFORD,C,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1473,2277
WASHINGTON,55131,5513133000,HARTFORD,C,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,804,2277
WASHINGTON,55131,5513133000,HARTFORD,C,2018,SUPREME COURT,SCATTERING,SCATTERING,0,2277
WASHINGTON,55131,5513133000,HARTFORD,C,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,2249,3125
WASHINGTON,55131,5513133000,HARTFORD,C,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,876,3125
WASHINGTON,55131,5513133000,HARTFORD,C,2019,SUPREME COURT,SCATTERING,SCATTERING,0,3125
WASHINGTON,55131,5513133000,HARTFORD,C,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2555,4081
WASHINGTON,55131,5513133000,HARTFORD,C,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,1526,4081
WASHINGTON,55131,5513133000,HARTFORD,C,2020,SUPREME COURT,SCATTERING,SCATTERING,0,4081
WASHINGTON,55131,5513133000,HARTFORD,C,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2949,4697
WASHINGTON,55131,5513133000,HARTFORD,C,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,1748,4697
WASHINGTON,55131,5513133000,HARTFORD,C,2023,SUPREME COURT,SCATTERING,SCATTERING,0,4697
WASHINGTON,55131,5513133000,HARTFORD,C,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,3898,6265
WASHINGTON,55131,5513133000,HARTFORD,C,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,2365,6265
WASHINGTON,55131,5513133000,HARTFORD,C,2025,SUPREME COURT,SCATTERING,SCATTERING,2,6265
WASHINGTON,55131,5513133000,HARTFORD,C,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,2087,3746
WASHINGTON,55131,5513133000,HARTFORD,C,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,1656,3746
WASHINGTON,55131,5513133000,HARTFORD,C,2026,SUPREME COURT,SCATTERING,SCATTERING,3,3746
WASHINGTON,55131,5513133025,HARTFORD,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,353,448
WASHINGTON,55131,5513133025,HARTFORD,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,95,448
WASHINGTON,55131,5513133025,HARTFORD,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,448
WASHINGTON,55131,5513133025,HARTFORD,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",231,231
WASHINGTON,55131,5513133025,HARTFORD,T,2001,SUPREME COURT,SCATTERING,SCATTERING,0,231
WASHINGTON,55131,5513133025,HARTFORD,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,390,657
WASHINGTON,55131,5513133025,HARTFORD,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,267,657
WASHINGTON,55131,5513133025,HARTFORD,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,657
WASHINGTON,55131,5513133025,HARTFORD,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,346,346
WASHINGTON,55131,5513133025,HARTFORD,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,346
WASHINGTON,55131,5513133025,HARTFORD,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,304,305
WASHINGTON,55131,5513133025,HARTFORD,T,2006,SUPREME COURT,SCATTERING,SCATTERING,1,305
WASHINGTON,55131,5513133025,HARTFORD,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,754,935
WASHINGTON,55131,5513133025,HARTFORD,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,179,935
WASHINGTON,55131,5513133025,HARTFORD,T,2007,SUPREME COURT,SCATTERING,SCATTERING,2,935
WASHINGTON,55131,5513133025,HARTFORD,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,527,782
WASHINGTON,55131,5513133025,HARTFORD,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,255,782
WASHINGTON,55131,5513133025,HARTFORD,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,782
WASHINGTON,55131,5513133025,HARTFORD,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,384,621
WASHINGTON,55131,5513133025,HARTFORD,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,237,621
WASHINGTON,55131,5513133025,HARTFORD,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,621
WASHINGTON,55131,5513133025,HARTFORD,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",993,1292
WASHINGTON,55131,5513133025,HARTFORD,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,299,1292
WASHINGTON,55131,5513133025,HARTFORD,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,1292
WASHINGTON,55131,5513133025,HARTFORD,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,701,892
WASHINGTON,55131,5513133025,HARTFORD,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,190,892
WASHINGTON,55131,5513133025,HARTFORD,T,2013,SUPREME COURT,SCATTERING,SCATTERING,1,892
WASHINGTON,55131,5513133025,HARTFORD,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,386,567
WASHINGTON,55131,5513133025,HARTFORD,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,180,567
WASHINGTON,55131,5513133025,HARTFORD,T,2015,SUPREME COURT,SCATTERING,SCATTERING,1,567
WASHINGTON,55131,5513133025,HARTFORD,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,1147,1554
WASHINGTON,55131,5513133025,HARTFORD,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,407,1554
WASHINGTON,55131,5513133025,HARTFORD,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,1554
WASHINGTON,55131,5513133025,HARTFORD,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,343,344
WASHINGTON,55131,5513133025,HARTFORD,T,2017,SUPREME COURT,SCATTERING,SCATTERING,1,344
WASHINGTON,55131,5513133025,HARTFORD,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,632,857
WASHINGTON,55131,5513133025,HARTFORD,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,225,857
WASHINGTON,55131,5513133025,HARTFORD,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,857
WASHINGTON,55131,5513133025,HARTFORD,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,869,1082
WASHINGTON,55131,5513133025,HARTFORD,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,213,1082
WASHINGTON,55131,5513133025,HARTFORD,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,1082
WASHINGTON,55131,5513133025,HARTFORD,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1010,1337
WASHINGTON,55131,5513133025,HARTFORD,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,327,1337
WASHINGTON,55131,5513133025,HARTFORD,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,1337
WASHINGTON,55131,5513133025,HARTFORD,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1127,1505
WASHINGTON,55131,5513133025,HARTFORD,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,378,1505
WASHINGTON,55131,5513133025,HARTFORD,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,1505
WASHINGTON,55131,5513133025,HARTFORD,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,1360,1823
WASHINGTON,55131,5513133025,HARTFORD,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,462,1823
WASHINGTON,55131,5513133025,HARTFORD,T,2025,SUPREME COURT,SCATTERING,SCATTERING,1,1823
WASHINGTON,55131,5513133025,HARTFORD,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,776,1104
WASHINGTON,55131,5513133025,HARTFORD,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,328,1104
WASHINGTON,55131,5513133025,HARTFORD,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,1104
WASHINGTON,55131,5513137675,JACKSON,V,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,595,737
WASHINGTON,55131,5513137675,JACKSON,V,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,141,737
WASHINGTON,55131,5513137675,JACKSON,V,2000,SUPREME COURT,SCATTERING,SCATTERING,1,737
WASHINGTON,55131,5513137675,JACKSON,V,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",324,325
WASHINGTON,55131,5513137675,JACKSON,V,2001,SUPREME COURT,SCATTERING,SCATTERING,1,325
WASHINGTON,55131,5513137675,JACKSON,V,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,260,371
WASHINGTON,55131,5513137675,JACKSON,V,2003,SUPREME COURT,LIBERAL,ED BRUNNER,111,371
WASHINGTON,55131,5513137675,JACKSON,V,2003,SUPREME COURT,SCATTERING,SCATTERING,0,371
WASHINGTON,55131,5513137675,JACKSON,V,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,291,291
WASHINGTON,55131,5513137675,JACKSON,V,2005,SUPREME COURT,SCATTERING,SCATTERING,0,291
WASHINGTON,55131,5513137675,JACKSON,V,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,137,137
WASHINGTON,55131,5513137675,JACKSON,V,2006,SUPREME COURT,SCATTERING,SCATTERING,0,137
WASHINGTON,55131,5513137675,JACKSON,V,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,753,911
WASHINGTON,55131,5513137675,JACKSON,V,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,158,911
WASHINGTON,55131,5513137675,JACKSON,V,2007,SUPREME COURT,SCATTERING,SCATTERING,0,911
WASHINGTON,55131,5513137675,JACKSON,V,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,560,737
WASHINGTON,55131,5513137675,JACKSON,V,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,177,737
WASHINGTON,55131,5513137675,JACKSON,V,2008,SUPREME COURT,SCATTERING,SCATTERING,0,737
WASHINGTON,55131,5513137675,JACKSON,V,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,664,1275
