muni_fips,municipality,ctv,muni_label,year,office,party,candidate,votes,total_votes
5500100,ABBOTSFORD,C,C ABBOTSFORD,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,130,217
5500100,ABBOTSFORD,C,C ABBOTSFORD,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,87,217
5500100,ABBOTSFORD,C,C ABBOTSFORD,2000,SUPREME COURT,SCATTERING,SCATTERING,0,217
5500100,ABBOTSFORD,C,C ABBOTSFORD,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",447,448
5500100,ABBOTSFORD,C,C ABBOTSFORD,2001,SUPREME COURT,SCATTERING,SCATTERING,1,448
5500100,ABBOTSFORD,C,C ABBOTSFORD,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,260,561
5500100,ABBOTSFORD,C,C ABBOTSFORD,2003,SUPREME COURT,LIBERAL,ED BRUNNER,301,561
5500100,ABBOTSFORD,C,C ABBOTSFORD,2003,SUPREME COURT,SCATTERING,SCATTERING,0,561
5500100,ABBOTSFORD,C,C ABBOTSFORD,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,526,527
5500100,ABBOTSFORD,C,C ABBOTSFORD,2005,SUPREME COURT,SCATTERING,SCATTERING,1,527
5500100,ABBOTSFORD,C,C ABBOTSFORD,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,277,277
5500100,ABBOTSFORD,C,C ABBOTSFORD,2006,SUPREME COURT,SCATTERING,SCATTERING,0,277
5500100,ABBOTSFORD,C,C ABBOTSFORD,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,368,584
5500100,ABBOTSFORD,C,C ABBOTSFORD,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,214,584
5500100,ABBOTSFORD,C,C ABBOTSFORD,2007,SUPREME COURT,SCATTERING,SCATTERING,2,584
5500100,ABBOTSFORD,C,C ABBOTSFORD,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,170,303
5500100,ABBOTSFORD,C,C ABBOTSFORD,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,130,303
5500100,ABBOTSFORD,C,C ABBOTSFORD,2008,SUPREME COURT,SCATTERING,SCATTERING,3,303
5500100,ABBOTSFORD,C,C ABBOTSFORD,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,204,543
5500100,ABBOTSFORD,C,C ABBOTSFORD,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,339,543
5500100,ABBOTSFORD,C,C ABBOTSFORD,2009,SUPREME COURT,SCATTERING,SCATTERING,0,543
5500100,ABBOTSFORD,C,C ABBOTSFORD,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",228,419
5500100,ABBOTSFORD,C,C ABBOTSFORD,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,191,419
5500100,ABBOTSFORD,C,C ABBOTSFORD,2011,SUPREME COURT,SCATTERING,SCATTERING,0,419
5500100,ABBOTSFORD,C,C ABBOTSFORD,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,137,220
5500100,ABBOTSFORD,C,C ABBOTSFORD,2013,SUPREME COURT,LIBERAL,ED FALLONE,83,220
5500100,ABBOTSFORD,C,C ABBOTSFORD,2013,SUPREME COURT,SCATTERING,SCATTERING,0,220
5500100,ABBOTSFORD,C,C ABBOTSFORD,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,56,172
5500100,ABBOTSFORD,C,C ABBOTSFORD,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,116,172
5500100,ABBOTSFORD,C,C ABBOTSFORD,2015,SUPREME COURT,SCATTERING,SCATTERING,0,172
5500100,ABBOTSFORD,C,C ABBOTSFORD,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,354,569
5500100,ABBOTSFORD,C,C ABBOTSFORD,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,215,569
5500100,ABBOTSFORD,C,C ABBOTSFORD,2016,SUPREME COURT,SCATTERING,SCATTERING,0,569
5500100,ABBOTSFORD,C,C ABBOTSFORD,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,201,201
5500100,ABBOTSFORD,C,C ABBOTSFORD,2017,SUPREME COURT,SCATTERING,SCATTERING,0,201
5500100,ABBOTSFORD,C,C ABBOTSFORD,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,107,234
5500100,ABBOTSFORD,C,C ABBOTSFORD,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,127,234
5500100,ABBOTSFORD,C,C ABBOTSFORD,2018,SUPREME COURT,SCATTERING,SCATTERING,0,234
5500100,ABBOTSFORD,C,C ABBOTSFORD,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,169,291
5500100,ABBOTSFORD,C,C ABBOTSFORD,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,122,291
5500100,ABBOTSFORD,C,C ABBOTSFORD,2019,SUPREME COURT,SCATTERING,SCATTERING,0,291
5500100,ABBOTSFORD,C,C ABBOTSFORD,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,183,321
5500100,ABBOTSFORD,C,C ABBOTSFORD,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,138,321
5500100,ABBOTSFORD,C,C ABBOTSFORD,2020,SUPREME COURT,SCATTERING,SCATTERING,0,321
5500100,ABBOTSFORD,C,C ABBOTSFORD,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,200,339
5500100,ABBOTSFORD,C,C ABBOTSFORD,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,139,339
5500100,ABBOTSFORD,C,C ABBOTSFORD,2023,SUPREME COURT,SCATTERING,SCATTERING,0,339
5500100,ABBOTSFORD,C,C ABBOTSFORD,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,283,496
5500100,ABBOTSFORD,C,C ABBOTSFORD,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,213,496
5500100,ABBOTSFORD,C,C ABBOTSFORD,2025,SUPREME COURT,SCATTERING,SCATTERING,0,496
5500100,ABBOTSFORD,C,C ABBOTSFORD,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,135,257
5500100,ABBOTSFORD,C,C ABBOTSFORD,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,122,257
5500100,ABBOTSFORD,C,C ABBOTSFORD,2026,SUPREME COURT,SCATTERING,SCATTERING,0,257
5500175,ABRAMS,T,T ABRAMS (OCONTO),2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,307,446
5500175,ABRAMS,T,T ABRAMS (OCONTO),2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,138,446
5500175,ABRAMS,T,T ABRAMS (OCONTO),2000,SUPREME COURT,SCATTERING,SCATTERING,1,446
5500175,ABRAMS,T,T ABRAMS (OCONTO),2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",320,322
5500175,ABRAMS,T,T ABRAMS (OCONTO),2001,SUPREME COURT,SCATTERING,SCATTERING,2,322
5500175,ABRAMS,T,T ABRAMS (OCONTO),2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,136,245
5500175,ABRAMS,T,T ABRAMS (OCONTO),2003,SUPREME COURT,LIBERAL,ED BRUNNER,108,245
5500175,ABRAMS,T,T ABRAMS (OCONTO),2003,SUPREME COURT,SCATTERING,SCATTERING,1,245
5500175,ABRAMS,T,T ABRAMS (OCONTO),2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,108,108
5500175,ABRAMS,T,T ABRAMS (OCONTO),2005,SUPREME COURT,SCATTERING,SCATTERING,0,108
5500175,ABRAMS,T,T ABRAMS (OCONTO),2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,53,53
5500175,ABRAMS,T,T ABRAMS (OCONTO),2006,SUPREME COURT,SCATTERING,SCATTERING,0,53
5500175,ABRAMS,T,T ABRAMS (OCONTO),2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,253,389
5500175,ABRAMS,T,T ABRAMS (OCONTO),2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,135,389
5500175,ABRAMS,T,T ABRAMS (OCONTO),2007,SUPREME COURT,SCATTERING,SCATTERING,1,389
5500175,ABRAMS,T,T ABRAMS (OCONTO),2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,108,177
5500175,ABRAMS,T,T ABRAMS (OCONTO),2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,68,177
5500175,ABRAMS,T,T ABRAMS (OCONTO),2008,SUPREME COURT,SCATTERING,SCATTERING,1,177
5500175,ABRAMS,T,T ABRAMS (OCONTO),2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,81,188
5500175,ABRAMS,T,T ABRAMS (OCONTO),2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,107,188
5500175,ABRAMS,T,T ABRAMS (OCONTO),2009,SUPREME COURT,SCATTERING,SCATTERING,0,188
5500175,ABRAMS,T,T ABRAMS (OCONTO),2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",224,406
5500175,ABRAMS,T,T ABRAMS (OCONTO),2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,182,406
5500175,ABRAMS,T,T ABRAMS (OCONTO),2011,SUPREME COURT,SCATTERING,SCATTERING,0,406
5500175,ABRAMS,T,T ABRAMS (OCONTO),2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,175,256
5500175,ABRAMS,T,T ABRAMS (OCONTO),2013,SUPREME COURT,LIBERAL,ED FALLONE,81,256
5500175,ABRAMS,T,T ABRAMS (OCONTO),2013,SUPREME COURT,SCATTERING,SCATTERING,0,256
5500175,ABRAMS,T,T ABRAMS (OCONTO),2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,128,317
5500175,ABRAMS,T,T ABRAMS (OCONTO),2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,189,317
5500175,ABRAMS,T,T ABRAMS (OCONTO),2015,SUPREME COURT,SCATTERING,SCATTERING,0,317
5500175,ABRAMS,T,T ABRAMS (OCONTO),2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,421,666
5500175,ABRAMS,T,T ABRAMS (OCONTO),2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,245,666
5500175,ABRAMS,T,T ABRAMS (OCONTO),2016,SUPREME COURT,SCATTERING,SCATTERING,0,666
5500175,ABRAMS,T,T ABRAMS (OCONTO),2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,235,235
5500175,ABRAMS,T,T ABRAMS (OCONTO),2017,SUPREME COURT,SCATTERING,SCATTERING,0,235
5500175,ABRAMS,T,T ABRAMS (OCONTO),2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,134,236
5500175,ABRAMS,T,T ABRAMS (OCONTO),2018,SUPREME COURT,LIBERAL,REBECCA DALLET,102,236
5500175,ABRAMS,T,T ABRAMS (OCONTO),2018,SUPREME COURT,SCATTERING,SCATTERING,0,236
5500175,ABRAMS,T,T ABRAMS (OCONTO),2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,253,399
5500175,ABRAMS,T,T ABRAMS (OCONTO),2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,146,399
5500175,ABRAMS,T,T ABRAMS (OCONTO),2019,SUPREME COURT,SCATTERING,SCATTERING,0,399
5500175,ABRAMS,T,T ABRAMS (OCONTO),2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,331,550
5500175,ABRAMS,T,T ABRAMS (OCONTO),2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,219,550
5500175,ABRAMS,T,T ABRAMS (OCONTO),2020,SUPREME COURT,SCATTERING,SCATTERING,0,550
5500175,ABRAMS,T,T ABRAMS (OCONTO),2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,460,718
5500175,ABRAMS,T,T ABRAMS (OCONTO),2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,256,718
5500175,ABRAMS,T,T ABRAMS (OCONTO),2023,SUPREME COURT,SCATTERING,SCATTERING,2,718
5500175,ABRAMS,T,T ABRAMS (OCONTO),2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,689,1008
5500175,ABRAMS,T,T ABRAMS (OCONTO),2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,317,1008
5500175,ABRAMS,T,T ABRAMS (OCONTO),2025,SUPREME COURT,SCATTERING,SCATTERING,2,1008
5500175,ABRAMS,T,T ABRAMS (OCONTO),2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,323,567
5500175,ABRAMS,T,T ABRAMS (OCONTO),2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,244,567
5500175,ABRAMS,T,T ABRAMS (OCONTO),2026,SUPREME COURT,SCATTERING,SCATTERING,0,567
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,27,45
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,18,45
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2000,SUPREME COURT,SCATTERING,SCATTERING,0,45
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",39,39
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2001,SUPREME COURT,SCATTERING,SCATTERING,0,39
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,52,90
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2003,SUPREME COURT,LIBERAL,ED BRUNNER,38,90
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2003,SUPREME COURT,SCATTERING,SCATTERING,0,90
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,85,85
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2005,SUPREME COURT,SCATTERING,SCATTERING,0,85
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,60,60
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2006,SUPREME COURT,SCATTERING,SCATTERING,0,60
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,66,105
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,39,105
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2007,SUPREME COURT,SCATTERING,SCATTERING,0,105
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,64,102
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,38,102
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2008,SUPREME COURT,SCATTERING,SCATTERING,0,102
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,22,64
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,42,64
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2009,SUPREME COURT,SCATTERING,SCATTERING,0,64
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",92,151
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,59,151
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2011,SUPREME COURT,SCATTERING,SCATTERING,0,151
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,69,106
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2013,SUPREME COURT,LIBERAL,ED FALLONE,37,106
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2013,SUPREME COURT,SCATTERING,SCATTERING,0,106
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,60,140
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,80,140
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2015,SUPREME COURT,SCATTERING,SCATTERING,0,140
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,151,228
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,77,228
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2016,SUPREME COURT,SCATTERING,SCATTERING,0,228
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,65,65
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2017,SUPREME COURT,SCATTERING,SCATTERING,0,65
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,40,65
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2018,SUPREME COURT,LIBERAL,REBECCA DALLET,25,65
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2018,SUPREME COURT,SCATTERING,SCATTERING,0,65
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,72,106
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,34,106
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2019,SUPREME COURT,SCATTERING,SCATTERING,0,106
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,89,138
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,49,138
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2020,SUPREME COURT,SCATTERING,SCATTERING,0,138
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,122,183
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,61,183
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2023,SUPREME COURT,SCATTERING,SCATTERING,0,183
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,111,194
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,83,194
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2025,SUPREME COURT,SCATTERING,SCATTERING,0,194
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,83,140
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,57,140
5500225,ACKLEY,T,T ACKLEY (LANGLADE),2026,SUPREME COURT,SCATTERING,SCATTERING,0,140
5500275,ADAMS,C,C ADAMS,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,149,212
5500275,ADAMS,C,C ADAMS,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,63,212
5500275,ADAMS,C,C ADAMS,2000,SUPREME COURT,SCATTERING,SCATTERING,0,212
5500275,ADAMS,C,C ADAMS,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",101,101
5500275,ADAMS,C,C ADAMS,2001,SUPREME COURT,SCATTERING,SCATTERING,0,101
5500275,ADAMS,C,C ADAMS,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,229,379
5500275,ADAMS,C,C ADAMS,2003,SUPREME COURT,LIBERAL,ED BRUNNER,150,379
5500275,ADAMS,C,C ADAMS,2003,SUPREME COURT,SCATTERING,SCATTERING,0,379
5500275,ADAMS,C,C ADAMS,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,96,96
5500275,ADAMS,C,C ADAMS,2005,SUPREME COURT,SCATTERING,SCATTERING,0,96
5500275,ADAMS,C,C ADAMS,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,181,183
5500275,ADAMS,C,C ADAMS,2006,SUPREME COURT,SCATTERING,SCATTERING,2,183
5500275,ADAMS,C,C ADAMS,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,185,309
5500275,ADAMS,C,C ADAMS,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,123,309
5500275,ADAMS,C,C ADAMS,2007,SUPREME COURT,SCATTERING,SCATTERING,1,309
5500275,ADAMS,C,C ADAMS,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,68,165
5500275,ADAMS,C,C ADAMS,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,97,165
5500275,ADAMS,C,C ADAMS,2008,SUPREME COURT,SCATTERING,SCATTERING,0,165
5500275,ADAMS,C,C ADAMS,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,74,317
5500275,ADAMS,C,C ADAMS,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,243,317
5500275,ADAMS,C,C ADAMS,2009,SUPREME COURT,SCATTERING,SCATTERING,0,317
5500275,ADAMS,C,C ADAMS,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",155,387
5500275,ADAMS,C,C ADAMS,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,232,387
5500275,ADAMS,C,C ADAMS,2011,SUPREME COURT,SCATTERING,SCATTERING,0,387
5500275,ADAMS,C,C ADAMS,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,189,304
5500275,ADAMS,C,C ADAMS,2013,SUPREME COURT,LIBERAL,ED FALLONE,115,304
5500275,ADAMS,C,C ADAMS,2013,SUPREME COURT,SCATTERING,SCATTERING,0,304
5500275,ADAMS,C,C ADAMS,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,113,377
5500275,ADAMS,C,C ADAMS,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,264,377
5500275,ADAMS,C,C ADAMS,2015,SUPREME COURT,SCATTERING,SCATTERING,0,377
5500275,ADAMS,C,C ADAMS,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,223,445
5500275,ADAMS,C,C ADAMS,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,221,445
5500275,ADAMS,C,C ADAMS,2016,SUPREME COURT,SCATTERING,SCATTERING,1,445
5500275,ADAMS,C,C ADAMS,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,157,157
5500275,ADAMS,C,C ADAMS,2017,SUPREME COURT,SCATTERING,SCATTERING,0,157
5500275,ADAMS,C,C ADAMS,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,142,308
5500275,ADAMS,C,C ADAMS,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,165,308
5500275,ADAMS,C,C ADAMS,2018,SUPREME COURT,SCATTERING,SCATTERING,1,308
5500275,ADAMS,C,C ADAMS,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,128,257
5500275,ADAMS,C,C ADAMS,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,129,257
5500275,ADAMS,C,C ADAMS,2019,SUPREME COURT,SCATTERING,SCATTERING,0,257
5500275,ADAMS,C,C ADAMS,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,155,315
5500275,ADAMS,C,C ADAMS,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,160,315
5500275,ADAMS,C,C ADAMS,2020,SUPREME COURT,SCATTERING,SCATTERING,0,315
5500275,ADAMS,C,C ADAMS,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,246,509
5500275,ADAMS,C,C ADAMS,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,260,509
5500275,ADAMS,C,C ADAMS,2023,SUPREME COURT,SCATTERING,SCATTERING,3,509
5500275,ADAMS,C,C ADAMS,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,283,534
5500275,ADAMS,C,C ADAMS,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,249,534
5500275,ADAMS,C,C ADAMS,2025,SUPREME COURT,SCATTERING,SCATTERING,2,534
5500275,ADAMS,C,C ADAMS,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,131,292
5500275,ADAMS,C,C ADAMS,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,161,292
5500275,ADAMS,C,C ADAMS,2026,SUPREME COURT,SCATTERING,SCATTERING,0,292
5500300,ADAMS,T,T ADAMS (ADAMS),2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,109,175
5500300,ADAMS,T,T ADAMS (ADAMS),2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,66,175
5500300,ADAMS,T,T ADAMS (ADAMS),2000,SUPREME COURT,SCATTERING,SCATTERING,0,175
5500300,ADAMS,T,T ADAMS (ADAMS),2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",54,54
5500300,ADAMS,T,T ADAMS (ADAMS),2001,SUPREME COURT,SCATTERING,SCATTERING,0,54
5500300,ADAMS,T,T ADAMS (ADAMS),2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,172,283
5500300,ADAMS,T,T ADAMS (ADAMS),2003,SUPREME COURT,LIBERAL,ED BRUNNER,111,283
5500300,ADAMS,T,T ADAMS (ADAMS),2003,SUPREME COURT,SCATTERING,SCATTERING,0,283
5500300,ADAMS,T,T ADAMS (ADAMS),2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,70,70
5500300,ADAMS,T,T ADAMS (ADAMS),2005,SUPREME COURT,SCATTERING,SCATTERING,0,70
5500300,ADAMS,T,T ADAMS (ADAMS),2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,67,67
5500300,ADAMS,T,T ADAMS (ADAMS),2006,SUPREME COURT,SCATTERING,SCATTERING,0,67
5500300,ADAMS,T,T ADAMS (ADAMS),2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,61,131
5500300,ADAMS,T,T ADAMS (ADAMS),2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,69,131
5500300,ADAMS,T,T ADAMS (ADAMS),2007,SUPREME COURT,SCATTERING,SCATTERING,1,131
5500300,ADAMS,T,T ADAMS (ADAMS),2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,61,119
5500300,ADAMS,T,T ADAMS (ADAMS),2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,58,119
5500300,ADAMS,T,T ADAMS (ADAMS),2008,SUPREME COURT,SCATTERING,SCATTERING,0,119
5500300,ADAMS,T,T ADAMS (ADAMS),2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,35,114
5500300,ADAMS,T,T ADAMS (ADAMS),2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,79,114
5500300,ADAMS,T,T ADAMS (ADAMS),2009,SUPREME COURT,SCATTERING,SCATTERING,0,114
