year,month,county,reporting_unit,election_type,office,party,candidate,total_votes,votes
2011,APRIL,ADAMS,TOWN OF ADAMS WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",254,105
2011,APRIL,ADAMS,TOWN OF BIG FLATS WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",293,142
2011,APRIL,ADAMS,TOWN OF COLBURN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",87,37
2011,APRIL,ADAMS,TOWN OF DELL PRAIRIE WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",445,202
2011,APRIL,ADAMS,TOWN OF EASTON WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",181,91
2011,APRIL,ADAMS,TOWN OF JACKSON WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",219,115
2011,APRIL,ADAMS,TOWN OF LEOLA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",89,66
2011,APRIL,ADAMS,TOWN OF LINCOLN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",112,65
2011,APRIL,ADAMS,TOWN OF MONROE WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",127,68
2011,APRIL,ADAMS,TOWN OF NEW CHESTER WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",158,64
2011,APRIL,ADAMS,TOWN OF NEW HAVEN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",201,89
2011,APRIL,ADAMS,TOWN OF PRESTON WARDS 1 - 3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",279,118
2011,APRIL,ADAMS,TOWN OF QUINCY WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",223,98
2011,APRIL,ADAMS,TOWN OF RICHFIELD WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",61,33
2011,APRIL,ADAMS,TOWN OF ROME WARDS 1 - 5,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",1199,650
2011,APRIL,ADAMS,TOWN OF SPRINGVILLE WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",214,117
2011,APRIL,ADAMS,TOWN OF STRONGS PRAIRIE WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",239,97
2011,APRIL,ADAMS,VILLAGE OF FRIENDSHIP WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",171,68
2011,APRIL,ADAMS,CITY OF ADAMS WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",125,51
2011,APRIL,ADAMS,CITY OF ADAMS WARD 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",122,50
2011,APRIL,ADAMS,CITY OF ADAMS WARD 3-5,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",140,54
2011,APRIL,ADAMS,CITY OF WISCONSIN DELLS WARD 5,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",8,5
2011,APRIL,ASHLAND,TOWN OF AGENDA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",124,57
2011,APRIL,ASHLAND,TOWN OF ASHLAND WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",219,63
2011,APRIL,ASHLAND,TOWN OF CHIPPEWA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",157,79
2011,APRIL,ASHLAND,TOWN OF GINGLES WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",295,77
2011,APRIL,ASHLAND,TOWN OF GORDON WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",111,48
2011,APRIL,ASHLAND,TOWN OF JACOBS WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",207,91
2011,APRIL,ASHLAND,TOWN OF LA POINTE WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",198,43
2011,APRIL,ASHLAND,TOWN OF MARENGO WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",170,40
2011,APRIL,ASHLAND,TOWN OF MORSE WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",216,75
2011,APRIL,ASHLAND,TOWN OF PEEKSVILLE WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",95,43
2011,APRIL,ASHLAND,TOWN OF SANBORN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",196,31
2011,APRIL,ASHLAND,TOWN OF SHANAGOLDEN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",54,16
2011,APRIL,ASHLAND,TOWN OF WHITE RIVER WARDS 1 - 3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",218,92
2011,APRIL,ASHLAND,VILLAGE OF BUTTERNUT WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",91,38
2011,APRIL,ASHLAND,CITY OF ASHLAND WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",273,131
2011,APRIL,ASHLAND,CITY OF ASHLAND WARD 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",156,28
2011,APRIL,ASHLAND,CITY OF ASHLAND WARD 3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",163,37
2011,APRIL,ASHLAND,CITY OF ASHLAND WARD 4,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",304,102
2011,APRIL,ASHLAND,CITY OF ASHLAND WARD 5,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,"DAVID T. PROSSER, JR.",202,41
