year,month,county,reporting_unit,election_type,office,party,candidate,total_votes,votes
2019,APRIL,ADAMS,TOWN OF ADAMS WARDS 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,229,128
2019,APRIL,ADAMS,TOWN OF BIG FLATS WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,227,114
2019,APRIL,ADAMS,TOWN OF COLBURN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,38,20
2019,APRIL,ADAMS,TOWN OF DELL PRAIRIE WARDS 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,246,119
2019,APRIL,ADAMS,TOWN OF EASTON WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,217,141
2019,APRIL,ADAMS,TOWN OF JACKSON WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,241,141
2019,APRIL,ADAMS,TOWN OF LEOLA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,70,49
2019,APRIL,ADAMS,TOWN OF LINCOLN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,77,43
2019,APRIL,ADAMS,TOWN OF MONROE WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,106,72
2019,APRIL,ADAMS,TOWN OF NEW CHESTER WARDS 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,145,75
2019,APRIL,ADAMS,TOWN OF NEW HAVEN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,146,70
2019,APRIL,ADAMS,TOWN OF PRESTON WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,263,139
2019,APRIL,ADAMS,TOWN OF QUINCY WARDS 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,408,222
2019,APRIL,ADAMS,TOWN OF RICHFIELD WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,41,29
2019,APRIL,ADAMS,TOWN OF ROME WARDS 1-5,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,989,570
2019,APRIL,ADAMS,TOWN OF SPRINGVILLE WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,246,141
2019,APRIL,ADAMS,TOWN OF STRONGS PRAIRIE WARDS 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,241,139
2019,APRIL,ADAMS,VILLAGE OF FRIENDSHIP WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,123,61
2019,APRIL,ADAMS,CITY OF ADAMS WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,66,37
2019,APRIL,ADAMS,CITY OF ADAMS WARD 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,94,45
2019,APRIL,ADAMS,CITY OF ADAMS WARDS 3-4,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,97,46
2019,APRIL,ADAMS,"CITY OF WISCONSIN DELLS WARDS 5,9",SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,3,0
2019,APRIL,ASHLAND,TOWN OF AGENDA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,108,62
2019,APRIL,ASHLAND,TOWN OF ASHLAND WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,154,60
2019,APRIL,ASHLAND,TOWN OF CHIPPEWA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,147,77
2019,APRIL,ASHLAND,TOWN OF GINGLES WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,163,77
2019,APRIL,ASHLAND,TOWN OF GORDON WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,75,38
2019,APRIL,ASHLAND,TOWN OF JACOBS WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,205,117
2019,APRIL,ASHLAND,TOWN OF LA POINTE WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,179,37
2019,APRIL,ASHLAND,TOWN OF MARENGO WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,BRIAN HAGEDORN,129,52
