year,month,county,reporting_unit,election_type,office,party,candidate,total_votes,votes
2017,APRIL,ADAMS,TOWN OF ADAMS WARD 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,109,109
2017,APRIL,ADAMS,TOWN OF BIG FLATS WARD 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,87,87
2017,APRIL,ADAMS,TOWN OF COLBURN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,44,44
2017,APRIL,ADAMS,TOWN OF DELL PRAIRIE WARD 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,79,79
2017,APRIL,ADAMS,TOWN OF EASTON WARD 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,74,74
2017,APRIL,ADAMS,TOWN OF JACKSON WARD 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,72,72
2017,APRIL,ADAMS,TOWN OF LEOLA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,53,53
2017,APRIL,ADAMS,TOWN OF LINCOLN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,42,42
2017,APRIL,ADAMS,TOWN OF MONROE WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,45,45
2017,APRIL,ADAMS,TOWN OF NEW CHESTER WARD 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,54,54
2017,APRIL,ADAMS,TOWN OF NEW HAVEN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,63,63
2017,APRIL,ADAMS,TOWN OF PRESTON WARD 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,146,146
2017,APRIL,ADAMS,TOWN OF QUINCY WARD 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,187,187
2017,APRIL,ADAMS,TOWN OF RICHFIELD WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,9,9
2017,APRIL,ADAMS,TOWN OF ROME WARD 1-5,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,550,550
2017,APRIL,ADAMS,TOWN OF SPRINGVILLE WARD 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,71,71
2017,APRIL,ADAMS,TOWN OF STRONGS PRAIRIE WARDS 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,88,88
2017,APRIL,ADAMS,VILLAGE OF FRIENDSHIP WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,49,49
2017,APRIL,ADAMS,CITY OF ADAMS WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,38,38
2017,APRIL,ADAMS,CITY OF ADAMS WARD 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,58,58
2017,APRIL,ADAMS,CITY OF ADAMS WARDS 3-4,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,61,61
2017,APRIL,ADAMS,"CITY OF WISCONSIN DELLS WARDS 5,9",SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,1,1
2017,APRIL,ASHLAND,TOWN OF AGENDA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,76,76
2017,APRIL,ASHLAND,TOWN OF ASHLAND WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,107,105
2017,APRIL,ASHLAND,TOWN OF CHIPPEWA WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,134,134
2017,APRIL,ASHLAND,TOWN OF GINGLES WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,85,85
2017,APRIL,ASHLAND,TOWN OF GORDON WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,35,35
2017,APRIL,ASHLAND,TOWN OF JACOBS WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,54,52
2017,APRIL,ASHLAND,TOWN OF LA POINTE WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,80,73
2017,APRIL,ASHLAND,TOWN OF MARENGO WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,86,86
2017,APRIL,ASHLAND,TOWN OF MORSE WARDS 1-3,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,64,64
2017,APRIL,ASHLAND,TOWN OF PEEKSVILLE WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,44,42
2017,APRIL,ASHLAND,TOWN OF SANBORN WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,129,127
2017,APRIL,ASHLAND,TOWN OF SHANAGOLDEN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,18,17
2017,APRIL,ASHLAND,TOWN OF WHITE RIVER WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,108,106
2017,APRIL,ASHLAND,VILLAGE OF BUTTERNUT WARDS 1-2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,46,45
2017,APRIL,ASHLAND,"CITY OF ASHLAND WARD 1,3,5",SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,244,228
2017,APRIL,ASHLAND,CITY OF ASHLAND WARD 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,49,48
2017,APRIL,ASHLAND,CITY OF ASHLAND WARD 4,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,ANNETTE ZIEGLER,110,103
