year,month,county,reporting_unit,election_type,office,party,candidate,total_votes,votes
2009,APRIL,ADAMS,ADAMS TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,114,35
2009,APRIL,ADAMS,ADAMS TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,114,79
2009,APRIL,ADAMS,ADAMS TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,114,0
2009,APRIL,ADAMS,BIG FLATS TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,158,56
2009,APRIL,ADAMS,BIG FLATS TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,158,102
2009,APRIL,ADAMS,BIG FLATS TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,158,0
2009,APRIL,ADAMS,COLBURN TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,59,22
2009,APRIL,ADAMS,COLBURN TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,59,37
2009,APRIL,ADAMS,COLBURN TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,59,0
2009,APRIL,ADAMS,DELL PRAIRIE TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,337,123
2009,APRIL,ADAMS,DELL PRAIRIE TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,337,209
2009,APRIL,ADAMS,DELL PRAIRIE TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,337,5
2009,APRIL,ADAMS,EASTON TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,187,71
2009,APRIL,ADAMS,EASTON TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,187,116
2009,APRIL,ADAMS,EASTON TOWN WARDS 1 & 2,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,187,0
2009,APRIL,ADAMS,JACKSON TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,144,63
2009,APRIL,ADAMS,JACKSON TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,144,81
2009,APRIL,ADAMS,JACKSON TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,144,0
2009,APRIL,ADAMS,LEOLA TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,35,18
2009,APRIL,ADAMS,LEOLA TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,35,17
2009,APRIL,ADAMS,LEOLA TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,35,0
2009,APRIL,ADAMS,LINCOLN TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,60,24
2009,APRIL,ADAMS,LINCOLN TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SHIRLEY S. ABRAHAMSON,60,36
2009,APRIL,ADAMS,LINCOLN TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,SCATTERING,60,0
2009,APRIL,ADAMS,MONROE TOWN WARD 1,SPRING GENERAL,JUSTICE OF THE SUPREME COURT,NONPARTISAN,RANDY R. KOSCHNICK,96,34
